yr,r,ec,units,value
2011,ne,TAXREV,billions of us dollars (USD),4.19083
2011,ne,GSALES,billions of us dollars (USD),1.54262
2011,ne,SSALES,billions of us dollars (USD),0.52789
2011,ne,LICTAX,billions of us dollars (USD),0.227377
2011,ne,INDTAX,billions of us dollars (USD),1.721548
2011,ne,CORTAX,billions of us dollars (USD),0.154945
2011,ne,OTHTAX,billions of us dollars (USD),0.01645
2011,ne,CURCHG,billions of us dollars (USD),1.037362
2011,ne,MSCREV,billions of us dollars (USD),0.797091
2011,ne,UTLREV,billions of us dollars (USD),0.0
2011,ne,LIQREV,billions of us dollars (USD),0.0
2011,ne,INSREV,billions of us dollars (USD),2.134248
2011,ne,TOTEXP,billions of us dollars (USD),9.356473
2011,ne,INTEXP,billions of us dollars (USD),2.306692
2011,ne,CUROPR,billions of us dollars (USD),5.382647
2011,ne,CAPOUT,billions of us dollars (USD),0.670217
2011,ne,INSBEN,billions of us dollars (USD),0.739408
2011,ne,SUBSID,billions of us dollars (USD),0.165892
2011,ne,INTRST,billions of us dollars (USD),0.091617
2011,ne,SALARY,billions of us dollars (USD),2.304897
2011,ne,GENEXP,billions of us dollars (USD),8.617065
2011,ne,EDUCAT,billions of us dollars (USD),3.330145
2011,ne,PUBWEL,billions of us dollars (USD),2.09085
2011,ne,HOSPTL,billions of us dollars (USD),0.260622
2011,ne,HEALTH,billions of us dollars (USD),0.455621
2011,ne,HGHWAY,billions of us dollars (USD),0.602273
2011,ne,POLICE,billions of us dollars (USD),0.0962
2011,ne,CORREC,billions of us dollars (USD),0.241829
2011,ne,NATRES,billions of us dollars (USD),0.250575
2011,ne,PARKRC,billions of us dollars (USD),0.038605
2011,ne,GOVADM,billions of us dollars (USD),0.210568
2011,ne,INTGEN,billions of us dollars (USD),0.091617
2011,ne,OTHUNA,billions of us dollars (USD),0.94816
2011,ne,UTLEXP,billions of us dollars (USD),0.0
2011,ne,LIQEXP,billions of us dollars (USD),0.0
2011,ne,INSEXP,billions of us dollars (USD),0.739408
2011,ne,DEBTFY,billions of us dollars (USD),2.34575
2011,ne,CASHSH,billions of us dollars (USD),14.327368
2011,nv,TOTREV,billions of us dollars (USD),17.597124
2011,nv,GENREV,billions of us dollars (USD),10.443848
2011,nv,INTREV,billions of us dollars (USD),2.826846
2011,nv,TAXREV,billions of us dollars (USD),6.332128
2011,nv,GSALES,billions of us dollars (USD),2.931547
2011,nv,SSALES,billions of us dollars (USD),1.757619
2011,nv,LICTAX,billions of us dollars (USD),0.613036
2011,nv,INDTAX,billions of us dollars (USD),0.0
2011,nv,CORTAX,billions of us dollars (USD),0.0
2011,nv,OTHTAX,billions of us dollars (USD),1.029926
2011,nv,CURCHG,billions of us dollars (USD),0.734554
2011,nv,MSCREV,billions of us dollars (USD),0.55032
2011,nv,UTLREV,billions of us dollars (USD),0.089488
2011,nv,LIQREV,billions of us dollars (USD),0.0
2011,nv,INSREV,billions of us dollars (USD),7.063788
2011,nv,TOTEXP,billions of us dollars (USD),13.203265
2011,nv,INTEXP,billions of us dollars (USD),3.905016
2011,nv,CUROPR,billions of us dollars (USD),5.006214
2011,nv,CAPOUT,billions of us dollars (USD),0.710194
2011,nv,INSBEN,billions of us dollars (USD),3.122342
2011,nv,SUBSID,billions of us dollars (USD),0.263399
2011,nv,INTRST,billions of us dollars (USD),0.1961
2011,nv,SALARY,billions of us dollars (USD),1.540187
2011,nv,GENEXP,billions of us dollars (USD),9.990585
2011,nv,EDUCAT,billions of us dollars (USD),4.148254
2011,nv,PUBWEL,billions of us dollars (USD),2.127591
2011,nv,HOSPTL,billions of us dollars (USD),0.23625
2011,nv,HEALTH,billions of us dollars (USD),0.232793
2011,nv,HGHWAY,billions of us dollars (USD),0.772512
2011,nv,POLICE,billions of us dollars (USD),0.101648
2011,nv,CORREC,billions of us dollars (USD),0.275865
2011,nv,NATRES,billions of us dollars (USD),0.129928
2011,nv,PARKRC,billions of us dollars (USD),0.019759
2011,nv,GOVADM,billions of us dollars (USD),0.283047
2011,nv,INTGEN,billions of us dollars (USD),0.193172
2011,nv,OTHUNA,billions of us dollars (USD),1.469766
2011,nv,UTLEXP,billions of us dollars (USD),0.090338
2011,nv,LIQEXP,billions of us dollars (USD),0.0
2011,nv,INSEXP,billions of us dollars (USD),3.122342
2011,nv,DEBTFY,billions of us dollars (USD),4.201115
2011,nv,CASHSH,billions of us dollars (USD),27.49079
2011,nh,TOTREV,billions of us dollars (USD),8.456142
2011,nh,GENREV,billions of us dollars (USD),6.18722
2011,nh,INTREV,billions of us dollars (USD),2.158531
2011,nh,TAXREV,billions of us dollars (USD),2.254995
2011,nh,GSALES,billions of us dollars (USD),0.0
2011,nh,SSALES,billions of us dollars (USD),0.89492
2011,nh,LICTAX,billions of us dollars (USD),0.284207
2011,nh,INDTAX,billions of us dollars (USD),0.075664
2011,nh,CORTAX,billions of us dollars (USD),0.518405
2011,nh,OTHTAX,billions of us dollars (USD),0.481799
2011,nh,CURCHG,billions of us dollars (USD),0.98598
2011,nh,MSCREV,billions of us dollars (USD),0.787714
2011,nh,UTLREV,billions of us dollars (USD),0.0
2011,nh,LIQREV,billions of us dollars (USD),0.539915
2011,nh,INSREV,billions of us dollars (USD),1.729007
2011,nh,TOTEXP,billions of us dollars (USD),7.638166
2011,nh,INTEXP,billions of us dollars (USD),1.191097
2011,nh,CUROPR,billions of us dollars (USD),4.664747
2011,nh,CAPOUT,billions of us dollars (USD),0.425324
2011,nh,INSBEN,billions of us dollars (USD),0.79966
2011,nh,SUBSID,billions of us dollars (USD),0.16449
2011,nh,INTRST,billions of us dollars (USD),0.392848
2011,nh,SALARY,billions of us dollars (USD),0.94679
2011,nh,GENEXP,billions of us dollars (USD),6.375565
2011,nh,EDUCAT,billions of us dollars (USD),2.015841
2011,nh,PUBWEL,billions of us dollars (USD),1.944977
2011,nh,HOSPTL,billions of us dollars (USD),0.050201
2011,nh,HEALTH,billions of us dollars (USD),0.088265
2011,nh,HGHWAY,billions of us dollars (USD),0.552523
2011,nh,POLICE,billions of us dollars (USD),0.055997
2011,nh,CORREC,billions of us dollars (USD),0.112666
2011,nh,NATRES,billions of us dollars (USD),0.067689
2011,nh,PARKRC,billions of us dollars (USD),0.034529
2011,nh,GOVADM,billions of us dollars (USD),0.256033
2011,nh,INTGEN,billions of us dollars (USD),0.392848
2011,nh,OTHUNA,billions of us dollars (USD),0.803996
2011,nh,UTLEXP,billions of us dollars (USD),0.008549
2011,nh,LIQEXP,billions of us dollars (USD),0.454392
2011,nh,INSEXP,billions of us dollars (USD),0.79966
2011,nh,DEBTFY,billions of us dollars (USD),8.450218
2011,nh,CASHSH,billions of us dollars (USD),12.686507
2011,nj,TOTREV,billions of us dollars (USD),70.798018
2011,nj,GENREV,billions of us dollars (USD),51.6764
2011,nj,INTREV,billions of us dollars (USD),14.792596
2011,nj,TAXREV,billions of us dollars (USD),27.182753
2011,nj,GSALES,billions of us dollars (USD),8.144397
2011,nj,SSALES,billions of us dollars (USD),3.777428
2011,nj,LICTAX,billions of us dollars (USD),1.497837
2011,nj,INDTAX,billions of us dollars (USD),10.617034
2011,nj,CORTAX,billions of us dollars (USD),2.216438
2011,nj,OTHTAX,billions of us dollars (USD),0.929619
2011,nj,CURCHG,billions of us dollars (USD),5.813656
2011,nj,MSCREV,billions of us dollars (USD),3.887395
2011,nj,UTLREV,billions of us dollars (USD),0.986028
2011,nj,LIQREV,billions of us dollars (USD),0.0
2011,nj,INSREV,billions of us dollars (USD),18.13559
2011,nj,TOTEXP,billions of us dollars (USD),67.182402
2011,nj,INTEXP,billions of us dollars (USD),11.167301
2011,nj,CUROPR,billions of us dollars (USD),33.014043
2011,nj,CAPOUT,billions of us dollars (USD),3.55258
2011,nj,INSBEN,billions of us dollars (USD),16.209263
2011,nj,SUBSID,billions of us dollars (USD),1.169119
2011,nj,INTRST,billions of us dollars (USD),2.070096
2011,nj,SALARY,billions of us dollars (USD),10.246367
2011,nj,GENEXP,billions of us dollars (USD),48.800604
2011,nj,EDUCAT,billions of us dollars (USD),15.710434
2011,nj,PUBWEL,billions of us dollars (USD),14.213978
2011,nj,HOSPTL,billions of us dollars (USD),2.119042
2011,nj,HEALTH,billions of us dollars (USD),1.239114
2011,nj,HGHWAY,billions of us dollars (USD),3.246995
2011,nj,POLICE,billions of us dollars (USD),0.620379
2011,nj,CORREC,billions of us dollars (USD),1.453667
2011,nj,NATRES,billions of us dollars (USD),0.615808
2011,nj,PARKRC,billions of us dollars (USD),0.293283
2011,nj,GOVADM,billions of us dollars (USD),1.689596
2011,nj,INTGEN,billions of us dollars (USD),2.066802
2011,nj,OTHUNA,billions of us dollars (USD),5.531506
2011,nj,UTLEXP,billions of us dollars (USD),2.172535
2011,nj,LIQEXP,billions of us dollars (USD),0.0
2011,nj,INSEXP,billions of us dollars (USD),16.209263
2011,nj,DEBTFY,billions of us dollars (USD),64.004651
2011,nj,CASHSH,billions of us dollars (USD),114.090081
2011,nm,TOTREV,billions of us dollars (USD),19.747623
2011,nm,GENREV,billions of us dollars (USD),14.830391
2011,nm,INTREV,billions of us dollars (USD),6.36408
2011,nm,TAXREV,billions of us dollars (USD),4.861056
2011,nm,GSALES,billions of us dollars (USD),1.891591
2011,nm,SSALES,billions of us dollars (USD),0.678018
2011,nm,LICTAX,billions of us dollars (USD),0.240008
2011,nm,INDTAX,billions of us dollars (USD),1.096922
2011,nm,CORTAX,billions of us dollars (USD),0.2298
2011,nm,OTHTAX,billions of us dollars (USD),0.724717
2011,nm,CURCHG,billions of us dollars (USD),1.486327
2011,nm,MSCREV,billions of us dollars (USD),2.118928
2011,nm,UTLREV,billions of us dollars (USD),0.0
2011,nm,LIQREV,billions of us dollars (USD),0.0
2011,nm,INSREV,billions of us dollars (USD),4.917232
2011,nm,TOTEXP,billions of us dollars (USD),17.865171
2011,nm,INTEXP,billions of us dollars (USD),4.325766
2011,nm,CUROPR,billions of us dollars (USD),9.669613
2011,nm,CAPOUT,billions of us dollars (USD),1.020848
2011,nm,INSBEN,billions of us dollars (USD),2.253681
2011,nm,SUBSID,billions of us dollars (USD),0.255451
2011,nm,INTRST,billions of us dollars (USD),0.339812
2011,nm,SALARY,billions of us dollars (USD),2.622775
2011,nm,GENEXP,billions of us dollars (USD),15.594493
2011,nm,EDUCAT,billions of us dollars (USD),5.391916
2011,nm,PUBWEL,billions of us dollars (USD),4.329057
2011,nm,HOSPTL,billions of us dollars (USD),0.920506
2011,nm,HEALTH,billions of us dollars (USD),0.494774
2011,nm,HGHWAY,billions of us dollars (USD),0.805745
2011,nm,POLICE,billions of us dollars (USD),0.143016
2011,nm,CORREC,billions of us dollars (USD),0.40663
2011,nm,NATRES,billions of us dollars (USD),0.223837
2011,nm,PARKRC,billions of us dollars (USD),0.06536
2011,nm,GOVADM,billions of us dollars (USD),0.637398
2011,nm,INTGEN,billions of us dollars (USD),0.339812
2011,nm,OTHUNA,billions of us dollars (USD),1.836442
2011,nm,UTLEXP,billions of us dollars (USD),0.016997
2011,nm,LIQEXP,billions of us dollars (USD),0.0
2011,nm,INSEXP,billions of us dollars (USD),2.253681
2011,nm,DEBTFY,billions of us dollars (USD),8.118832
2011,nm,CASHSH,billions of us dollars (USD),44.809201
2011,ny,TOTREV,billions of us dollars (USD),205.546377
2011,ny,GENREV,billions of us dollars (USD),148.840822
2011,ny,INTREV,billions of us dollars (USD),60.200009
2011,ny,TAXREV,billions of us dollars (USD),67.945152
2011,ny,GSALES,billions of us dollars (USD),11.581018
2011,ny,SSALES,billions of us dollars (USD),10.786944
2011,ny,LICTAX,billions of us dollars (USD),1.833694
2011,ny,INDTAX,billions of us dollars (USD),36.209216
2011,ny,CORTAX,billions of us dollars (USD),4.015628
2011,ny,OTHTAX,billions of us dollars (USD),3.518652
2011,ny,CURCHG,billions of us dollars (USD),9.20574
2011,ny,MSCREV,billions of us dollars (USD),11.489921
2011,ny,UTLREV,billions of us dollars (USD),7.990745
2011,ny,LIQREV,billions of us dollars (USD),0.0
2011,ny,INSREV,billions of us dollars (USD),48.71481
2011,ny,TOTEXP,billions of us dollars (USD),184.009243
2011,ny,INTEXP,billions of us dollars (USD),59.697916
2011,ny,CUROPR,billions of us dollars (USD),80.841845
2011,ny,CAPOUT,billions of us dollars (USD),11.705347
2011,ny,INSBEN,billions of us dollars (USD),24.802958
2011,ny,SUBSID,billions of us dollars (USD),1.536459
2011,ny,INTRST,billions of us dollars (USD),5.424718
2011,ny,SALARY,billions of us dollars (USD),17.791144
2011,ny,GENEXP,billions of us dollars (USD),146.077903
2011,ny,EDUCAT,billions of us dollars (USD),45.218649
2011,ny,PUBWEL,billions of us dollars (USD),51.131664
2011,ny,HOSPTL,billions of us dollars (USD),6.113751
2011,ny,HEALTH,billions of us dollars (USD),8.828254
2011,ny,HGHWAY,billions of us dollars (USD),4.880309
2011,ny,POLICE,billions of us dollars (USD),0.95345
2011,ny,CORREC,billions of us dollars (USD),2.995539
2011,ny,NATRES,billions of us dollars (USD),0.506181
2011,ny,PARKRC,billions of us dollars (USD),0.523176
2011,ny,GOVADM,billions of us dollars (USD),5.699455
2011,ny,INTGEN,billions of us dollars (USD),4.115852
2011,ny,OTHUNA,billions of us dollars (USD),15.111623
2011,ny,UTLEXP,billions of us dollars (USD),13.128382
2011,ny,LIQEXP,billions of us dollars (USD),0.0
2011,ny,INSEXP,billions of us dollars (USD),24.802958
2011,ny,DEBTFY,billions of us dollars (USD),134.928505
2011,ny,CASHSH,billions of us dollars (USD),317.212468
2011,nc,TOTREV,billions of us dollars (USD),63.194017
2011,nc,GENREV,billions of us dollars (USD),45.852658
2011,nc,INTREV,billions of us dollars (USD),16.048794
2011,nc,TAXREV,billions of us dollars (USD),22.400574
2011,nc,GSALES,billions of us dollars (USD),6.185008
2011,nc,SSALES,billions of us dollars (USD),3.749493
2011,nc,LICTAX,billions of us dollars (USD),1.444372
2011,nc,INDTAX,billions of us dollars (USD),9.869492
2011,nc,CORTAX,billions of us dollars (USD),1.092078
2011,nc,OTHTAX,billions of us dollars (USD),0.060131
2011,nc,CURCHG,billions of us dollars (USD),4.688504
2011,nc,MSCREV,billions of us dollars (USD),2.714786
2011,nc,UTLREV,billions of us dollars (USD),2.7e-5
2011,nc,LIQREV,billions of us dollars (USD),0.0
2011,nc,INSREV,billions of us dollars (USD),17.341332
2011,nc,TOTEXP,billions of us dollars (USD),53.088745
2011,nc,INTEXP,billions of us dollars (USD),13.633379
2011,nc,CUROPR,billions of us dollars (USD),26.211316
2011,nc,CAPOUT,billions of us dollars (USD),3.364839
2011,nc,INSBEN,billions of us dollars (USD),8.70521
2011,nc,SUBSID,billions of us dollars (USD),0.603558
2011,nc,INTRST,billions of us dollars (USD),0.570443
2011,nc,SALARY,billions of us dollars (USD),9.133307
2011,nc,GENEXP,billions of us dollars (USD),44.335109
2011,nc,EDUCAT,billions of us dollars (USD),19.310897
2011,nc,PUBWEL,billions of us dollars (USD),11.619455
2011,nc,HOSPTL,billions of us dollars (USD),1.62161
2011,nc,HEALTH,billions of us dollars (USD),1.567085
2011,nc,HGHWAY,billions of us dollars (USD),3.432887
2011,nc,POLICE,billions of us dollars (USD),0.534773
2011,nc,CORREC,billions of us dollars (USD),1.422868
2011,nc,NATRES,billions of us dollars (USD),0.62307
2011,nc,PARKRC,billions of us dollars (USD),0.211317
2011,nc,GOVADM,billions of us dollars (USD),1.145911
2011,nc,INTGEN,billions of us dollars (USD),0.570443
2011,nc,OTHUNA,billions of us dollars (USD),2.274793
2011,nc,UTLEXP,billions of us dollars (USD),0.048426
2011,nc,LIQEXP,billions of us dollars (USD),0.0
2011,nc,INSEXP,billions of us dollars (USD),8.70521
2011,nc,DEBTFY,billions of us dollars (USD),18.556175
2011,nc,CASHSH,billions of us dollars (USD),92.829878
2011,nd,TOTREV,billions of us dollars (USD),7.805674
2011,nd,GENREV,billions of us dollars (USD),6.683088
2011,nd,INTREV,billions of us dollars (USD),1.737078
2011,nd,TAXREV,billions of us dollars (USD),3.822347
2011,nd,GSALES,billions of us dollars (USD),0.776378
2011,nd,SSALES,billions of us dollars (USD),0.392807
2011,nd,LICTAX,billions of us dollars (USD),0.173298
2011,nd,INDTAX,billions of us dollars (USD),0.433116
2011,nd,CORTAX,billions of us dollars (USD),0.16064
2011,nd,OTHTAX,billions of us dollars (USD),1.886108
2011,nd,CURCHG,billions of us dollars (USD),0.742377
2011,nd,MSCREV,billions of us dollars (USD),0.381286
2011,nd,UTLREV,billions of us dollars (USD),0.0
2011,nd,LIQREV,billions of us dollars (USD),0.0
2011,nd,INSREV,billions of us dollars (USD),1.122586
2011,nd,TOTEXP,billions of us dollars (USD),5.515725
2011,nd,INTEXP,billions of us dollars (USD),1.300989
2011,nd,CUROPR,billions of us dollars (USD),2.858305
2011,nd,CAPOUT,billions of us dollars (USD),0.607335
2011,nd,INSBEN,billions of us dollars (USD),0.483268
2011,nd,SUBSID,billions of us dollars (USD),0.164512
2011,nd,INTRST,billions of us dollars (USD),0.101316
2011,nd,SALARY,billions of us dollars (USD),1.027011
2011,nd,GENEXP,billions of us dollars (USD),5.032457
2011,nd,EDUCAT,billions of us dollars (USD),1.780864
2011,nd,PUBWEL,billions of us dollars (USD),0.913375
2011,nd,HOSPTL,billions of us dollars (USD),0.066515
2011,nd,HEALTH,billions of us dollars (USD),0.109839
2011,nd,HGHWAY,billions of us dollars (USD),0.716704
2011,nd,POLICE,billions of us dollars (USD),0.030815
2011,nd,CORREC,billions of us dollars (USD),0.088475
2011,nd,NATRES,billions of us dollars (USD),0.261833
2011,nd,PARKRC,billions of us dollars (USD),0.022899
2011,nd,GOVADM,billions of us dollars (USD),0.159562
2011,nd,INTGEN,billions of us dollars (USD),0.101316
2011,nd,OTHUNA,billions of us dollars (USD),0.78026
2011,nd,UTLEXP,billions of us dollars (USD),0.0
2011,nd,LIQEXP,billions of us dollars (USD),0.0
2011,nd,INSEXP,billions of us dollars (USD),0.483268
2011,nd,DEBTFY,billions of us dollars (USD),2.060516
2011,nd,CASHSH,billions of us dollars (USD),15.671779
2011,oh,TOTREV,billions of us dollars (USD),97.037604
2011,oh,GENREV,billions of us dollars (USD),62.004987
2011,oh,INTREV,billions of us dollars (USD),24.32703
2011,oh,TAXREV,billions of us dollars (USD),25.018133
2011,oh,GSALES,billions of us dollars (USD),7.767709
2011,oh,SSALES,billions of us dollars (USD),4.823542
2011,oh,LICTAX,billions of us dollars (USD),3.286317
2011,oh,INDTAX,billions of us dollars (USD),8.820082
2011,oh,CORTAX,billions of us dollars (USD),0.237205
2011,oh,OTHTAX,billions of us dollars (USD),0.083278
2011,oh,CURCHG,billions of us dollars (USD),8.256125
2011,oh,MSCREV,billions of us dollars (USD),4.403699
2011,oh,UTLREV,billions of us dollars (USD),0.0
2011,oh,LIQREV,billions of us dollars (USD),0.808533
2011,oh,INSREV,billions of us dollars (USD),34.224084
2011,oh,TOTEXP,billions of us dollars (USD),78.517498
2011,oh,INTEXP,billions of us dollars (USD),18.488325
2011,oh,CUROPR,billions of us dollars (USD),34.088053
2011,oh,CAPOUT,billions of us dollars (USD),4.34061
2011,oh,INSBEN,billions of us dollars (USD),17.790973
2011,oh,SUBSID,billions of us dollars (USD),2.485106
2011,oh,INTRST,billions of us dollars (USD),1.324431
2011,oh,SALARY,billions of us dollars (USD),8.896903
2011,oh,GENEXP,billions of us dollars (USD),60.229276
2011,oh,EDUCAT,billions of us dollars (USD),22.408315
2011,oh,PUBWEL,billions of us dollars (USD),18.42196
2011,oh,HOSPTL,billions of us dollars (USD),2.660362
2011,oh,HEALTH,billions of us dollars (USD),2.48178
2011,oh,HGHWAY,billions of us dollars (USD),3.493885
2011,oh,POLICE,billions of us dollars (USD),0.292834
2011,oh,CORREC,billions of us dollars (USD),1.625282
2011,oh,NATRES,billions of us dollars (USD),0.423554
2011,oh,PARKRC,billions of us dollars (USD),0.091288
2011,oh,GOVADM,billions of us dollars (USD),1.832782
2011,oh,INTGEN,billions of us dollars (USD),1.324431
2011,oh,OTHUNA,billions of us dollars (USD),5.172803
2011,oh,UTLEXP,billions of us dollars (USD),0.0
2011,oh,LIQEXP,billions of us dollars (USD),0.497249
2011,oh,INSEXP,billions of us dollars (USD),17.790973
2011,oh,DEBTFY,billions of us dollars (USD),32.231133
2011,oh,CASHSH,billions of us dollars (USD),199.834494
2011,ok,TOTREV,billions of us dollars (USD),26.380631
2011,ok,GENREV,billions of us dollars (USD),20.345328
2011,ok,INTREV,billions of us dollars (USD),8.019599
2011,ok,TAXREV,billions of us dollars (USD),7.776146
2011,ok,GSALES,billions of us dollars (USD),2.177458
2011,ok,SSALES,billions of us dollars (USD),1.067059
2011,ok,LICTAX,billions of us dollars (USD),0.945046
2011,ok,INDTAX,billions of us dollars (USD),2.385413
2011,ok,CORTAX,billions of us dollars (USD),0.353972
2011,ok,OTHTAX,billions of us dollars (USD),0.847198
2011,ok,CURCHG,billions of us dollars (USD),2.560148
2011,ok,MSCREV,billions of us dollars (USD),1.989435
2011,ok,UTLREV,billions of us dollars (USD),0.572875
2011,ok,LIQREV,billions of us dollars (USD),0.0
2011,ok,INSREV,billions of us dollars (USD),5.462428
2011,ok,TOTEXP,billions of us dollars (USD),22.523491
2011,ok,INTEXP,billions of us dollars (USD),4.477819
2011,ok,CUROPR,billions of us dollars (USD),12.222842
2011,ok,CAPOUT,billions of us dollars (USD),2.096766
2011,ok,INSBEN,billions of us dollars (USD),2.796785
2011,ok,SUBSID,billions of us dollars (USD),0.421159
2011,ok,INTRST,billions of us dollars (USD),0.50812
2011,ok,SALARY,billions of us dollars (USD),3.030813
2011,ok,GENEXP,billions of us dollars (USD),19.157482
2011,ok,EDUCAT,billions of us dollars (USD),7.491074
2011,ok,PUBWEL,billions of us dollars (USD),5.456745
2011,ok,HOSPTL,billions of us dollars (USD),0.283449
2011,ok,HEALTH,billions of us dollars (USD),0.80404
2011,ok,HGHWAY,billions of us dollars (USD),2.048578
2011,ok,POLICE,billions of us dollars (USD),0.217134
2011,ok,CORREC,billions of us dollars (USD),0.530853
2011,ok,NATRES,billions of us dollars (USD),0.221443
2011,ok,PARKRC,billions of us dollars (USD),0.096949
2011,ok,GOVADM,billions of us dollars (USD),0.589564
2011,ok,INTGEN,billions of us dollars (USD),0.433193
2011,ok,OTHUNA,billions of us dollars (USD),0.98446
2011,ok,UTLEXP,billions of us dollars (USD),0.569224
2011,ok,LIQEXP,billions of us dollars (USD),0.0
2011,ok,INSEXP,billions of us dollars (USD),2.796785
2011,ok,DEBTFY,billions of us dollars (USD),10.254716
2011,ok,CASHSH,billions of us dollars (USD),37.423346
2011,or,TOTREV,billions of us dollars (USD),34.790831
2011,or,GENREV,billions of us dollars (USD),20.816826
2011,or,INTREV,billions of us dollars (USD),7.613891
2011,or,TAXREV,billions of us dollars (USD),8.118729
2011,or,GSALES,billions of us dollars (USD),0.0
2011,or,SSALES,billions of us dollars (USD),1.097023
2011,or,LICTAX,billions of us dollars (USD),0.946658
2011,or,INDTAX,billions of us dollars (USD),5.493119
2011,or,CORTAX,billions of us dollars (USD),0.468606
2011,or,OTHTAX,billions of us dollars (USD),0.113323
2011,or,CURCHG,billions of us dollars (USD),3.351086
2011,or,MSCREV,billions of us dollars (USD),1.73312
2011,or,UTLREV,billions of us dollars (USD),0.000296
2011,or,LIQREV,billions of us dollars (USD),0.438533
2011,or,INSREV,billions of us dollars (USD),13.535176
2011,or,TOTEXP,billions of us dollars (USD),27.327654
2011,or,INTEXP,billions of us dollars (USD),5.774682
2011,or,CUROPR,billions of us dollars (USD),13.138499
2011,or,CAPOUT,billions of us dollars (USD),1.469318
2011,or,INSBEN,billions of us dollars (USD),5.992007
2011,or,SUBSID,billions of us dollars (USD),0.508046
2011,or,INTRST,billions of us dollars (USD),0.445102
2011,or,SALARY,billions of us dollars (USD),4.499507
2011,or,GENEXP,billions of us dollars (USD),21.102609
2011,or,EDUCAT,billions of us dollars (USD),7.102058
2011,or,PUBWEL,billions of us dollars (USD),6.040817
2011,or,HOSPTL,billions of us dollars (USD),1.62938
2011,or,HEALTH,billions of us dollars (USD),0.495366
2011,or,HGHWAY,billions of us dollars (USD),1.671863
2011,or,POLICE,billions of us dollars (USD),0.159675
2011,or,CORREC,billions of us dollars (USD),0.711895
2011,or,NATRES,billions of us dollars (USD),0.448604
2011,or,PARKRC,billions of us dollars (USD),0.097066
2011,or,GOVADM,billions of us dollars (USD),0.787527
2011,or,INTGEN,billions of us dollars (USD),0.445102
2011,or,OTHUNA,billions of us dollars (USD),1.513256
2011,or,UTLEXP,billions of us dollars (USD),0.018397
2011,or,LIQEXP,billions of us dollars (USD),0.214641
2011,or,INSEXP,billions of us dollars (USD),5.992007
2011,or,DEBTFY,billions of us dollars (USD),14.308605
2011,or,CASHSH,billions of us dollars (USD),72.259484
2011,pa,TOTREV,billions of us dollars (USD),90.892647
2011,pa,GENREV,billions of us dollars (USD),69.49928
2011,pa,INTREV,billions of us dollars (USD),23.842639
2011,pa,TAXREV,billions of us dollars (USD),32.352286
2011,pa,GSALES,billions of us dollars (USD),8.951757
2011,pa,SSALES,billions of us dollars (USD),7.832017
2011,pa,LICTAX,billions of us dollars (USD),2.57802
2011,pa,INDTAX,billions of us dollars (USD),9.831427
2011,pa,CORTAX,billions of us dollars (USD),1.978061
2011,pa,OTHTAX,billions of us dollars (USD),1.181004
2011,pa,CURCHG,billions of us dollars (USD),8.622614
2011,pa,MSCREV,billions of us dollars (USD),4.681741
2011,pa,UTLREV,billions of us dollars (USD),0.0
2011,pa,LIQREV,billions of us dollars (USD),1.571223
2011,pa,INSREV,billions of us dollars (USD),19.822144
2011,pa,TOTEXP,billions of us dollars (USD),90.791525
2011,pa,INTEXP,billions of us dollars (USD),19.944576
2011,pa,CUROPR,billions of us dollars (USD),43.76225
2011,pa,CAPOUT,billions of us dollars (USD),7.291907
2011,pa,INSBEN,billions of us dollars (USD),15.844146
2011,pa,SUBSID,billions of us dollars (USD),2.14687
2011,pa,INTRST,billions of us dollars (USD),1.801776
2011,pa,SALARY,billions of us dollars (USD),8.197573
2011,pa,GENEXP,billions of us dollars (USD),73.457932
2011,pa,EDUCAT,billions of us dollars (USD),22.849414
2011,pa,PUBWEL,billions of us dollars (USD),23.707455
2011,pa,HOSPTL,billions of us dollars (USD),3.530943
2011,pa,HEALTH,billions of us dollars (USD),2.759144
2011,pa,HGHWAY,billions of us dollars (USD),7.790203
2011,pa,POLICE,billions of us dollars (USD),0.884062
2011,pa,CORREC,billions of us dollars (USD),1.910065
2011,pa,NATRES,billions of us dollars (USD),0.663182
2011,pa,PARKRC,billions of us dollars (USD),0.306043
2011,pa,GOVADM,billions of us dollars (USD),2.95652
2011,pa,INTGEN,billions of us dollars (USD),1.801776
2011,pa,OTHUNA,billions of us dollars (USD),4.299125
2011,pa,UTLEXP,billions of us dollars (USD),0.0
2011,pa,LIQEXP,billions of us dollars (USD),1.489447
2011,pa,INSEXP,billions of us dollars (USD),15.844146
2011,pa,DEBTFY,billions of us dollars (USD),45.267281
2011,pa,CASHSH,billions of us dollars (USD),121.113613
2011,ri,TOTREV,billions of us dollars (USD),9.361245
2011,ri,GENREV,billions of us dollars (USD),7.116041
2011,ri,INTREV,billions of us dollars (USD),2.731772
2011,ri,TAXREV,billions of us dollars (USD),2.713283
2011,ri,GSALES,billions of us dollars (USD),0.812824
2011,ri,SSALES,billions of us dollars (USD),0.625064
2011,ri,LICTAX,billions of us dollars (USD),0.093261
2011,ri,INDTAX,billions of us dollars (USD),1.025584
2011,ri,CORTAX,billions of us dollars (USD),0.130644
2011,ri,OTHTAX,billions of us dollars (USD),0.025906
2011,ri,CURCHG,billions of us dollars (USD),0.793659
2011,ri,MSCREV,billions of us dollars (USD),0.877327
