yr,r,ec,units,value
1997,tn,CASHSH,billions of us dollars (USD),22.631753
1997,tx,TOTREV,billions of us dollars (USD),63.864034
1997,tx,GENREV,billions of us dollars (USD),45.546186
1997,tx,INTREV,billions of us dollars (USD),13.800422
1997,tx,TAXREV,billions of us dollars (USD),23.024628
1997,tx,GSALES,billions of us dollars (USD),11.361888
1997,tx,SSALES,billions of us dollars (USD),7.042103
1997,tx,LICTAX,billions of us dollars (USD),3.265491
1997,tx,INDTAX,billions of us dollars (USD),0.0
1997,tx,CORTAX,billions of us dollars (USD),0.0
1997,tx,OTHTAX,billions of us dollars (USD),1.355146
1997,tx,CURCHG,billions of us dollars (USD),3.814664
1997,tx,MSCREV,billions of us dollars (USD),4.906472
1997,tx,UTLREV,billions of us dollars (USD),0.0
1997,tx,LIQREV,billions of us dollars (USD),0.0
1997,tx,INSREV,billions of us dollars (USD),18.317848
1997,tx,TOTEXP,billions of us dollars (USD),48.88737
1997,tx,INTEXP,billions of us dollars (USD),12.805943
1997,tx,CUROPR,billions of us dollars (USD),25.788698
1997,tx,CAPOUT,billions of us dollars (USD),3.151034
1997,tx,INSBEN,billions of us dollars (USD),4.762969
1997,tx,SUBSID,billions of us dollars (USD),1.535654
1997,tx,INTRST,billions of us dollars (USD),0.843072
1997,tx,SALARY,billions of us dollars (USD),6.508824
1997,tx,GENEXP,billions of us dollars (USD),44.124401
1997,tx,EDUCAT,billions of us dollars (USD),18.303434
1997,tx,PUBWEL,billions of us dollars (USD),11.524742
1997,tx,HOSPTL,billions of us dollars (USD),1.961616
1997,tx,HEALTH,billions of us dollars (USD),1.331742
1997,tx,HGHWAY,billions of us dollars (USD),3.290971
1997,tx,POLICE,billions of us dollars (USD),0.293623
1997,tx,CORREC,billions of us dollars (USD),2.252637
1997,tx,NATRES,billions of us dollars (USD),0.57159
1997,tx,PARKRC,billions of us dollars (USD),0.067392
1997,tx,GOVADM,billions of us dollars (USD),1.238556
1997,tx,INTGEN,billions of us dollars (USD),0.843072
1997,tx,OTHUNA,billions of us dollars (USD),2.445026
1997,tx,UTLEXP,billions of us dollars (USD),0.0
1997,tx,LIQEXP,billions of us dollars (USD),0.0
1997,tx,INSEXP,billions of us dollars (USD),4.762969
1997,tx,DEBTFY,billions of us dollars (USD),12.461867
1997,tx,CASHSH,billions of us dollars (USD),121.587189
1997,ut,TOTREV,billions of us dollars (USD),7.723664
1997,ut,GENREV,billions of us dollars (USD),5.90301
1997,ut,INTREV,billions of us dollars (USD),1.592311
1997,ut,TAXREV,billions of us dollars (USD),3.010696
1997,ut,GSALES,billions of us dollars (USD),1.265084
1997,ut,SSALES,billions of us dollars (USD),0.314685
1997,ut,LICTAX,billions of us dollars (USD),0.090381
1997,ut,INDTAX,billions of us dollars (USD),1.127712
1997,ut,CORTAX,billions of us dollars (USD),0.177415
1997,ut,OTHTAX,billions of us dollars (USD),0.035419
1997,ut,CURCHG,billions of us dollars (USD),0.891602
1997,ut,MSCREV,billions of us dollars (USD),0.408401
1997,ut,UTLREV,billions of us dollars (USD),0.0
1997,ut,LIQREV,billions of us dollars (USD),0.095937
1997,ut,INSREV,billions of us dollars (USD),1.724717
1997,ut,TOTEXP,billions of us dollars (USD),6.81775
1997,ut,INTEXP,billions of us dollars (USD),1.673127
1997,ut,CUROPR,billions of us dollars (USD),3.57429
1997,ut,CAPOUT,billions of us dollars (USD),0.815931
1997,ut,INSBEN,billions of us dollars (USD),0.460768
1997,ut,SUBSID,billions of us dollars (USD),0.163936
1997,ut,INTRST,billions of us dollars (USD),0.129698
1997,ut,SALARY,billions of us dollars (USD),1.377198
1997,ut,GENEXP,billions of us dollars (USD),6.285397
1997,ut,EDUCAT,billions of us dollars (USD),3.025148
1997,ut,PUBWEL,billions of us dollars (USD),0.989944
1997,ut,HOSPTL,billions of us dollars (USD),0.319921
1997,ut,HEALTH,billions of us dollars (USD),0.172481
1997,ut,HGHWAY,billions of us dollars (USD),0.583568
1997,ut,POLICE,billions of us dollars (USD),0.057567
1997,ut,CORREC,billions of us dollars (USD),0.175358
1997,ut,NATRES,billions of us dollars (USD),0.166595
1997,ut,PARKRC,billions of us dollars (USD),0.031119
1997,ut,GOVADM,billions of us dollars (USD),0.295795
1997,ut,INTGEN,billions of us dollars (USD),0.129698
1997,ut,OTHUNA,billions of us dollars (USD),0.338203
1997,ut,UTLEXP,billions of us dollars (USD),0.0
1997,ut,LIQEXP,billions of us dollars (USD),0.071585
1997,ut,INSEXP,billions of us dollars (USD),0.460768
1997,ut,DEBTFY,billions of us dollars (USD),2.45073
1997,ut,CASHSH,billions of us dollars (USD),12.537573
1997,vt,TOTREV,billions of us dollars (USD),2.369972
1997,vt,GENREV,billions of us dollars (USD),2.052541
1997,vt,INTREV,billions of us dollars (USD),0.666942
1997,vt,TAXREV,billions of us dollars (USD),0.899161
1997,vt,GSALES,billions of us dollars (USD),0.183836
1997,vt,SSALES,billions of us dollars (USD),0.225431
1997,vt,LICTAX,billions of us dollars (USD),0.067621
1997,vt,INDTAX,billions of us dollars (USD),0.32314
1997,vt,CORTAX,billions of us dollars (USD),0.045327
1997,vt,OTHTAX,billions of us dollars (USD),0.053806
1997,vt,CURCHG,billions of us dollars (USD),0.296827
1997,vt,MSCREV,billions of us dollars (USD),0.189611
1997,vt,UTLREV,billions of us dollars (USD),0.0
1997,vt,LIQREV,billions of us dollars (USD),0.027466
1997,vt,INSREV,billions of us dollars (USD),0.289965
1997,vt,TOTEXP,billions of us dollars (USD),2.123269
1997,vt,INTEXP,billions of us dollars (USD),0.312333
1997,vt,CUROPR,billions of us dollars (USD),1.373997
1997,vt,CAPOUT,billions of us dollars (USD),0.109952
1997,vt,INSBEN,billions of us dollars (USD),0.124882
1997,vt,SUBSID,billions of us dollars (USD),0.09037
1997,vt,INTRST,billions of us dollars (USD),0.111735
1997,vt,SALARY,billions of us dollars (USD),0.408859
1997,vt,GENEXP,billions of us dollars (USD),1.97074
1997,vt,EDUCAT,billions of us dollars (USD),0.644872
1997,vt,PUBWEL,billions of us dollars (USD),0.522923
1997,vt,HOSPTL,billions of us dollars (USD),0.008714
1997,vt,HEALTH,billions of us dollars (USD),0.049852
1997,vt,HGHWAY,billions of us dollars (USD),0.190741
1997,vt,POLICE,billions of us dollars (USD),0.030086
1997,vt,CORREC,billions of us dollars (USD),0.043703
1997,vt,NATRES,billions of us dollars (USD),0.062352
1997,vt,PARKRC,billions of us dollars (USD),0.012005
1997,vt,GOVADM,billions of us dollars (USD),0.115562
1997,vt,INTGEN,billions of us dollars (USD),0.111735
1997,vt,OTHUNA,billions of us dollars (USD),0.178195
1997,vt,UTLEXP,billions of us dollars (USD),0.001191
1997,vt,LIQEXP,billions of us dollars (USD),0.026456
1997,vt,INSEXP,billions of us dollars (USD),0.124882
1997,vt,DEBTFY,billions of us dollars (USD),2.037435
1997,vt,CASHSH,billions of us dollars (USD),3.671949
1997,va,TOTREV,billions of us dollars (USD),24.322031
1997,va,GENREV,billions of us dollars (USD),18.089498
1997,va,INTREV,billions of us dollars (USD),3.544685
1997,va,TAXREV,billions of us dollars (USD),9.627591
1997,va,GSALES,billions of us dollars (USD),2.118945
1997,va,SSALES,billions of us dollars (USD),1.647597
1997,va,LICTAX,billions of us dollars (USD),0.430751
1997,va,INDTAX,billions of us dollars (USD),4.727791
1997,va,CORTAX,billions of us dollars (USD),0.425154
1997,va,OTHTAX,billions of us dollars (USD),0.277353
1997,va,CURCHG,billions of us dollars (USD),2.805169
1997,va,MSCREV,billions of us dollars (USD),2.112053
1997,va,UTLREV,billions of us dollars (USD),0.0
1997,va,LIQREV,billions of us dollars (USD),0.257863
1997,va,INSREV,billions of us dollars (USD),5.97467
1997,va,TOTEXP,billions of us dollars (USD),19.286506
1997,va,INTEXP,billions of us dollars (USD),5.337239
1997,va,CUROPR,billions of us dollars (USD),9.811241
1997,va,CAPOUT,billions of us dollars (USD),1.592604
1997,va,INSBEN,billions of us dollars (USD),1.249134
1997,va,SUBSID,billions of us dollars (USD),0.697621
1997,va,INTRST,billions of us dollars (USD),0.598667
1997,va,SALARY,billions of us dollars (USD),3.471333
1997,va,GENEXP,billions of us dollars (USD),17.806854
1997,va,EDUCAT,billions of us dollars (USD),7.047584
1997,va,PUBWEL,billions of us dollars (USD),3.233825
1997,va,HOSPTL,billions of us dollars (USD),1.163248
1997,va,HEALTH,billions of us dollars (USD),0.540595
1997,va,HGHWAY,billions of us dollars (USD),2.14043
1997,va,POLICE,billions of us dollars (USD),0.32605
1997,va,CORREC,billions of us dollars (USD),0.823949
1997,va,NATRES,billions of us dollars (USD),0.140872
1997,va,PARKRC,billions of us dollars (USD),0.050675
1997,va,GOVADM,billions of us dollars (USD),0.775659
1997,va,INTGEN,billions of us dollars (USD),0.598667
1997,va,OTHUNA,billions of us dollars (USD),0.9653
1997,va,UTLEXP,billions of us dollars (USD),0.003469
1997,va,LIQEXP,billions of us dollars (USD),0.227049
1997,va,INSEXP,billions of us dollars (USD),1.249134
1997,va,DEBTFY,billions of us dollars (USD),9.94087
1997,va,CASHSH,billions of us dollars (USD),42.854897
1997,wa,TOTREV,billions of us dollars (USD),26.841468
1997,wa,GENREV,billions of us dollars (USD),18.212938
1997,wa,INTREV,billions of us dollars (USD),4.1123
1997,wa,TAXREV,billions of us dollars (USD),11.202296
1997,wa,GSALES,billions of us dollars (USD),6.572213
1997,wa,SSALES,billions of us dollars (USD),1.717118
1997,wa,LICTAX,billions of us dollars (USD),0.509656
1997,wa,INDTAX,billions of us dollars (USD),0.0
1997,wa,CORTAX,billions of us dollars (USD),0.0
1997,wa,OTHTAX,billions of us dollars (USD),2.403309
1997,wa,CURCHG,billions of us dollars (USD),1.810357
1997,wa,MSCREV,billions of us dollars (USD),1.087985
1997,wa,UTLREV,billions of us dollars (USD),0.0
1997,wa,LIQREV,billions of us dollars (USD),0.271001
1997,wa,INSREV,billions of us dollars (USD),8.357529
1997,wa,TOTEXP,billions of us dollars (USD),22.206885
1997,wa,INTEXP,billions of us dollars (USD),5.681708
1997,wa,CUROPR,billions of us dollars (USD),10.076673
1997,wa,CAPOUT,billions of us dollars (USD),1.871716
1997,wa,INSBEN,billions of us dollars (USD),3.173887
1997,wa,SUBSID,billions of us dollars (USD),0.866745
1997,wa,INTRST,billions of us dollars (USD),0.536156
1997,wa,SALARY,billions of us dollars (USD),3.633267
1997,wa,GENEXP,billions of us dollars (USD),18.802561
1997,wa,EDUCAT,billions of us dollars (USD),7.803155
1997,wa,PUBWEL,billions of us dollars (USD),4.059165
1997,wa,HOSPTL,billions of us dollars (USD),0.564674
1997,wa,HEALTH,billions of us dollars (USD),1.009328
1997,wa,HGHWAY,billions of us dollars (USD),1.55822
1997,wa,POLICE,billions of us dollars (USD),0.202081
1997,wa,CORREC,billions of us dollars (USD),0.562335
1997,wa,NATRES,billions of us dollars (USD),0.464108
1997,wa,PARKRC,billions of us dollars (USD),0.07309
1997,wa,GOVADM,billions of us dollars (USD),0.451438
1997,wa,INTGEN,billions of us dollars (USD),0.536156
1997,wa,OTHUNA,billions of us dollars (USD),1.518811
1997,wa,UTLEXP,billions of us dollars (USD),0.0
1997,wa,LIQEXP,billions of us dollars (USD),0.230437
1997,wa,INSEXP,billions of us dollars (USD),3.173887
1997,wa,DEBTFY,billions of us dollars (USD),9.493472
1997,wa,CASHSH,billions of us dollars (USD),47.229933
1997,wv,TOTREV,billions of us dollars (USD),7.466718
1997,wv,GENREV,billions of us dollars (USD),6.0382
1997,wv,INTREV,billions of us dollars (USD),2.040033
1997,wv,TAXREV,billions of us dollars (USD),2.905947
1997,wv,GSALES,billions of us dollars (USD),0.831239
1997,wv,SSALES,billions of us dollars (USD),0.683435
1997,wv,LICTAX,billions of us dollars (USD),0.151441
1997,wv,INDTAX,billions of us dollars (USD),0.78619
1997,wv,CORTAX,billions of us dollars (USD),0.25123
1997,wv,OTHTAX,billions of us dollars (USD),0.202412
1997,wv,CURCHG,billions of us dollars (USD),0.594857
1997,wv,MSCREV,billions of us dollars (USD),0.497363
1997,wv,UTLREV,billions of us dollars (USD),0.000462
1997,wv,LIQREV,billions of us dollars (USD),0.046577
1997,wv,INSREV,billions of us dollars (USD),1.381479
1997,wv,TOTEXP,billions of us dollars (USD),7.145479
1997,wv,INTEXP,billions of us dollars (USD),1.625623
1997,wv,CUROPR,billions of us dollars (USD),3.639386
1997,wv,CAPOUT,billions of us dollars (USD),0.60221
1997,wv,INSBEN,billions of us dollars (USD),1.002663
1997,wv,SUBSID,billions of us dollars (USD),0.09655
1997,wv,INTRST,billions of us dollars (USD),0.179047
1997,wv,SALARY,billions of us dollars (USD),0.905
1997,wv,GENEXP,billions of us dollars (USD),6.098674
1997,wv,EDUCAT,billions of us dollars (USD),2.386272
1997,wv,PUBWEL,billions of us dollars (USD),1.603186
1997,wv,HOSPTL,billions of us dollars (USD),0.082939
1997,wv,HEALTH,billions of us dollars (USD),0.134349
1997,wv,HGHWAY,billions of us dollars (USD),0.782897
1997,wv,POLICE,billions of us dollars (USD),0.04103
1997,wv,CORREC,billions of us dollars (USD),0.094905
1997,wv,NATRES,billions of us dollars (USD),0.145098
1997,wv,PARKRC,billions of us dollars (USD),0.047163
1997,wv,GOVADM,billions of us dollars (USD),0.266899
1997,wv,INTGEN,billions of us dollars (USD),0.179047
1997,wv,OTHUNA,billions of us dollars (USD),0.334889
1997,wv,UTLEXP,billions of us dollars (USD),0.004241
1997,wv,LIQEXP,billions of us dollars (USD),0.039901
1997,wv,INSEXP,billions of us dollars (USD),1.002663
1997,wv,DEBTFY,billions of us dollars (USD),3.039506
1997,wv,CASHSH,billions of us dollars (USD),7.478216
1997,wi,TOTREV,billions of us dollars (USD),23.858753
1997,wi,GENREV,billions of us dollars (USD),16.916226
1997,wi,INTREV,billions of us dollars (USD),3.903851
1997,wi,TAXREV,billions of us dollars (USD),10.186768
1997,wi,GSALES,billions of us dollars (USD),2.864982
1997,wi,SSALES,billions of us dollars (USD),1.366283
1997,wi,LICTAX,billions of us dollars (USD),0.614352
1997,wi,INDTAX,billions of us dollars (USD),4.538218
1997,wi,CORTAX,billions of us dollars (USD),0.638975
1997,wi,OTHTAX,billions of us dollars (USD),0.163958
1997,wi,CURCHG,billions of us dollars (USD),1.631442
1997,wi,MSCREV,billions of us dollars (USD),1.194165
1997,wi,UTLREV,billions of us dollars (USD),0.0
1997,wi,LIQREV,billions of us dollars (USD),0.0
1997,wi,INSREV,billions of us dollars (USD),6.942527
1997,wi,TOTEXP,billions of us dollars (USD),18.199533
1997,wi,INTEXP,billions of us dollars (USD),6.993213
1997,wi,CUROPR,billions of us dollars (USD),7.133735
1997,wi,CAPOUT,billions of us dollars (USD),1.063181
1997,wi,INSBEN,billions of us dollars (USD),1.970797
1997,wi,SUBSID,billions of us dollars (USD),0.454575
1997,wi,INTRST,billions of us dollars (USD),0.584032
1997,wi,SALARY,billions of us dollars (USD),2.331572
1997,wi,GENEXP,billions of us dollars (USD),16.228736
1997,wi,EDUCAT,billions of us dollars (USD),6.285567
1997,wi,PUBWEL,billions of us dollars (USD),3.223178
1997,wi,HOSPTL,billions of us dollars (USD),0.446159
1997,wi,HEALTH,billions of us dollars (USD),0.497319
1997,wi,HGHWAY,billions of us dollars (USD),1.276706
1997,wi,POLICE,billions of us dollars (USD),0.059168
1997,wi,CORREC,billions of us dollars (USD),0.573642
1997,wi,NATRES,billions of us dollars (USD),0.298185
1997,wi,PARKRC,billions of us dollars (USD),0.057031
1997,wi,GOVADM,billions of us dollars (USD),0.478136
1997,wi,INTGEN,billions of us dollars (USD),0.584032
1997,wi,OTHUNA,billions of us dollars (USD),2.449613
1997,wi,UTLEXP,billions of us dollars (USD),0.0
1997,wi,LIQEXP,billions of us dollars (USD),0.0
1997,wi,INSEXP,billions of us dollars (USD),1.970797
1997,wi,DEBTFY,billions of us dollars (USD),9.831858
1997,wi,CASHSH,billions of us dollars (USD),53.025998
1997,wy,TOTREV,billions of us dollars (USD),2.559063
1997,wy,GENREV,billions of us dollars (USD),2.095423
1997,wy,INTREV,billions of us dollars (USD),0.851332
1997,wy,TAXREV,billions of us dollars (USD),0.66235
1997,wy,GSALES,billions of us dollars (USD),0.214815
1997,wy,SSALES,billions of us dollars (USD),0.066991
1997,wy,LICTAX,billions of us dollars (USD),0.078055
1997,wy,INDTAX,billions of us dollars (USD),0.0
1997,wy,CORTAX,billions of us dollars (USD),0.0
1997,wy,OTHTAX,billions of us dollars (USD),0.302489
1997,wy,CURCHG,billions of us dollars (USD),0.102738
1997,wy,MSCREV,billions of us dollars (USD),0.479003
1997,wy,UTLREV,billions of us dollars (USD),0.0
1997,wy,LIQREV,billions of us dollars (USD),0.036271
1997,wy,INSREV,billions of us dollars (USD),0.427369
1997,wy,TOTEXP,billions of us dollars (USD),2.126805
1997,wy,INTEXP,billions of us dollars (USD),0.702317
1997,wy,CUROPR,billions of us dollars (USD),0.836648
1997,wy,CAPOUT,billions of us dollars (USD),0.278358
1997,wy,INSBEN,billions of us dollars (USD),0.218816
1997,wy,SUBSID,billions of us dollars (USD),0.033695
1997,wy,INTRST,billions of us dollars (USD),0.056971
1997,wy,SALARY,billions of us dollars (USD),0.324058
1997,wy,GENEXP,billions of us dollars (USD),1.877294
1997,wy,EDUCAT,billions of us dollars (USD),0.637411
1997,wy,PUBWEL,billions of us dollars (USD),0.259445
1997,wy,HOSPTL,billions of us dollars (USD),0.028416
1997,wy,HEALTH,billions of us dollars (USD),0.073897
1997,wy,HGHWAY,billions of us dollars (USD),0.289311
1997,wy,POLICE,billions of us dollars (USD),0.013759
1997,wy,CORREC,billions of us dollars (USD),0.037367
1997,wy,NATRES,billions of us dollars (USD),0.123361
1997,wy,PARKRC,billions of us dollars (USD),0.018121
1997,wy,GOVADM,billions of us dollars (USD),0.088275
1997,wy,INTGEN,billions of us dollars (USD),0.056971
1997,wy,OTHUNA,billions of us dollars (USD),0.25096
1997,wy,UTLEXP,billions of us dollars (USD),0.0
1997,wy,LIQEXP,billions of us dollars (USD),0.030695
1997,wy,INSEXP,billions of us dollars (USD),0.218816
1997,wy,DEBTFY,billions of us dollars (USD),0.871948
1997,wy,CASHSH,billions of us dollars (USD),6.955103
1998,al,TOTREV,billions of us dollars (USD),14.843951
1998,al,GENREV,billions of us dollars (USD),12.43341
1998,al,INTREV,billions of us dollars (USD),4.021037
1998,al,TAXREV,billions of us dollars (USD),5.739128
1998,al,GSALES,billions of us dollars (USD),1.57065
1998,al,SSALES,billions of us dollars (USD),1.42293
1998,al,LICTAX,billions of us dollars (USD),0.434433
1998,al,INDTAX,billions of us dollars (USD),1.793561
1998,al,CORTAX,billions of us dollars (USD),0.248803
1998,al,OTHTAX,billions of us dollars (USD),0.268751
1998,al,CURCHG,billions of us dollars (USD),1.894474
1998,al,MSCREV,billions of us dollars (USD),0.778771
1998,al,UTLREV,billions of us dollars (USD),0.0
1998,al,LIQREV,billions of us dollars (USD),0.141878
1998,al,INSREV,billions of us dollars (USD),2.268663
1998,al,TOTEXP,billions of us dollars (USD),13.728431
1998,al,INTEXP,billions of us dollars (USD),3.419845
1998,al,CUROPR,billions of us dollars (USD),7.575449
1998,al,CAPOUT,billions of us dollars (USD),0.755486
1998,al,INSBEN,billions of us dollars (USD),1.107068
1998,al,SUBSID,billions of us dollars (USD),0.668076
1998,al,INTRST,billions of us dollars (USD),0.202507
1998,al,SALARY,billions of us dollars (USD),2.522557
1998,al,GENEXP,billions of us dollars (USD),12.475614
1998,al,EDUCAT,billions of us dollars (USD),5.362196
1998,al,PUBWEL,billions of us dollars (USD),3.02712
1998,al,HOSPTL,billions of us dollars (USD),0.948312
1998,al,HEALTH,billions of us dollars (USD),0.55498
1998,al,HGHWAY,billions of us dollars (USD),0.88208
1998,al,POLICE,billions of us dollars (USD),0.102178
1998,al,CORREC,billions of us dollars (USD),0.257214
1998,al,NATRES,billions of us dollars (USD),0.180408
1998,al,PARKRC,billions of us dollars (USD),0.020222
1998,al,GOVADM,billions of us dollars (USD),0.318143
1998,al,INTGEN,billions of us dollars (USD),0.202507
1998,al,OTHUNA,billions of us dollars (USD),0.620254
1998,al,UTLEXP,billions of us dollars (USD),0.0
1998,al,LIQEXP,billions of us dollars (USD),0.145749
1998,al,INSEXP,billions of us dollars (USD),1.107068
1998,al,DEBTFY,billions of us dollars (USD),4.166572
1998,al,CASHSH,billions of us dollars (USD),23.466316
1998,ak,TOTREV,billions of us dollars (USD),9.039235
1998,ak,GENREV,billions of us dollars (USD),7.973315
1998,ak,INTREV,billions of us dollars (USD),1.079799
1998,ak,TAXREV,billions of us dollars (USD),1.186237
1998,ak,GSALES,billions of us dollars (USD),0.0
1998,ak,SSALES,billions of us dollars (USD),0.116803
1998,ak,LICTAX,billions of us dollars (USD),0.094334
1998,ak,INDTAX,billions of us dollars (USD),0.0
1998,ak,CORTAX,billions of us dollars (USD),0.275758
1998,ak,OTHTAX,billions of us dollars (USD),0.699342
1998,ak,CURCHG,billions of us dollars (USD),0.305602
1998,ak,MSCREV,billions of us dollars (USD),5.401677
1998,ak,UTLREV,billions of us dollars (USD),0.021862
1998,ak,LIQREV,billions of us dollars (USD),0.0
1998,ak,INSREV,billions of us dollars (USD),1.044058
1998,ak,TOTEXP,billions of us dollars (USD),5.803173
1998,ak,INTEXP,billions of us dollars (USD),0.983153
1998,ak,CUROPR,billions of us dollars (USD),3.486538
1998,ak,CAPOUT,billions of us dollars (USD),0.38231
1998,ak,INSBEN,billions of us dollars (USD),0.54839
1998,ak,SUBSID,billions of us dollars (USD),0.161433
1998,ak,INTRST,billions of us dollars (USD),0.241349
1998,ak,SALARY,billions of us dollars (USD),0.977778
1998,ak,GENEXP,billions of us dollars (USD),5.230194
1998,ak,EDUCAT,billions of us dollars (USD),1.207913
1998,ak,PUBWEL,billions of us dollars (USD),0.758931
1998,ak,HOSPTL,billions of us dollars (USD),0.026311
1998,ak,HEALTH,billions of us dollars (USD),0.161108
1998,ak,HGHWAY,billions of us dollars (USD),0.549996
1998,ak,POLICE,billions of us dollars (USD),0.057963
1998,ak,CORREC,billions of us dollars (USD),0.158809
1998,ak,NATRES,billions of us dollars (USD),0.264689
1998,ak,PARKRC,billions of us dollars (USD),0.016992
1998,ak,GOVADM,billions of us dollars (USD),0.345166
1998,ak,INTGEN,billions of us dollars (USD),0.224744
1998,ak,OTHUNA,billions of us dollars (USD),1.457572
1998,ak,UTLEXP,billions of us dollars (USD),0.024589
1998,ak,LIQEXP,billions of us dollars (USD),0.0
1998,ak,INSEXP,billions of us dollars (USD),0.54839
1998,ak,DEBTFY,billions of us dollars (USD),3.799708
1998,ak,CASHSH,billions of us dollars (USD),41.008373
1998,az,TOTREV,billions of us dollars (USD),16.582495
1998,az,GENREV,billions of us dollars (USD),11.813762
1998,az,INTREV,billions of us dollars (USD),3.329995
1998,az,TAXREV,billions of us dollars (USD),6.94937
1998,az,GSALES,billions of us dollars (USD),3.050111
1998,az,SSALES,billions of us dollars (USD),0.958092
1998,az,LICTAX,billions of us dollars (USD),0.233167
1998,az,INDTAX,billions of us dollars (USD),1.863196
1998,az,CORTAX,billions of us dollars (USD),0.528161
1998,az,OTHTAX,billions of us dollars (USD),0.316643
1998,az,CURCHG,billions of us dollars (USD),0.745626
1998,az,MSCREV,billions of us dollars (USD),0.788771
1998,az,UTLREV,billions of us dollars (USD),0.02055
1998,az,LIQREV,billions of us dollars (USD),0.0
1998,az,INSREV,billions of us dollars (USD),4.748183
1998,az,TOTEXP,billions of us dollars (USD),13.327967
1998,az,INTEXP,billions of us dollars (USD),5.023261
1998,az,CUROPR,billions of us dollars (USD),5.660035
1998,az,CAPOUT,billions of us dollars (USD),0.888544
1998,az,INSBEN,billions of us dollars (USD),1.230712
1998,az,SUBSID,billions of us dollars (USD),0.370625
1998,az,INTRST,billions of us dollars (USD),0.15479
1998,az,SALARY,billions of us dollars (USD),2.280083
1998,az,GENEXP,billions of us dollars (USD),12.069852
1998,az,EDUCAT,billions of us dollars (USD),4.392711
1998,az,PUBWEL,billions of us dollars (USD),2.648198
1998,az,HOSPTL,billions of us dollars (USD),0.062466
1998,az,HEALTH,billions of us dollars (USD),0.656826
1998,az,HGHWAY,billions of us dollars (USD),1.19236
1998,az,POLICE,billions of us dollars (USD),0.134753
1998,az,CORREC,billions of us dollars (USD),0.717458
1998,az,NATRES,billions of us dollars (USD),0.155794
1998,az,PARKRC,billions of us dollars (USD),0.047853
1998,az,GOVADM,billions of us dollars (USD),0.419284
1998,az,INTGEN,billions of us dollars (USD),0.151061
1998,az,OTHUNA,billions of us dollars (USD),1.491088
1998,az,UTLEXP,billions of us dollars (USD),0.027403
1998,az,LIQEXP,billions of us dollars (USD),0.0
1998,az,INSEXP,billions of us dollars (USD),1.230712
1998,az,DEBTFY,billions of us dollars (USD),2.806922
1998,az,CASHSH,billions of us dollars (USD),31.570957
1998,ar,TOTREV,billions of us dollars (USD),9.487169
1998,ar,GENREV,billions of us dollars (USD),7.724459
1998,ar,INTREV,billions of us dollars (USD),2.368339
1998,ar,TAXREV,billions of us dollars (USD),4.056582
1998,ar,GSALES,billions of us dollars (USD),1.513673
1998,ar,SSALES,billions of us dollars (USD),0.588132
1998,ar,LICTAX,billions of us dollars (USD),0.237372
1998,ar,INDTAX,billions of us dollars (USD),1.390304
1998,ar,CORTAX,billions of us dollars (USD),0.25287
1998,ar,OTHTAX,billions of us dollars (USD),0.074231
1998,ar,CURCHG,billions of us dollars (USD),0.816823
1998,ar,MSCREV,billions of us dollars (USD),0.482715
1998,ar,UTLREV,billions of us dollars (USD),0.0
1998,ar,LIQREV,billions of us dollars (USD),0.0
1998,ar,INSREV,billions of us dollars (USD),1.76271
1998,ar,TOTEXP,billions of us dollars (USD),8.103515
1998,ar,INTEXP,billions of us dollars (USD),2.109996
1998,ar,CUROPR,billions of us dollars (USD),4.457537
1998,ar,CAPOUT,billions of us dollars (USD),0.753271
1998,ar,INSBEN,billions of us dollars (USD),0.531447
1998,ar,SUBSID,billions of us dollars (USD),0.127559
1998,ar,INTRST,billions of us dollars (USD),0.123705
1998,ar,SALARY,billions of us dollars (USD),1.543261
1998,ar,GENEXP,billions of us dollars (USD),7.572068
1998,ar,EDUCAT,billions of us dollars (USD),3.019425
1998,ar,PUBWEL,billions of us dollars (USD),1.79667
1998,ar,HOSPTL,billions of us dollars (USD),0.371271
1998,ar,HEALTH,billions of us dollars (USD),0.271451
1998,ar,HGHWAY,billions of us dollars (USD),0.77916
1998,ar,POLICE,billions of us dollars (USD),0.06315
1998,ar,CORREC,billions of us dollars (USD),0.205929
1998,ar,NATRES,billions of us dollars (USD),0.161955
1998,ar,PARKRC,billions of us dollars (USD),0.04944
1998,ar,GOVADM,billions of us dollars (USD),0.262013
1998,ar,INTGEN,billions of us dollars (USD),0.123705
1998,ar,OTHUNA,billions of us dollars (USD),0.467899
1998,ar,UTLEXP,billions of us dollars (USD),0.0
1998,ar,LIQEXP,billions of us dollars (USD),0.0
1998,ar,INSEXP,billions of us dollars (USD),0.531447
1998,ar,DEBTFY,billions of us dollars (USD),2.384116
1998,ar,CASHSH,billions of us dollars (USD),13.344054
1998,ca,TOTREV,billions of us dollars (USD),144.984973
1998,ca,GENREV,billions of us dollars (USD),111.087737
1998,ca,INTREV,billions of us dollars (USD),30.893821
1998,ca,TAXREV,billions of us dollars (USD),67.713613
1998,ca,GSALES,billions of us dollars (USD),21.30186
1998,ca,SSALES,billions of us dollars (USD),5.20975
1998,ca,LICTAX,billions of us dollars (USD),3.13551
1998,ca,INDTAX,billions of us dollars (USD),27.784407
1998,ca,CORTAX,billions of us dollars (USD),5.587671
1998,ca,OTHTAX,billions of us dollars (USD),4.694415
1998,ca,CURCHG,billions of us dollars (USD),7.667614
