yr,r,pg,units,value
2006,ct,foo,billions of us dollars (USD),9.2424
2006,ct,clo,billions of us dollars (USD),4.676
2006,ct,enr,billions of us dollars (USD),4.2958
2006,ct,ong,billions of us dollars (USD),11.3795
2006,ct,ser,billions of us dollars (USD),94.3406
2006,ct,hce,billions of us dollars (USD),89.7395
2006,ct,utl,billions of us dollars (USD),27.5784
2006,ct,hea,billions of us dollars (USD),19.3005
2006,ct,trn,billions of us dollars (USD),5.0863
2006,ct,rsr,billions of us dollars (USD),5.532
2006,ct,htl,billions of us dollars (USD),6.7525
2006,ct,fsr,billions of us dollars (USD),11.8302
2006,ct,osr,billions of us dollars (USD),13.6596
2006,ct,npish,billions of us dollars (USD),4.6011
2006,ct,npi,billions of us dollars (USD),16.593
2006,ct,nps,billions of us dollars (USD),11.992
2006,de,pce,billions of us dollars (USD),28.5375
2006,de,gds,billions of us dollars (USD),10.3411
2006,de,dur,billions of us dollars (USD),4.1677
2006,de,mvp,billions of us dollars (USD),1.4471
2006,de,hdr,billions of us dollars (USD),0.7087
2006,de,rec,billions of us dollars (USD),1.3977
2006,de,odg,billions of us dollars (USD),0.6141
2006,de,ndr,billions of us dollars (USD),6.1734
2006,de,foo,billions of us dollars (USD),2.5576
2006,de,clo,billions of us dollars (USD),0.9558
2006,de,enr,billions of us dollars (USD),0.9047
2006,de,ong,billions of us dollars (USD),1.7554
2006,de,ser,billions of us dollars (USD),18.1964
2006,de,hce,billions of us dollars (USD),17.3923
2006,de,utl,billions of us dollars (USD),5.0291
2006,de,hea,billions of us dollars (USD),4.6452
2006,de,trn,billions of us dollars (USD),0.735
2006,de,rsr,billions of us dollars (USD),0.9295
2006,de,htl,billions of us dollars (USD),1.8322
2006,de,fsr,billions of us dollars (USD),1.6917
2006,de,osr,billions of us dollars (USD),2.5296
2006,de,npish,billions of us dollars (USD),0.804
2006,de,npi,billions of us dollars (USD),3.124
2006,de,nps,billions of us dollars (USD),2.32
2006,dc,pce,billions of us dollars (USD),27.6534
2006,dc,gds,billions of us dollars (USD),7.2252
2006,dc,dur,billions of us dollars (USD),2.5413
2006,dc,mvp,billions of us dollars (USD),0.7995
2006,dc,hdr,billions of us dollars (USD),0.6329
2006,dc,rec,billions of us dollars (USD),0.6844
2006,dc,odg,billions of us dollars (USD),0.4245
2006,dc,ndr,billions of us dollars (USD),4.6839
2006,dc,foo,billions of us dollars (USD),1.7082
2006,dc,clo,billions of us dollars (USD),0.8559
2006,dc,enr,billions of us dollars (USD),0.6624
2006,dc,ong,billions of us dollars (USD),1.4574
2006,dc,ser,billions of us dollars (USD),20.4282
2006,dc,hce,billions of us dollars (USD),19.7892
2006,dc,utl,billions of us dollars (USD),4.0056
2006,dc,hea,billions of us dollars (USD),4.4523
2006,dc,trn,billions of us dollars (USD),0.8262
2006,dc,rsr,billions of us dollars (USD),0.962
2006,dc,htl,billions of us dollars (USD),1.6425
2006,dc,fsr,billions of us dollars (USD),1.868
2006,dc,osr,billions of us dollars (USD),6.0327
2006,dc,npish,billions of us dollars (USD),0.639
2006,dc,npi,billions of us dollars (USD),3.004
2006,dc,nps,billions of us dollars (USD),2.365
2006,fl,pce,billions of us dollars (USD),564.7623
2006,fl,gds,billions of us dollars (USD),205.2685
2006,fl,dur,billions of us dollars (USD),82.1769
2006,fl,mvp,billions of us dollars (USD),28.6856
2006,fl,hdr,billions of us dollars (USD),22.4673
2006,fl,rec,billions of us dollars (USD),23.3103
2006,fl,odg,billions of us dollars (USD),7.7137
2006,fl,ndr,billions of us dollars (USD),123.0916
2006,fl,foo,billions of us dollars (USD),46.1664
2006,fl,clo,billions of us dollars (USD),16.4636
2006,fl,enr,billions of us dollars (USD),16.1604
2006,fl,ong,billions of us dollars (USD),44.3012
2006,fl,ser,billions of us dollars (USD),359.4938
2006,fl,hce,billions of us dollars (USD),356.5026
2006,fl,utl,billions of us dollars (USD),101.396
2006,fl,hea,billions of us dollars (USD),86.0704
2006,fl,trn,billions of us dollars (USD),15.1157
2006,fl,rsr,billions of us dollars (USD),18.6167
2006,fl,htl,billions of us dollars (USD),42.7292
2006,fl,fsr,billions of us dollars (USD),45.5945
2006,fl,osr,billions of us dollars (USD),46.98
2006,fl,npish,billions of us dollars (USD),2.9912
2006,fl,npi,billions of us dollars (USD),35.4791
2006,fl,nps,billions of us dollars (USD),32.4879
2006,ga,pce,billions of us dollars (USD),254.2114
2006,ga,gds,billions of us dollars (USD),96.9943
2006,ga,dur,billions of us dollars (USD),34.6043
2006,ga,mvp,billions of us dollars (USD),13.22
2006,ga,hdr,billions of us dollars (USD),9.0391
2006,ga,rec,billions of us dollars (USD),7.8275
2006,ga,odg,billions of us dollars (USD),4.5177
2006,ga,ndr,billions of us dollars (USD),62.3901
2006,ga,foo,billions of us dollars (USD),20.6426
2006,ga,clo,billions of us dollars (USD),9.8424
2006,ga,enr,billions of us dollars (USD),10.8676
2006,ga,ong,billions of us dollars (USD),21.0375
2006,ga,ser,billions of us dollars (USD),157.2171
2006,ga,hce,billions of us dollars (USD),155.464
2006,ga,utl,billions of us dollars (USD),44.6614
2006,ga,hea,billions of us dollars (USD),36.734
2006,ga,trn,billions of us dollars (USD),5.9273
2006,ga,rsr,billions of us dollars (USD),8.1623
2006,ga,htl,billions of us dollars (USD),17.7615
2006,ga,fsr,billions of us dollars (USD),17.7958
2006,ga,osr,billions of us dollars (USD),24.4216
2006,ga,npish,billions of us dollars (USD),1.7531
2006,ga,npi,billions of us dollars (USD),21.959
2006,ga,nps,billions of us dollars (USD),20.2059
2006,hi,pce,billions of us dollars (USD),42.3677
2006,hi,gds,billions of us dollars (USD),14.5938
2006,hi,dur,billions of us dollars (USD),5.2791
2006,hi,mvp,billions of us dollars (USD),1.6756
2006,hi,hdr,billions of us dollars (USD),1.2618
2006,hi,rec,billions of us dollars (USD),1.7015
2006,hi,odg,billions of us dollars (USD),0.6402
2006,hi,ndr,billions of us dollars (USD),9.3147
2006,hi,foo,billions of us dollars (USD),3.8324
2006,hi,clo,billions of us dollars (USD),0.9813
2006,hi,enr,billions of us dollars (USD),0.9963
2006,hi,ong,billions of us dollars (USD),3.5047
2006,hi,ser,billions of us dollars (USD),27.7739
2006,hi,hce,billions of us dollars (USD),25.8469
2006,hi,utl,billions of us dollars (USD),8.0446
2006,hi,hea,billions of us dollars (USD),5.9061
2006,hi,trn,billions of us dollars (USD),1.329
2006,hi,rsr,billions of us dollars (USD),1.3256
2006,hi,htl,billions of us dollars (USD),2.1823
2006,hi,fsr,billions of us dollars (USD),2.9682
2006,hi,osr,billions of us dollars (USD),4.0911
2006,hi,npish,billions of us dollars (USD),1.927
2006,hi,npi,billions of us dollars (USD),5.015
2006,hi,nps,billions of us dollars (USD),3.088
2006,id,pce,billions of us dollars (USD),38.6717
2006,id,gds,billions of us dollars (USD),15.8474
2006,id,dur,billions of us dollars (USD),6.1436
2006,id,mvp,billions of us dollars (USD),2.2056
2006,id,hdr,billions of us dollars (USD),1.5155
2006,id,rec,billions of us dollars (USD),1.7465
2006,id,odg,billions of us dollars (USD),0.676
2006,id,ndr,billions of us dollars (USD),9.7038
2006,id,foo,billions of us dollars (USD),3.6667
2006,id,clo,billions of us dollars (USD),1.1063
2006,id,enr,billions of us dollars (USD),1.896
2006,id,ong,billions of us dollars (USD),3.0348
2006,id,ser,billions of us dollars (USD),22.8244
2006,id,hce,billions of us dollars (USD),22.3403
2006,id,utl,billions of us dollars (USD),6.7084
2006,id,hea,billions of us dollars (USD),5.5746
2006,id,trn,billions of us dollars (USD),1.1371
2006,id,rsr,billions of us dollars (USD),1.4548
2006,id,htl,billions of us dollars (USD),2.3176
2006,id,fsr,billions of us dollars (USD),2.848
2006,id,osr,billions of us dollars (USD),2.2998
2006,id,npish,billions of us dollars (USD),0.484
2006,id,npi,billions of us dollars (USD),3.354
2006,id,nps,billions of us dollars (USD),2.87
2006,il,pce,billions of us dollars (USD),407.8298
2006,il,gds,billions of us dollars (USD),131.6688
2006,il,dur,billions of us dollars (USD),47.2715
2006,il,mvp,billions of us dollars (USD),16.1513
2006,il,hdr,billions of us dollars (USD),11.1677
2006,il,rec,billions of us dollars (USD),12.566
2006,il,odg,billions of us dollars (USD),7.3865
2006,il,ndr,billions of us dollars (USD),84.3973
2006,il,foo,billions of us dollars (USD),28.6151
2006,il,clo,billions of us dollars (USD),14.463
2006,il,enr,billions of us dollars (USD),10.6775
2006,il,ong,billions of us dollars (USD),30.6417
2006,il,ser,billions of us dollars (USD),276.161
2006,il,hce,billions of us dollars (USD),260.2918
2006,il,utl,billions of us dollars (USD),75.5696
2006,il,hea,billions of us dollars (USD),58.4873
2006,il,trn,billions of us dollars (USD),14.1036
2006,il,rsr,billions of us dollars (USD),15.6396
2006,il,htl,billions of us dollars (USD),24.9877
2006,il,fsr,billions of us dollars (USD),31.3358
2006,il,osr,billions of us dollars (USD),40.1683
2006,il,npish,billions of us dollars (USD),15.8692
2006,il,npi,billions of us dollars (USD),51.3181
2006,il,nps,billions of us dollars (USD),35.4489
2006,in,pce,billions of us dollars (USD),176.8334
2006,in,gds,billions of us dollars (USD),65.2981
2006,in,dur,billions of us dollars (USD),21.7059
2006,in,mvp,billions of us dollars (USD),7.7051
2006,in,hdr,billions of us dollars (USD),5.154
2006,in,rec,billions of us dollars (USD),6.0522
2006,in,odg,billions of us dollars (USD),2.7947
2006,in,ndr,billions of us dollars (USD),43.5922
2006,in,foo,billions of us dollars (USD),14.38
2006,in,clo,billions of us dollars (USD),5.6819
2006,in,enr,billions of us dollars (USD),8.5492
2006,in,ong,billions of us dollars (USD),14.9811
2006,in,ser,billions of us dollars (USD),111.5354
2006,in,hce,billions of us dollars (USD),106.0213
2006,in,utl,billions of us dollars (USD),29.6036
2006,in,hea,billions of us dollars (USD),29.6146
2006,in,trn,billions of us dollars (USD),5.4565
2006,in,rsr,billions of us dollars (USD),7.1459
2006,in,htl,billions of us dollars (USD),10.742
2006,in,fsr,billions of us dollars (USD),10.4384
2006,in,osr,billions of us dollars (USD),13.0202
2006,in,npish,billions of us dollars (USD),5.5141
2006,in,npi,billions of us dollars (USD),18.227
2006,in,nps,billions of us dollars (USD),12.713
2006,ia,pce,billions of us dollars (USD),83.4436
2006,ia,gds,billions of us dollars (USD),31.703
2006,ia,dur,billions of us dollars (USD),10.6598
2006,ia,mvp,billions of us dollars (USD),3.8052
2006,ia,hdr,billions of us dollars (USD),2.3731
2006,ia,rec,billions of us dollars (USD),3.0438
2006,ia,odg,billions of us dollars (USD),1.4378
2006,ia,ndr,billions of us dollars (USD),21.0432
2006,ia,foo,billions of us dollars (USD),6.5566
2006,ia,clo,billions of us dollars (USD),2.5606
2006,ia,enr,billions of us dollars (USD),4.4856
2006,ia,ong,billions of us dollars (USD),7.4403
2006,ia,ser,billions of us dollars (USD),51.7406
2006,ia,hce,billions of us dollars (USD),48.8865
2006,ia,utl,billions of us dollars (USD),13.4696
2006,ia,hea,billions of us dollars (USD),13.3551
2006,ia,trn,billions of us dollars (USD),2.2728
2006,ia,rsr,billions of us dollars (USD),3.1812
2006,ia,htl,billions of us dollars (USD),4.5631
2006,ia,fsr,billions of us dollars (USD),5.2422
2006,ia,osr,billions of us dollars (USD),6.8025
2006,ia,npish,billions of us dollars (USD),2.854
2006,ia,npi,billions of us dollars (USD),8.95
2006,ia,nps,billions of us dollars (USD),6.096
2006,ks,pce,billions of us dollars (USD),77.4692
2006,ks,gds,billions of us dollars (USD),28.3279
2006,ks,dur,billions of us dollars (USD),9.6666
2006,ks,mvp,billions of us dollars (USD),3.4693
2006,ks,hdr,billions of us dollars (USD),2.4421
2006,ks,rec,billions of us dollars (USD),2.5567
2006,ks,odg,billions of us dollars (USD),1.1986
2006,ks,ndr,billions of us dollars (USD),18.6613
2006,ks,foo,billions of us dollars (USD),6.8073
2006,ks,clo,billions of us dollars (USD),2.3019
2006,ks,enr,billions of us dollars (USD),3.0211
2006,ks,ong,billions of us dollars (USD),6.531
2006,ks,ser,billions of us dollars (USD),49.1413
2006,ks,hce,billions of us dollars (USD),47.2122
2006,ks,utl,billions of us dollars (USD),13.1496
2006,ks,hea,billions of us dollars (USD),12.563
2006,ks,trn,billions of us dollars (USD),2.1875
2006,ks,rsr,billions of us dollars (USD),3.1235
2006,ks,htl,billions of us dollars (USD),4.5022
2006,ks,fsr,billions of us dollars (USD),5.3802
2006,ks,osr,billions of us dollars (USD),6.3062
2006,ks,npish,billions of us dollars (USD),1.929
2006,ks,npi,billions of us dollars (USD),7.917
2006,ks,nps,billions of us dollars (USD),5.988
2006,ky,pce,billions of us dollars (USD),108.6255
2006,ky,gds,billions of us dollars (USD),42.8975
2006,ky,dur,billions of us dollars (USD),12.9485
2006,ky,mvp,billions of us dollars (USD),4.7843
2006,ky,hdr,billions of us dollars (USD),3.1091
2006,ky,rec,billions of us dollars (USD),3.3718
2006,ky,odg,billions of us dollars (USD),1.6833
2006,ky,ndr,billions of us dollars (USD),29.949
2006,ky,foo,billions of us dollars (USD),9.9289
2006,ky,clo,billions of us dollars (USD),3.4628
2006,ky,enr,billions of us dollars (USD),5.7394
2006,ky,ong,billions of us dollars (USD),10.8179
2006,ky,ser,billions of us dollars (USD),65.728
2006,ky,hce,billions of us dollars (USD),62.5029
2006,ky,utl,billions of us dollars (USD),16.7407
2006,ky,hea,billions of us dollars (USD),18.9309
2006,ky,trn,billions of us dollars (USD),2.528
2006,ky,rsr,billions of us dollars (USD),4.0456
2006,ky,htl,billions of us dollars (USD),6.8087
2006,ky,fsr,billions of us dollars (USD),6.1984
2006,ky,osr,billions of us dollars (USD),7.2506
2006,ky,npish,billions of us dollars (USD),3.2251
2006,ky,npi,billions of us dollars (USD),11.172
2006,ky,nps,billions of us dollars (USD),7.947
2006,la,pce,billions of us dollars (USD),116.0187
2006,la,gds,billions of us dollars (USD),46.1583
2006,la,dur,billions of us dollars (USD),16.656
2006,la,mvp,billions of us dollars (USD),6.689
2006,la,hdr,billions of us dollars (USD),4.2778
2006,la,rec,billions of us dollars (USD),3.9844
2006,la,odg,billions of us dollars (USD),1.7048
2006,la,ndr,billions of us dollars (USD),29.5022
2006,la,foo,billions of us dollars (USD),9.9096
2006,la,clo,billions of us dollars (USD),4.1899
2006,la,enr,billions of us dollars (USD),4.9361
2006,la,ong,billions of us dollars (USD),10.4666
2006,la,ser,billions of us dollars (USD),69.8604
2006,la,hce,billions of us dollars (USD),67.6654
2006,la,utl,billions of us dollars (USD),19.4248
2006,la,hea,billions of us dollars (USD),19.005
2006,la,trn,billions of us dollars (USD),2.6024
2006,la,rsr,billions of us dollars (USD),3.8784
2006,la,htl,billions of us dollars (USD),7.8909
2006,la,fsr,billions of us dollars (USD),7.988
2006,la,osr,billions of us dollars (USD),6.8759
2006,la,npish,billions of us dollars (USD),2.195
2006,la,npi,billions of us dollars (USD),8.858
2006,la,nps,billions of us dollars (USD),6.663
2006,me,pce,billions of us dollars (USD),43.6687
2006,me,gds,billions of us dollars (USD),16.6427
2006,me,dur,billions of us dollars (USD),5.2424
2006,me,mvp,billions of us dollars (USD),1.8335
2006,me,hdr,billions of us dollars (USD),1.1649
2006,me,rec,billions of us dollars (USD),1.4939
2006,me,odg,billions of us dollars (USD),0.75
2006,me,ndr,billions of us dollars (USD),11.4003
2006,me,foo,billions of us dollars (USD),3.8126
2006,me,clo,billions of us dollars (USD),1.3384
2006,me,enr,billions of us dollars (USD),2.5787
2006,me,ong,billions of us dollars (USD),3.6706
2006,me,ser,billions of us dollars (USD),27.026
2006,me,hce,billions of us dollars (USD),25.16
2006,me,utl,billions of us dollars (USD),6.7166
2006,me,hea,billions of us dollars (USD),7.0131
2006,me,trn,billions of us dollars (USD),0.9482
2006,me,rsr,billions of us dollars (USD),1.5109
2006,me,htl,billions of us dollars (USD),2.5484
2006,me,fsr,billions of us dollars (USD),3.0115
2006,me,osr,billions of us dollars (USD),3.4113
2006,me,npish,billions of us dollars (USD),1.866
2006,me,npi,billions of us dollars (USD),4.834
2006,me,nps,billions of us dollars (USD),2.968
2006,md,pce,billions of us dollars (USD),194.8943
2006,md,gds,billions of us dollars (USD),66.351
2006,md,dur,billions of us dollars (USD),24.5561
2006,md,mvp,billions of us dollars (USD),8.5312
2006,md,hdr,billions of us dollars (USD),6.2923
2006,md,rec,billions of us dollars (USD),6.6193
2006,md,odg,billions of us dollars (USD),3.1133
2006,md,ndr,billions of us dollars (USD),41.7949
2006,md,foo,billions of us dollars (USD),13.5166
2006,md,clo,billions of us dollars (USD),6.8057
2006,md,enr,billions of us dollars (USD),5.9504
2006,md,ong,billions of us dollars (USD),15.5221
2006,md,ser,billions of us dollars (USD),128.5433
2006,md,hce,billions of us dollars (USD),124.1772
2006,md,utl,billions of us dollars (USD),38.895
2006,md,hea,billions of us dollars (USD),28.409
2006,md,trn,billions of us dollars (USD),5.9225
2006,md,rsr,billions of us dollars (USD),7.5974
2006,md,htl,billions of us dollars (USD),11.1145
2006,md,fsr,billions of us dollars (USD),12.9736
2006,md,osr,billions of us dollars (USD),19.2652
2006,md,npish,billions of us dollars (USD),4.3661
2006,md,npi,billions of us dollars (USD),22.712
2006,md,nps,billions of us dollars (USD),18.3459
2006,ma,pce,billions of us dollars (USD),260.4616
2006,ma,gds,billions of us dollars (USD),81.3342
2006,ma,dur,billions of us dollars (USD),29.6445
2006,ma,mvp,billions of us dollars (USD),8.5488
2006,ma,hdr,billions of us dollars (USD),7.0927
2006,ma,rec,billions of us dollars (USD),9.3924
2006,ma,odg,billions of us dollars (USD),4.6105
2006,ma,ndr,billions of us dollars (USD),51.6897
2006,ma,foo,billions of us dollars (USD),17.6862
2006,ma,clo,billions of us dollars (USD),8.3907
2006,ma,enr,billions of us dollars (USD),6.9103
2006,ma,ong,billions of us dollars (USD),18.7024
2006,ma,ser,billions of us dollars (USD),179.1274
2006,ma,hce,billions of us dollars (USD),170.1833
2006,ma,utl,billions of us dollars (USD),50.5496
2006,ma,hea,billions of us dollars (USD),42.0916
2006,ma,trn,billions of us dollars (USD),7.6534
2006,ma,rsr,billions of us dollars (USD),9.5056
2006,ma,htl,billions of us dollars (USD),15.1506
2006,ma,fsr,billions of us dollars (USD),21.6467
2006,ma,osr,billions of us dollars (USD),23.5858
2006,ma,npish,billions of us dollars (USD),8.9441
2006,ma,npi,billions of us dollars (USD),28.8961
2006,ma,nps,billions of us dollars (USD),19.9519
2006,mi,pce,billions of us dollars (USD),296.6037
2006,mi,gds,billions of us dollars (USD),97.2395
2006,mi,dur,billions of us dollars (USD),32.4767
2006,mi,mvp,billions of us dollars (USD),8.6395
2006,mi,hdr,billions of us dollars (USD),7.8922
2006,mi,rec,billions of us dollars (USD),10.0669
2006,mi,odg,billions of us dollars (USD),5.8781
2006,mi,ndr,billions of us dollars (USD),64.7628
2006,mi,foo,billions of us dollars (USD),22.3107
2006,mi,clo,billions of us dollars (USD),8.9932
2006,mi,enr,billions of us dollars (USD),10.5341
2006,mi,ong,billions of us dollars (USD),22.9249
2006,mi,ser,billions of us dollars (USD),199.3642
2006,mi,hce,billions of us dollars (USD),185.39
2006,mi,utl,billions of us dollars (USD),55.4266
2006,mi,hea,billions of us dollars (USD),45.4807
2006,mi,trn,billions of us dollars (USD),13.1279
2006,mi,rsr,billions of us dollars (USD),12.3548
2006,mi,htl,billions of us dollars (USD),14.8314
2006,mi,fsr,billions of us dollars (USD),22.9975
2006,mi,osr,billions of us dollars (USD),21.1712
2006,mi,npish,billions of us dollars (USD),13.9742
2006,mi,npi,billions of us dollars (USD),40.5891
2006,mi,nps,billions of us dollars (USD),26.6149
2006,mn,pce,billions of us dollars (USD),175.0039
2006,mn,gds,billions of us dollars (USD),58.3865
2006,mn,dur,billions of us dollars (USD),22.1639
2006,mn,mvp,billions of us dollars (USD),6.2293
2006,mn,hdr,billions of us dollars (USD),5.1163
2006,mn,rec,billions of us dollars (USD),6.7178
2006,mn,odg,billions of us dollars (USD),4.1006
2006,mn,ndr,billions of us dollars (USD),36.2226
2006,mn,foo,billions of us dollars (USD),11.8686
2006,mn,clo,billions of us dollars (USD),5.4399
2006,mn,enr,billions of us dollars (USD),6.8087
2006,mn,ong,billions of us dollars (USD),12.1055
2006,mn,ser,billions of us dollars (USD),116.6174
2006,mn,hce,billions of us dollars (USD),110.2463
2006,mn,utl,billions of us dollars (USD),29.8924
2006,mn,hea,billions of us dollars (USD),28.8515
2006,mn,trn,billions of us dollars (USD),6.2391
2006,mn,rsr,billions of us dollars (USD),8.1164
2006,mn,htl,billions of us dollars (USD),9.7641
2006,mn,fsr,billions of us dollars (USD),12.2612
2006,mn,osr,billions of us dollars (USD),15.1216
2006,mn,npish,billions of us dollars (USD),6.3711
2006,mn,npi,billions of us dollars (USD),21.316
2006,mn,nps,billions of us dollars (USD),14.9449
2006,ms,pce,billions of us dollars (USD),67.7058
2006,ms,gds,billions of us dollars (USD),27.8589
2006,ms,dur,billions of us dollars (USD),8.8971
2006,ms,mvp,billions of us dollars (USD),3.4495
2006,ms,hdr,billions of us dollars (USD),2.1283
2006,ms,rec,billions of us dollars (USD),2.2656
2006,ms,odg,billions of us dollars (USD),1.0538
2006,ms,ndr,billions of us dollars (USD),18.9618
2006,ms,foo,billions of us dollars (USD),6.3006
2006,ms,clo,billions of us dollars (USD),2.5491
2006,ms,enr,billions of us dollars (USD),3.6592
2006,ms,ong,billions of us dollars (USD),6.4529
2006,ms,ser,billions of us dollars (USD),39.8469
2006,ms,hce,billions of us dollars (USD),38.4899
2006,ms,utl,billions of us dollars (USD),11.5375
2006,ms,hea,billions of us dollars (USD),12.4734
2006,ms,trn,billions of us dollars (USD),1.4154
2006,ms,rsr,billions of us dollars (USD),1.1931
2006,ms,htl,billions of us dollars (USD),4.1322
2006,ms,fsr,billions of us dollars (USD),3.7872
2006,ms,osr,billions of us dollars (USD),3.9511
2006,ms,npish,billions of us dollars (USD),1.357
2006,ms,npi,billions of us dollars (USD),6.526
2006,ms,nps,billions of us dollars (USD),5.169
2006,mo,pce,billions of us dollars (USD),170.4336
2006,mo,gds,billions of us dollars (USD),63.7327
2006,mo,dur,billions of us dollars (USD),21.4164
2006,mo,mvp,billions of us dollars (USD),7.8473
2006,mo,hdr,billions of us dollars (USD),4.7608
2006,mo,rec,billions of us dollars (USD),6.3448
2006,mo,odg,billions of us dollars (USD),2.4634
2006,mo,ndr,billions of us dollars (USD),42.3163
2006,mo,foo,billions of us dollars (USD),12.5621
2006,mo,clo,billions of us dollars (USD),5.2232
2006,mo,enr,billions of us dollars (USD),8.128
2006,mo,ong,billions of us dollars (USD),16.4029
2006,mo,ser,billions of us dollars (USD),106.701
2006,mo,hce,billions of us dollars (USD),102.2839
2006,mo,utl,billions of us dollars (USD),27.1402
2006,mo,hea,billions of us dollars (USD),26.7114
2006,mo,trn,billions of us dollars (USD),5.1493
2006,mo,rsr,billions of us dollars (USD),7.226
2006,mo,htl,billions of us dollars (USD),10.605
2006,mo,fsr,billions of us dollars (USD),11.8602
2006,mo,osr,billions of us dollars (USD),13.5917
2006,mo,npish,billions of us dollars (USD),4.4171
2006,mo,npi,billions of us dollars (USD),16.242
2006,mo,nps,billions of us dollars (USD),11.825
2006,mt,pce,billions of us dollars (USD),27.703
2006,mt,gds,billions of us dollars (USD),11.1949
2006,mt,dur,billions of us dollars (USD),4.3899
2006,mt,mvp,billions of us dollars (USD),1.3881
2006,mt,hdr,billions of us dollars (USD),1.0655
2006,mt,rec,billions of us dollars (USD),1.3761
2006,mt,odg,billions of us dollars (USD),0.5602
2006,mt,ndr,billions of us dollars (USD),6.805
2006,mt,foo,billions of us dollars (USD),2.5087
2006,mt,clo,billions of us dollars (USD),0.7887
2006,mt,enr,billions of us dollars (USD),1.4258
2006,mt,ong,billions of us dollars (USD),2.0818
2006,mt,ser,billions of us dollars (USD),16.5081
2006,mt,hce,billions of us dollars (USD),15.703
2006,mt,utl,billions of us dollars (USD),4.4981
2006,mt,hea,billions of us dollars (USD),4.1486
2006,mt,trn,billions of us dollars (USD),0.7006
2006,mt,rsr,billions of us dollars (USD),0.8502
2006,mt,htl,billions of us dollars (USD),1.9205
2006,mt,fsr,billions of us dollars (USD),1.7184
2006,mt,osr,billions of us dollars (USD),1.8666
2006,mt,npish,billions of us dollars (USD),0.805
2006,mt,npi,billions of us dollars (USD),2.625
2006,mt,nps,billions of us dollars (USD),1.82
2006,ne,pce,billions of us dollars (USD),52.6636
2006,ne,gds,billions of us dollars (USD),19.0916
2006,ne,dur,billions of us dollars (USD),6.7043
2006,ne,mvp,billions of us dollars (USD),2.5187
2006,ne,hdr,billions of us dollars (USD),1.6472
2006,ne,rec,billions of us dollars (USD),1.5751
2006,ne,odg,billions of us dollars (USD),0.9633
2006,ne,ndr,billions of us dollars (USD),12.3873
2006,ne,foo,billions of us dollars (USD),3.9619
2006,ne,clo,billions of us dollars (USD),1.5505
2006,ne,enr,billions of us dollars (USD),2.849
2006,ne,ong,billions of us dollars (USD),4.0258
2006,ne,ser,billions of us dollars (USD),33.572
2006,ne,hce,billions of us dollars (USD),32.207
2006,ne,utl,billions of us dollars (USD),8.3031
2006,ne,hea,billions of us dollars (USD),8.7325
2006,ne,trn,billions of us dollars (USD),1.3777
2006,ne,rsr,billions of us dollars (USD),1.9506
2006,ne,htl,billions of us dollars (USD),2.9163
2006,ne,fsr,billions of us dollars (USD),4.6843
2006,ne,osr,billions of us dollars (USD),4.2424
2006,ne,npish,billions of us dollars (USD),1.365
2006,ne,npi,billions of us dollars (USD),5.212
2006,ne,nps,billions of us dollars (USD),3.847
2006,nv,pce,billions of us dollars (USD),80.9441
2006,nv,gds,billions of us dollars (USD),30.2811
2006,nv,dur,billions of us dollars (USD),11.7042
2006,nv,mvp,billions of us dollars (USD),3.876
2006,nv,hdr,billions of us dollars (USD),3.0725
2006,nv,rec,billions of us dollars (USD),3.1853
2006,nv,odg,billions of us dollars (USD),1.5703
2006,nv,ndr,billions of us dollars (USD),18.5769
2006,nv,foo,billions of us dollars (USD),6.5875
2006,nv,clo,billions of us dollars (USD),2.4708
2006,nv,enr,billions of us dollars (USD),2.8145
2006,nv,ong,billions of us dollars (USD),6.7041
2006,nv,ser,billions of us dollars (USD),50.6631
2006,nv,hce,billions of us dollars (USD),49.1521
2006,nv,utl,billions of us dollars (USD),13.7537
2006,nv,hea,billions of us dollars (USD),9.5135
2006,nv,trn,billions of us dollars (USD),2.2855
2006,nv,rsr,billions of us dollars (USD),2.8324
2006,nv,htl,billions of us dollars (USD),4.2003
2006,nv,fsr,billions of us dollars (USD),11.4
2006,nv,osr,billions of us dollars (USD),5.1668
2006,nv,npish,billions of us dollars (USD),1.511
2006,nv,npi,billions of us dollars (USD),6.178
2006,nv,nps,billions of us dollars (USD),4.667
2006,nh,pce,billions of us dollars (USD),49.5018
2006,nh,gds,billions of us dollars (USD),17.1468
2006,nh,dur,billions of us dollars (USD),5.5862
2006,nh,mvp,billions of us dollars (USD),1.929
2006,nh,hdr,billions of us dollars (USD),1.266
2006,nh,rec,billions of us dollars (USD),1.3867
2006,nh,odg,billions of us dollars (USD),1.0045
2006,nh,ndr,billions of us dollars (USD),11.5606
2006,nh,foo,billions of us dollars (USD),3.9347
2006,nh,clo,billions of us dollars (USD),1.83
2006,nh,enr,billions of us dollars (USD),2.1613
2006,nh,ong,billions of us dollars (USD),3.6345
2006,nh,ser,billions of us dollars (USD),32.3551
2006,nh,hce,billions of us dollars (USD),30.277
2006,nh,utl,billions of us dollars (USD),9.2647
2006,nh,hea,billions of us dollars (USD),7.2715
2006,nh,trn,billions of us dollars (USD),1.5365
2006,nh,rsr,billions of us dollars (USD),1.9247
2006,nh,htl,billions of us dollars (USD),2.6779
2006,nh,fsr,billions of us dollars (USD),3.8223
2006,nh,osr,billions of us dollars (USD),3.7795
