yr,r,pg,units,value
2003,ks,rsr,billions of us dollars (USD),2.5837
2003,ks,htl,billions of us dollars (USD),3.6659
2003,ks,fsr,billions of us dollars (USD),4.2064
2003,ks,osr,billions of us dollars (USD),5.5736
2003,ks,npish,billions of us dollars (USD),1.675
2003,ks,npi,billions of us dollars (USD),6.528
2003,ks,nps,billions of us dollars (USD),4.853
2003,ky,pce,billions of us dollars (USD),92.0153
2003,ky,gds,billions of us dollars (USD),36.3743
2003,ky,dur,billions of us dollars (USD),11.9255
2003,ky,mvp,billions of us dollars (USD),5.049
2003,ky,hdr,billions of us dollars (USD),2.7465
2003,ky,rec,billions of us dollars (USD),2.7751
2003,ky,odg,billions of us dollars (USD),1.3549
2003,ky,ndr,billions of us dollars (USD),24.4488
2003,ky,foo,billions of us dollars (USD),8.5025
2003,ky,clo,billions of us dollars (USD),3.1817
2003,ky,enr,billions of us dollars (USD),3.2937
2003,ky,ong,billions of us dollars (USD),9.4709
2003,ky,ser,billions of us dollars (USD),55.641
2003,ky,hce,billions of us dollars (USD),53.1351
2003,ky,utl,billions of us dollars (USD),14.0051
2003,ky,hea,billions of us dollars (USD),15.8179
2003,ky,trn,billions of us dollars (USD),2.6774
2003,ky,rsr,billions of us dollars (USD),3.5042
2003,ky,htl,billions of us dollars (USD),5.6538
2003,ky,fsr,billions of us dollars (USD),5.3735
2003,ky,osr,billions of us dollars (USD),6.1031
2003,ky,npish,billions of us dollars (USD),2.506
2003,ky,npi,billions of us dollars (USD),8.899
2003,ky,nps,billions of us dollars (USD),6.393
2003,la,pce,billions of us dollars (USD),98.7607
2003,la,gds,billions of us dollars (USD),37.9036
2003,la,dur,billions of us dollars (USD),13.6947
2003,la,mvp,billions of us dollars (USD),6.2466
2003,la,hdr,billions of us dollars (USD),3.0852
2003,la,rec,billions of us dollars (USD),2.8995
2003,la,odg,billions of us dollars (USD),1.4634
2003,la,ndr,billions of us dollars (USD),24.209
2003,la,foo,billions of us dollars (USD),8.8573
2003,la,clo,billions of us dollars (USD),3.8259
2003,la,enr,billions of us dollars (USD),2.9071
2003,la,ong,billions of us dollars (USD),8.6186
2003,la,ser,billions of us dollars (USD),60.857
2003,la,hce,billions of us dollars (USD),58.7701
2003,la,utl,billions of us dollars (USD),16.7493
2003,la,hea,billions of us dollars (USD),16.8958
2003,la,trn,billions of us dollars (USD),2.4082
2003,la,rsr,billions of us dollars (USD),3.3052
2003,la,htl,billions of us dollars (USD),6.8481
2003,la,fsr,billions of us dollars (USD),6.2488
2003,la,osr,billions of us dollars (USD),6.3148
2003,la,npish,billions of us dollars (USD),2.087
2003,la,npi,billions of us dollars (USD),7.526
2003,la,nps,billions of us dollars (USD),5.439
2003,me,pce,billions of us dollars (USD),36.9727
2003,me,gds,billions of us dollars (USD),14.197
2003,me,dur,billions of us dollars (USD),4.7613
2003,me,mvp,billions of us dollars (USD),1.985
2003,me,hdr,billions of us dollars (USD),0.9379
2003,me,rec,billions of us dollars (USD),1.2899
2003,me,odg,billions of us dollars (USD),0.5484
2003,me,ndr,billions of us dollars (USD),9.4357
2003,me,foo,billions of us dollars (USD),3.4843
2003,me,clo,billions of us dollars (USD),1.1823
2003,me,enr,billions of us dollars (USD),1.5806
2003,me,ong,billions of us dollars (USD),3.1885
2003,me,ser,billions of us dollars (USD),22.7756
2003,me,hce,billions of us dollars (USD),21.2066
2003,me,utl,billions of us dollars (USD),5.5498
2003,me,hea,billions of us dollars (USD),5.7067
2003,me,trn,billions of us dollars (USD),0.8168
2003,me,rsr,billions of us dollars (USD),1.344
2003,me,htl,billions of us dollars (USD),2.1629
2003,me,fsr,billions of us dollars (USD),2.5042
2003,me,osr,billions of us dollars (USD),3.1223
2003,me,npish,billions of us dollars (USD),1.569
2003,me,npi,billions of us dollars (USD),4.086
2003,me,nps,billions of us dollars (USD),2.517
2003,md,pce,billions of us dollars (USD),161.3929
2003,md,gds,billions of us dollars (USD),56.733
2003,md,dur,billions of us dollars (USD),21.8275
2003,md,mvp,billions of us dollars (USD),9.0582
2003,md,hdr,billions of us dollars (USD),5.0984
2003,md,rec,billions of us dollars (USD),5.2067
2003,md,odg,billions of us dollars (USD),2.4642
2003,md,ndr,billions of us dollars (USD),34.9055
2003,md,foo,billions of us dollars (USD),12.2624
2003,md,clo,billions of us dollars (USD),5.8714
2003,md,enr,billions of us dollars (USD),3.6878
2003,md,ong,billions of us dollars (USD),13.0839
2003,md,ser,billions of us dollars (USD),104.6599
2003,md,hce,billions of us dollars (USD),101.6079
2003,md,utl,billions of us dollars (USD),31.9429
2003,md,hea,billions of us dollars (USD),23.3766
2003,md,trn,billions of us dollars (USD),5.177
2003,md,rsr,billions of us dollars (USD),6.3189
2003,md,htl,billions of us dollars (USD),8.6178
2003,md,fsr,billions of us dollars (USD),10.3535
2003,md,osr,billions of us dollars (USD),15.8213
2003,md,npish,billions of us dollars (USD),3.052
2003,md,npi,billions of us dollars (USD),17.893
2003,md,nps,billions of us dollars (USD),14.841
2003,ma,pce,billions of us dollars (USD),221.1636
2003,ma,gds,billions of us dollars (USD),71.0919
2003,ma,dur,billions of us dollars (USD),26.8856
2003,ma,mvp,billions of us dollars (USD),9.2944
2003,ma,hdr,billions of us dollars (USD),6.0156
2003,ma,rec,billions of us dollars (USD),7.678
2003,ma,odg,billions of us dollars (USD),3.8975
2003,ma,ndr,billions of us dollars (USD),44.2062
2003,ma,foo,billions of us dollars (USD),15.3118
2003,ma,clo,billions of us dollars (USD),8.2538
2003,ma,enr,billions of us dollars (USD),4.436
2003,ma,ong,billions of us dollars (USD),16.2046
2003,ma,ser,billions of us dollars (USD),150.0718
2003,ma,hce,billions of us dollars (USD),142.9408
2003,ma,utl,billions of us dollars (USD),42.2713
2003,ma,hea,billions of us dollars (USD),34.6713
2003,ma,trn,billions of us dollars (USD),6.7996
2003,ma,rsr,billions of us dollars (USD),8.102
2003,ma,htl,billions of us dollars (USD),13.043
2003,ma,fsr,billions of us dollars (USD),18.0104
2003,ma,osr,billions of us dollars (USD),20.0432
2003,ma,npish,billions of us dollars (USD),7.131
2003,ma,npi,billions of us dollars (USD),23.394
2003,ma,nps,billions of us dollars (USD),16.263
2003,mi,pce,billions of us dollars (USD),263.8199
2003,mi,gds,billions of us dollars (USD),91.3881
2003,mi,dur,billions of us dollars (USD),32.8889
2003,mi,mvp,billions of us dollars (USD),11.9084
2003,mi,hdr,billions of us dollars (USD),7.6649
2003,mi,rec,billions of us dollars (USD),8.7886
2003,mi,odg,billions of us dollars (USD),4.5271
2003,mi,ndr,billions of us dollars (USD),58.4992
2003,mi,foo,billions of us dollars (USD),21.1104
2003,mi,clo,billions of us dollars (USD),9.0531
2003,mi,enr,billions of us dollars (USD),7.2337
2003,mi,ong,billions of us dollars (USD),21.102
2003,mi,ser,billions of us dollars (USD),172.4318
2003,mi,hce,billions of us dollars (USD),160.7458
2003,mi,utl,billions of us dollars (USD),46.7867
2003,mi,hea,billions of us dollars (USD),37.4647
2003,mi,trn,billions of us dollars (USD),12.9098
2003,mi,rsr,billions of us dollars (USD),11.3241
2003,mi,htl,billions of us dollars (USD),13.6154
2003,mi,fsr,billions of us dollars (USD),19.3323
2003,mi,osr,billions of us dollars (USD),19.3127
2003,mi,npish,billions of us dollars (USD),11.6859
2003,mi,npi,billions of us dollars (USD),34.117
2003,mi,nps,billions of us dollars (USD),22.4311
2003,mn,pce,billions of us dollars (USD),154.1011
2003,mn,gds,billions of us dollars (USD),52.8949
2003,mn,dur,billions of us dollars (USD),21.4888
2003,mn,mvp,billions of us dollars (USD),7.2655
2003,mn,hdr,billions of us dollars (USD),4.7246
2003,mn,rec,billions of us dollars (USD),5.9023
2003,mn,odg,billions of us dollars (USD),3.5964
2003,mn,ndr,billions of us dollars (USD),31.4061
2003,mn,foo,billions of us dollars (USD),11.3243
2003,mn,clo,billions of us dollars (USD),5.1677
2003,mn,enr,billions of us dollars (USD),4.305
2003,mn,ong,billions of us dollars (USD),10.6092
2003,mn,ser,billions of us dollars (USD),101.2062
2003,mn,hce,billions of us dollars (USD),95.2103
2003,mn,utl,billions of us dollars (USD),24.5834
2003,mn,hea,billions of us dollars (USD),24.5949
2003,mn,trn,billions of us dollars (USD),5.689
2003,mn,rsr,billions of us dollars (USD),7.0405
2003,mn,htl,billions of us dollars (USD),8.244
2003,mn,fsr,billions of us dollars (USD),11.4556
2003,mn,osr,billions of us dollars (USD),13.6028
2003,mn,npish,billions of us dollars (USD),5.996
2003,mn,npi,billions of us dollars (USD),19.184
2003,mn,nps,billions of us dollars (USD),13.188
2003,ms,pce,billions of us dollars (USD),55.9028
2003,ms,gds,billions of us dollars (USD),22.3592
2003,ms,dur,billions of us dollars (USD),7.4135
2003,ms,mvp,billions of us dollars (USD),3.4227
2003,ms,hdr,billions of us dollars (USD),1.5704
2003,ms,rec,billions of us dollars (USD),1.6077
2003,ms,odg,billions of us dollars (USD),0.8127
2003,ms,ndr,billions of us dollars (USD),14.9456
2003,ms,foo,billions of us dollars (USD),5.2708
2003,ms,clo,billions of us dollars (USD),2.2479
2003,ms,enr,billions of us dollars (USD),2.2303
2003,ms,ong,billions of us dollars (USD),5.1967
2003,ms,ser,billions of us dollars (USD),33.5436
2003,ms,hce,billions of us dollars (USD),32.3286
2003,ms,utl,billions of us dollars (USD),9.6511
2003,ms,hea,billions of us dollars (USD),10.1651
2003,ms,trn,billions of us dollars (USD),1.2708
2003,ms,rsr,billions of us dollars (USD),1.1203
2003,ms,htl,billions of us dollars (USD),3.5156
2003,ms,fsr,billions of us dollars (USD),2.8443
2003,ms,osr,billions of us dollars (USD),3.7614
2003,ms,npish,billions of us dollars (USD),1.215
2003,ms,npi,billions of us dollars (USD),5.305
2003,ms,nps,billions of us dollars (USD),4.09
2003,mo,pce,billions of us dollars (USD),149.4342
2003,mo,gds,billions of us dollars (USD),57.3697
2003,mo,dur,billions of us dollars (USD),20.7602
2003,mo,mvp,billions of us dollars (USD),8.4996
2003,mo,hdr,billions of us dollars (USD),4.2506
2003,mo,rec,billions of us dollars (USD),5.8751
2003,mo,odg,billions of us dollars (USD),2.1349
2003,mo,ndr,billions of us dollars (USD),36.6095
2003,mo,foo,billions of us dollars (USD),11.0573
2003,mo,clo,billions of us dollars (USD),4.909
2003,mo,enr,billions of us dollars (USD),4.9567
2003,mo,ong,billions of us dollars (USD),15.6865
2003,mo,ser,billions of us dollars (USD),92.0645
2003,mo,hce,billions of us dollars (USD),87.9125
2003,mo,utl,billions of us dollars (USD),22.5072
2003,mo,hea,billions of us dollars (USD),23.6064
2003,mo,trn,billions of us dollars (USD),5.0022
2003,mo,rsr,billions of us dollars (USD),6.1512
2003,mo,htl,billions of us dollars (USD),8.9846
2003,mo,fsr,billions of us dollars (USD),9.6583
2003,mo,osr,billions of us dollars (USD),12.0025
2003,mo,npish,billions of us dollars (USD),4.152
2003,mo,npi,billions of us dollars (USD),14.107
2003,mo,nps,billions of us dollars (USD),9.955
2003,mt,pce,billions of us dollars (USD),22.3102
2003,mt,gds,billions of us dollars (USD),8.7511
2003,mt,dur,billions of us dollars (USD),3.5985
2003,mt,mvp,billions of us dollars (USD),1.3706
2003,mt,hdr,billions of us dollars (USD),0.7885
2003,mt,rec,billions of us dollars (USD),1.0177
2003,mt,odg,billions of us dollars (USD),0.4216
2003,mt,ndr,billions of us dollars (USD),5.1526
2003,mt,foo,billions of us dollars (USD),2.0516
2003,mt,clo,billions of us dollars (USD),0.6756
2003,mt,enr,billions of us dollars (USD),0.7491
2003,mt,ong,billions of us dollars (USD),1.6762
2003,mt,ser,billions of us dollars (USD),13.5591
2003,mt,hce,billions of us dollars (USD),12.7981
2003,mt,utl,billions of us dollars (USD),3.5899
2003,mt,hea,billions of us dollars (USD),3.4338
2003,mt,trn,billions of us dollars (USD),0.6232
2003,mt,rsr,billions of us dollars (USD),0.6706
2003,mt,htl,billions of us dollars (USD),1.5536
2003,mt,fsr,billions of us dollars (USD),1.3318
2003,mt,osr,billions of us dollars (USD),1.5953
2003,mt,npish,billions of us dollars (USD),0.761
2003,mt,npi,billions of us dollars (USD),2.269
2003,mt,nps,billions of us dollars (USD),1.508
2003,ne,pce,billions of us dollars (USD),44.204
2003,ne,gds,billions of us dollars (USD),15.7902
2003,ne,dur,billions of us dollars (USD),5.9891
2003,ne,mvp,billions of us dollars (USD),2.6904
2003,ne,hdr,billions of us dollars (USD),1.3922
2003,ne,rec,billions of us dollars (USD),1.1492
2003,ne,odg,billions of us dollars (USD),0.7572
2003,ne,ndr,billions of us dollars (USD),9.8011
2003,ne,foo,billions of us dollars (USD),3.3821
2003,ne,clo,billions of us dollars (USD),1.4365
2003,ne,enr,billions of us dollars (USD),1.6784
2003,ne,ong,billions of us dollars (USD),3.3041
2003,ne,ser,billions of us dollars (USD),28.4138
2003,ne,hce,billions of us dollars (USD),27.1188
2003,ne,utl,billions of us dollars (USD),6.9345
2003,ne,hea,billions of us dollars (USD),7.0965
2003,ne,trn,billions of us dollars (USD),1.2339
2003,ne,rsr,billions of us dollars (USD),1.7164
2003,ne,htl,billions of us dollars (USD),2.4572
2003,ne,fsr,billions of us dollars (USD),3.8433
2003,ne,osr,billions of us dollars (USD),3.8369
2003,ne,npish,billions of us dollars (USD),1.295
2003,ne,npi,billions of us dollars (USD),4.479
2003,ne,nps,billions of us dollars (USD),3.184
2003,nv,pce,billions of us dollars (USD),59.5206
2003,nv,gds,billions of us dollars (USD),22.2845
2003,nv,dur,billions of us dollars (USD),8.7869
2003,nv,mvp,billions of us dollars (USD),3.2029
2003,nv,hdr,billions of us dollars (USD),2.2351
2003,nv,rec,billions of us dollars (USD),2.3141
2003,nv,odg,billions of us dollars (USD),1.0348
2003,nv,ndr,billions of us dollars (USD),13.4976
2003,nv,foo,billions of us dollars (USD),5.0897
2003,nv,clo,billions of us dollars (USD),1.8084
2003,nv,enr,billions of us dollars (USD),1.4797
2003,nv,ong,billions of us dollars (USD),5.1198
2003,nv,ser,billions of us dollars (USD),37.236
2003,nv,hce,billions of us dollars (USD),36.3821
2003,nv,utl,billions of us dollars (USD),10.4727
2003,nv,hea,billions of us dollars (USD),7.3453
2003,nv,trn,billions of us dollars (USD),1.8039
2003,nv,rsr,billions of us dollars (USD),2.211
2003,nv,htl,billions of us dollars (USD),3.0069
2003,nv,fsr,billions of us dollars (USD),7.4855
2003,nv,osr,billions of us dollars (USD),4.0569
2003,nv,npish,billions of us dollars (USD),0.854
2003,nv,npi,billions of us dollars (USD),4.387
2003,nv,nps,billions of us dollars (USD),3.533
2003,nh,pce,billions of us dollars (USD),41.1513
2003,nh,gds,billions of us dollars (USD),14.8829
2003,nh,dur,billions of us dollars (USD),5.1616
2003,nh,mvp,billions of us dollars (USD),2.1144
2003,nh,hdr,billions of us dollars (USD),1.1458
2003,nh,rec,billions of us dollars (USD),1.1197
2003,nh,odg,billions of us dollars (USD),0.7816
2003,nh,ndr,billions of us dollars (USD),9.7213
2003,nh,foo,billions of us dollars (USD),3.4931
2003,nh,clo,billions of us dollars (USD),1.7212
2003,nh,enr,billions of us dollars (USD),1.4121
2003,nh,ong,billions of us dollars (USD),3.0949
2003,nh,ser,billions of us dollars (USD),26.2684
2003,nh,hce,billions of us dollars (USD),24.7124
2003,nh,utl,billions of us dollars (USD),7.5704
2003,nh,hea,billions of us dollars (USD),5.7121
2003,nh,trn,billions of us dollars (USD),1.3493
2003,nh,rsr,billions of us dollars (USD),1.5496
2003,nh,htl,billions of us dollars (USD),2.2646
2003,nh,fsr,billions of us dollars (USD),3.0234
2003,nh,osr,billions of us dollars (USD),3.2429
2003,nh,npish,billions of us dollars (USD),1.556
2003,nh,npi,billions of us dollars (USD),4.377
2003,nh,nps,billions of us dollars (USD),2.821
2003,nj,pce,billions of us dollars (USD),287.2481
2003,nj,gds,billions of us dollars (USD),96.752
2003,nj,dur,billions of us dollars (USD),37.4166
2003,nj,mvp,billions of us dollars (USD),12.3412
2003,nj,hdr,billions of us dollars (USD),9.3171
2003,nj,rec,billions of us dollars (USD),9.3487
2003,nj,odg,billions of us dollars (USD),6.4096
2003,nj,ndr,billions of us dollars (USD),59.3354
2003,nj,foo,billions of us dollars (USD),20.8402
2003,nj,clo,billions of us dollars (USD),11.4991
2003,nj,enr,billions of us dollars (USD),4.7787
2003,nj,ong,billions of us dollars (USD),22.2174
2003,nj,ser,billions of us dollars (USD),190.4961
2003,nj,hce,billions of us dollars (USD),178.4892
2003,nj,utl,billions of us dollars (USD),55.7276
2003,nj,hea,billions of us dollars (USD),37.2186
2003,nj,trn,billions of us dollars (USD),12.5365
2003,nj,rsr,billions of us dollars (USD),11.1354
2003,nj,htl,billions of us dollars (USD),13.6542
2003,nj,fsr,billions of us dollars (USD),20.0589
2003,nj,osr,billions of us dollars (USD),28.1581
2003,nj,npish,billions of us dollars (USD),12.0069
2003,nj,npi,billions of us dollars (USD),36.909
2003,nj,nps,billions of us dollars (USD),24.9021
2003,nm,pce,billions of us dollars (USD),41.8946
2003,nm,gds,billions of us dollars (USD),15.6886
2003,nm,dur,billions of us dollars (USD),5.965
2003,nm,mvp,billions of us dollars (USD),2.4811
2003,nm,hdr,billions of us dollars (USD),1.3088
2003,nm,rec,billions of us dollars (USD),1.2694
2003,nm,odg,billions of us dollars (USD),0.9058
2003,nm,ndr,billions of us dollars (USD),9.7236
2003,nm,foo,billions of us dollars (USD),3.4943
2003,nm,clo,billions of us dollars (USD),1.4285
2003,nm,enr,billions of us dollars (USD),1.6193
2003,nm,ong,billions of us dollars (USD),3.1815
2003,nm,ser,billions of us dollars (USD),26.206
2003,nm,hce,billions of us dollars (USD),24.992
2003,nm,utl,billions of us dollars (USD),7.2514
2003,nm,hea,billions of us dollars (USD),5.846
2003,nm,trn,billions of us dollars (USD),1.4297
2003,nm,rsr,billions of us dollars (USD),1.6872
2003,nm,htl,billions of us dollars (USD),2.9674
2003,nm,fsr,billions of us dollars (USD),2.7668
2003,nm,osr,billions of us dollars (USD),3.0435
2003,nm,npish,billions of us dollars (USD),1.214
2003,nm,npi,billions of us dollars (USD),3.848
2003,nm,nps,billions of us dollars (USD),2.634
2003,ny,pce,billions of us dollars (USD),568.6326
2003,ny,gds,billions of us dollars (USD),176.6194
2003,ny,dur,billions of us dollars (USD),54.546
2003,ny,mvp,billions of us dollars (USD),18.3594
2003,ny,hdr,billions of us dollars (USD),14.1703
2003,ny,rec,billions of us dollars (USD),14.4441
2003,ny,odg,billions of us dollars (USD),7.5721
2003,ny,ndr,billions of us dollars (USD),122.0734
2003,ny,foo,billions of us dollars (USD),34.462
2003,ny,clo,billions of us dollars (USD),25.7058
2003,ny,enr,billions of us dollars (USD),9.2224
2003,ny,ong,billions of us dollars (USD),52.6832
2003,ny,ser,billions of us dollars (USD),392.0132
2003,ny,hce,billions of us dollars (USD),374.4064
2003,ny,utl,billions of us dollars (USD),104.0858
2003,ny,hea,billions of us dollars (USD),91.4011
2003,ny,trn,billions of us dollars (USD),24.3695
2003,ny,rsr,billions of us dollars (USD),20.7639
2003,ny,htl,billions of us dollars (USD),31.249
2003,ny,fsr,billions of us dollars (USD),41.6406
2003,ny,osr,billions of us dollars (USD),60.8965
2003,ny,npish,billions of us dollars (USD),17.6069
2003,ny,npi,billions of us dollars (USD),64.797
2003,ny,nps,billions of us dollars (USD),47.1901
2003,nc,pce,billions of us dollars (USD),192.6838
2003,nc,gds,billions of us dollars (USD),77.7325
2003,nc,dur,billions of us dollars (USD),29.0892
2003,nc,mvp,billions of us dollars (USD),12.2885
2003,nc,hdr,billions of us dollars (USD),7.0361
2003,nc,rec,billions of us dollars (USD),6.7597
2003,nc,odg,billions of us dollars (USD),3.0049
2003,nc,ndr,billions of us dollars (USD),48.6434
2003,nc,foo,billions of us dollars (USD),17.0666
2003,nc,clo,billions of us dollars (USD),7.5867
2003,nc,enr,billions of us dollars (USD),6.2891
2003,nc,ong,billions of us dollars (USD),17.701
2003,nc,ser,billions of us dollars (USD),114.9513
2003,nc,hce,billions of us dollars (USD),114.3783
2003,nc,utl,billions of us dollars (USD),32.2795
2003,nc,hea,billions of us dollars (USD),31.2665
2003,nc,trn,billions of us dollars (USD),4.4189
2003,nc,rsr,billions of us dollars (USD),6.3129
2003,nc,htl,billions of us dollars (USD),12.2871
2003,nc,fsr,billions of us dollars (USD),13.3849
2003,nc,osr,billions of us dollars (USD),14.4286
2003,nc,npish,billions of us dollars (USD),0.573
2003,nc,npi,billions of us dollars (USD),13.817
2003,nc,nps,billions of us dollars (USD),13.244
2003,nd,pce,billions of us dollars (USD),16.3975
2003,nd,gds,billions of us dollars (USD),6.5993
2003,nd,dur,billions of us dollars (USD),2.5561
2003,nd,mvp,billions of us dollars (USD),0.9957
2003,nd,hdr,billions of us dollars (USD),0.5214
2003,nd,rec,billions of us dollars (USD),0.7416
2003,nd,odg,billions of us dollars (USD),0.2974
2003,nd,ndr,billions of us dollars (USD),4.0433
2003,nd,foo,billions of us dollars (USD),1.3235
2003,nd,clo,billions of us dollars (USD),0.5705
2003,nd,enr,billions of us dollars (USD),0.8115
2003,nd,ong,billions of us dollars (USD),1.3378
2003,nd,ser,billions of us dollars (USD),9.7981
2003,nd,hce,billions of us dollars (USD),9.1691
2003,nd,utl,billions of us dollars (USD),2.1407
2003,nd,hea,billions of us dollars (USD),2.7026
2003,nd,trn,billions of us dollars (USD),0.4186
2003,nd,rsr,billions of us dollars (USD),0.6337
2003,nd,htl,billions of us dollars (USD),0.9156
2003,nd,fsr,billions of us dollars (USD),1.1744
2003,nd,osr,billions of us dollars (USD),1.1836
2003,nd,npish,billions of us dollars (USD),0.629
2003,nd,npi,billions of us dollars (USD),1.674
2003,nd,nps,billions of us dollars (USD),1.045
2003,oh,pce,billions of us dollars (USD),296.1062
2003,oh,gds,billions of us dollars (USD),105.1321
2003,oh,dur,billions of us dollars (USD),38.1356
2003,oh,mvp,billions of us dollars (USD),15.4916
2003,oh,hdr,billions of us dollars (USD),8.7583
2003,oh,rec,billions of us dollars (USD),8.8237
2003,oh,odg,billions of us dollars (USD),5.062
2003,oh,ndr,billions of us dollars (USD),66.9964
2003,oh,foo,billions of us dollars (USD),23.4741
2003,oh,clo,billions of us dollars (USD),10.1908
2003,oh,enr,billions of us dollars (USD),7.6151
2003,oh,ong,billions of us dollars (USD),25.7164
2003,oh,ser,billions of us dollars (USD),190.9741
2003,oh,hce,billions of us dollars (USD),178.6922
2003,oh,utl,billions of us dollars (USD),47.8058
2003,oh,hea,billions of us dollars (USD),48.0696
2003,oh,trn,billions of us dollars (USD),11.0412
2003,oh,rsr,billions of us dollars (USD),12.5859
2003,oh,htl,billions of us dollars (USD),17.3191
2003,oh,fsr,billions of us dollars (USD),18.4344
2003,oh,osr,billions of us dollars (USD),23.4363
2003,oh,npish,billions of us dollars (USD),12.2819
2003,oh,npi,billions of us dollars (USD),35.252
2003,oh,nps,billions of us dollars (USD),22.9701
2003,ok,pce,billions of us dollars (USD),73.6472
2003,ok,gds,billions of us dollars (USD),28.4659
2003,ok,dur,billions of us dollars (USD),11.1124
2003,ok,mvp,billions of us dollars (USD),5.3148
2003,ok,hdr,billions of us dollars (USD),2.239
2003,ok,rec,billions of us dollars (USD),2.3782
2003,ok,odg,billions of us dollars (USD),1.1803
2003,ok,ndr,billions of us dollars (USD),17.3535
2003,ok,foo,billions of us dollars (USD),5.5672
2003,ok,clo,billions of us dollars (USD),2.9005
2003,ok,enr,billions of us dollars (USD),2.6032
2003,ok,ong,billions of us dollars (USD),6.2825
2003,ok,ser,billions of us dollars (USD),45.1813
2003,ok,hce,billions of us dollars (USD),43.6103
2003,ok,utl,billions of us dollars (USD),12.245
2003,ok,hea,billions of us dollars (USD),12.7157
2003,ok,trn,billions of us dollars (USD),1.6138
2003,ok,rsr,billions of us dollars (USD),2.5596
2003,ok,htl,billions of us dollars (USD),4.3399
2003,ok,fsr,billions of us dollars (USD),4.3715
2003,ok,osr,billions of us dollars (USD),5.7649
2003,ok,npish,billions of us dollars (USD),1.571
2003,ok,npi,billions of us dollars (USD),7.245
2003,ok,nps,billions of us dollars (USD),5.674
2003,or,pce,billions of us dollars (USD),93.3775
2003,or,gds,billions of us dollars (USD),32.8969
2003,or,dur,billions of us dollars (USD),12.5417
2003,or,mvp,billions of us dollars (USD),4.6098
2003,or,hdr,billions of us dollars (USD),2.9465
2003,or,rec,billions of us dollars (USD),3.7553
2003,or,odg,billions of us dollars (USD),1.2301
2003,or,ndr,billions of us dollars (USD),20.3551
2003,or,foo,billions of us dollars (USD),8.4233
2003,or,clo,billions of us dollars (USD),3.1404
2003,or,enr,billions of us dollars (USD),2.2823
2003,or,ong,billions of us dollars (USD),6.5091
2003,or,ser,billions of us dollars (USD),60.4806
2003,or,hce,billions of us dollars (USD),58.0316
2003,or,utl,billions of us dollars (USD),19.4
2003,or,hea,billions of us dollars (USD),12.8773
2003,or,trn,billions of us dollars (USD),3.3104
2003,or,rsr,billions of us dollars (USD),3.9818
2003,or,htl,billions of us dollars (USD),5.9248
2003,or,fsr,billions of us dollars (USD),5.9842
2003,or,osr,billions of us dollars (USD),6.5531
2003,or,npish,billions of us dollars (USD),2.449
2003,or,npi,billions of us dollars (USD),8.978
2003,or,nps,billions of us dollars (USD),6.529
2003,pa,pce,billions of us dollars (USD),344.7289
2003,pa,gds,billions of us dollars (USD),117.3237
2003,pa,dur,billions of us dollars (USD),42.1415
2003,pa,mvp,billions of us dollars (USD),17.1076
2003,pa,hdr,billions of us dollars (USD),9.3885
2003,pa,rec,billions of us dollars (USD),10.5858
2003,pa,odg,billions of us dollars (USD),5.0597
2003,pa,ndr,billions of us dollars (USD),75.1822
2003,pa,foo,billions of us dollars (USD),26.4161
2003,pa,clo,billions of us dollars (USD),12.3378
2003,pa,enr,billions of us dollars (USD),8.3323
2003,pa,ong,billions of us dollars (USD),28.0961
2003,pa,ser,billions of us dollars (USD),227.4052
2003,pa,hce,billions of us dollars (USD),213.4762
2003,pa,utl,billions of us dollars (USD),52.809
2003,pa,hea,billions of us dollars (USD),54.6851
2003,pa,trn,billions of us dollars (USD),12.2312
2003,pa,rsr,billions of us dollars (USD),14.6492
2003,pa,htl,billions of us dollars (USD),17.7971
2003,pa,fsr,billions of us dollars (USD),28.6718
2003,pa,osr,billions of us dollars (USD),32.6327
2003,pa,npish,billions of us dollars (USD),13.9289
2003,pa,npi,billions of us dollars (USD),40.991
2003,pa,nps,billions of us dollars (USD),27.0621
2003,ri,pce,billions of us dollars (USD),29.8961
2003,ri,gds,billions of us dollars (USD),9.6618
2003,ri,dur,billions of us dollars (USD),3.1252
2003,ri,mvp,billions of us dollars (USD),1.2994
2003,ri,hdr,billions of us dollars (USD),0.706
2003,ri,rec,billions of us dollars (USD),0.7328
2003,ri,odg,billions of us dollars (USD),0.3871
2003,ri,ndr,billions of us dollars (USD),6.5366
2003,ri,foo,billions of us dollars (USD),2.2489
2003,ri,clo,billions of us dollars (USD),0.9715
2003,ri,enr,billions of us dollars (USD),0.7934
2003,ri,ong,billions of us dollars (USD),2.5228
2003,ri,ser,billions of us dollars (USD),20.2342
2003,ri,hce,billions of us dollars (USD),18.9332
2003,ri,utl,billions of us dollars (USD),5.5922
2003,ri,hea,billions of us dollars (USD),4.742
2003,ri,trn,billions of us dollars (USD),0.8425
2003,ri,rsr,billions of us dollars (USD),0.9975
2003,ri,htl,billions of us dollars (USD),2.0173
2003,ri,fsr,billions of us dollars (USD),1.9655
2003,ri,osr,billions of us dollars (USD),2.7764
2003,ri,npish,billions of us dollars (USD),1.301
2003,ri,npi,billions of us dollars (USD),3.6
2003,ri,nps,billions of us dollars (USD),2.299
2003,sc,pce,billions of us dollars (USD),93.1247
2003,sc,gds,billions of us dollars (USD),36.685
2003,sc,dur,billions of us dollars (USD),12.6993
