yr,r,n,units,value
2012,or,11199,billions of us dollars (USD),0.738324
2012,or,112,billions of us dollars (USD),0.09472
2012,or,1121,billions of us dollars (USD),0.088176
2012,or,11211,billions of us dollars (USD),0.078788
2012,or,112111,billions of us dollars (USD),0.074389
2012,or,112112,billions of us dollars (USD),0.004399
2012,or,11212,billions of us dollars (USD),0.009388
2012,or,1122,billions of us dollars (USD),0.0
2012,or,1123,billions of us dollars (USD),0.001863
2012,or,11231,billions of us dollars (USD),0.0
2012,or,11232,billions of us dollars (USD),0.001273
2012,or,11234,billions of us dollars (USD),0.0
2012,or,11239,billions of us dollars (USD),0.0
2012,or,1124,billions of us dollars (USD),0.00117
2012,or,11241,billions of us dollars (USD),0.001083
2012,or,11242,billions of us dollars (USD),8.7e-5
2012,or,1125,billions of us dollars (USD),0.0
2012,or,1129,billions of us dollars (USD),0.003181
2012,or,11291,billions of us dollars (USD),8.9e-5
2012,or,11292,billions of us dollars (USD),0.000169
2012,or,11293,billions of us dollars (USD),6.1e-5
2012,or,11299,billions of us dollars (USD),0.002862
2012,pa,111,billions of us dollars (USD),2.293481
2012,pa,1111,billions of us dollars (USD),0.854474
2012,pa,11111,billions of us dollars (USD),0.056392
2012,pa,11113,billions of us dollars (USD),0.0
2012,pa,11114,billions of us dollars (USD),0.0
2012,pa,11115,billions of us dollars (USD),0.50477
2012,pa,11119,billions of us dollars (USD),0.290063
2012,pa,1112,billions of us dollars (USD),0.104795
2012,pa,111211,billions of us dollars (USD),0.015989
2012,pa,111219,billions of us dollars (USD),0.088806
2012,pa,1113,billions of us dollars (USD),0.154531
2012,pa,11133,billions of us dollars (USD),0.154531
2012,pa,111331,billions of us dollars (USD),0.099753
2012,pa,111332,billions of us dollars (USD),0.0
2012,pa,111333,billions of us dollars (USD),0.0
2012,pa,111334,billions of us dollars (USD),0.004141
2012,pa,111335,billions of us dollars (USD),0.0
2012,pa,111336,billions of us dollars (USD),0.000135
2012,pa,111339,billions of us dollars (USD),0.02407
2012,pa,1114,billions of us dollars (USD),0.957073
2012,pa,11141,billions of us dollars (USD),0.597221
2012,pa,11142,billions of us dollars (USD),0.359852
2012,pa,111421,billions of us dollars (USD),0.156369
2012,pa,111422,billions of us dollars (USD),0.203482
2012,pa,1119,billions of us dollars (USD),0.222609
2012,pa,11191,billions of us dollars (USD),0.007372
2012,pa,11194,billions of us dollars (USD),0.134843
2012,pa,11199,billions of us dollars (USD),0.080394
2012,pa,112,billions of us dollars (USD),0.48943
2012,pa,1121,billions of us dollars (USD),0.353578
2012,pa,11211,billions of us dollars (USD),0.088035
2012,pa,112111,billions of us dollars (USD),0.052032
2012,pa,112112,billions of us dollars (USD),0.036003
2012,pa,11212,billions of us dollars (USD),0.265544
2012,pa,1122,billions of us dollars (USD),0.03873
2012,pa,1123,billions of us dollars (USD),0.077395
2012,pa,11231,billions of us dollars (USD),0.035951
2012,pa,11232,billions of us dollars (USD),0.023721
2012,pa,11233,billions of us dollars (USD),0.009743
2012,pa,11234,billions of us dollars (USD),0.0
2012,pa,11239,billions of us dollars (USD),0.0
2012,pa,1124,billions of us dollars (USD),0.001157
2012,pa,11241,billions of us dollars (USD),0.000865
2012,pa,11242,billions of us dollars (USD),0.000292
2012,pa,1125,billions of us dollars (USD),0.000123
2012,pa,1129,billions of us dollars (USD),0.018445
2012,pa,11291,billions of us dollars (USD),4.4e-5
2012,pa,11292,billions of us dollars (USD),0.00049
2012,pa,11293,billions of us dollars (USD),2.0e-6
2012,pa,11299,billions of us dollars (USD),0.017909
2012,ri,111,billions of us dollars (USD),0.048533
2012,ri,1111,billions of us dollars (USD),0.000387
2012,ri,11114,billions of us dollars (USD),0.000348
2012,ri,11115,billions of us dollars (USD),3.9e-5
2012,ri,1112,billions of us dollars (USD),0.0
2012,ri,111211,billions of us dollars (USD),0.002123
2012,ri,111219,billions of us dollars (USD),0.0
2012,ri,1113,billions of us dollars (USD),0.0
2012,ri,11133,billions of us dollars (USD),0.0
2012,ri,111331,billions of us dollars (USD),0.0
2012,ri,111332,billions of us dollars (USD),0.0
2012,ri,111334,billions of us dollars (USD),0.002246
2012,ri,111339,billions of us dollars (USD),0.0
2012,ri,1114,billions of us dollars (USD),0.032669
2012,ri,11141,billions of us dollars (USD),0.000386
2012,ri,11142,billions of us dollars (USD),0.032284
2012,ri,111421,billions of us dollars (USD),0.024436
2012,ri,111422,billions of us dollars (USD),0.007848
2012,ri,1119,billions of us dollars (USD),0.0
2012,ri,11194,billions of us dollars (USD),0.0
2012,ri,11199,billions of us dollars (USD),0.000985
2012,ri,112,billions of us dollars (USD),0.000448
2012,ri,1121,billions of us dollars (USD),0.000402
2012,ri,11211,billions of us dollars (USD),4.7e-5
2012,ri,112111,billions of us dollars (USD),4.7e-5
2012,ri,11212,billions of us dollars (USD),0.000355
2012,ri,1122,billions of us dollars (USD),2.0e-6
2012,ri,1123,billions of us dollars (USD),1.0e-6
2012,ri,11239,billions of us dollars (USD),1.0e-6
2012,ri,1124,billions of us dollars (USD),0.0
2012,ri,11241,billions of us dollars (USD),0.0
2012,ri,1125,billions of us dollars (USD),0.0
2012,ri,1129,billions of us dollars (USD),0.0
2012,ri,11292,billions of us dollars (USD),0.0
2012,ri,11299,billions of us dollars (USD),1.2e-5
2012,sc,111,billions of us dollars (USD),1.229712
2012,sc,1111,billions of us dollars (USD),0.405109
2012,sc,11111,billions of us dollars (USD),0.043637
2012,sc,11114,billions of us dollars (USD),0.0
2012,sc,11115,billions of us dollars (USD),0.133232
2012,sc,11116,billions of us dollars (USD),0.0
2012,sc,11119,billions of us dollars (USD),0.222672
2012,sc,1112,billions of us dollars (USD),0.110493
2012,sc,111211,billions of us dollars (USD),0.00206
2012,sc,111219,billions of us dollars (USD),0.108433
2012,sc,1113,billions of us dollars (USD),0.069653
2012,sc,11133,billions of us dollars (USD),0.069653
2012,sc,111331,billions of us dollars (USD),0.001168
2012,sc,111332,billions of us dollars (USD),0.0
2012,sc,111333,billions of us dollars (USD),0.0
2012,sc,111334,billions of us dollars (USD),0.002697
2012,sc,111335,billions of us dollars (USD),0.004259
2012,sc,111336,billions of us dollars (USD),0.000285
2012,sc,111339,billions of us dollars (USD),0.059279
2012,sc,1114,billions of us dollars (USD),0.163846
2012,sc,11141,billions of us dollars (USD),0.0
2012,sc,11142,billions of us dollars (USD),0.0
2012,sc,111421,billions of us dollars (USD),0.090178
2012,sc,111422,billions of us dollars (USD),0.0
2012,sc,1119,billions of us dollars (USD),0.48061
2012,sc,11191,billions of us dollars (USD),0.0
2012,sc,11192,billions of us dollars (USD),0.0
2012,sc,11194,billions of us dollars (USD),0.032718
2012,sc,11199,billions of us dollars (USD),0.288643
2012,sc,112,billions of us dollars (USD),0.063846
2012,sc,1121,billions of us dollars (USD),0.011287
2012,sc,11211,billions of us dollars (USD),0.004997
2012,sc,112111,billions of us dollars (USD),0.004997
2012,sc,11212,billions of us dollars (USD),0.00629
2012,sc,1122,billions of us dollars (USD),0.0
2012,sc,1123,billions of us dollars (USD),0.047176
2012,sc,11231,billions of us dollars (USD),0.0
2012,sc,11232,billions of us dollars (USD),0.029527
2012,sc,11233,billions of us dollars (USD),0.013027
2012,sc,11239,billions of us dollars (USD),0.0
2012,sc,1124,billions of us dollars (USD),9.6e-5
2012,sc,11241,billions of us dollars (USD),0.0
2012,sc,11242,billions of us dollars (USD),0.0
2012,sc,1125,billions of us dollars (USD),0.0
2012,sc,1129,billions of us dollars (USD),0.001582
2012,sc,11291,billions of us dollars (USD),1.3e-5
2012,sc,11292,billions of us dollars (USD),0.000517
2012,sc,11299,billions of us dollars (USD),0.001052
2012,sd,111,billions of us dollars (USD),5.374726
2012,sd,1111,billions of us dollars (USD),5.197596
2012,sd,11111,billions of us dollars (USD),0.344115
2012,sd,11112,billions of us dollars (USD),0.0
2012,sd,11113,billions of us dollars (USD),0.0
2012,sd,11114,billions of us dollars (USD),0.289484
2012,sd,11115,billions of us dollars (USD),2.641313
2012,sd,11119,billions of us dollars (USD),1.890625
2012,sd,1112,billions of us dollars (USD),0.001543
2012,sd,111211,billions of us dollars (USD),2.2e-5
2012,sd,111219,billions of us dollars (USD),0.001521
2012,sd,1113,billions of us dollars (USD),0.000783
2012,sd,11133,billions of us dollars (USD),0.000783
2012,sd,111331,billions of us dollars (USD),0.0
2012,sd,111332,billions of us dollars (USD),0.000145
2012,sd,111334,billions of us dollars (USD),0.0
2012,sd,111339,billions of us dollars (USD),0.0
2012,sd,1114,billions of us dollars (USD),0.014191
2012,sd,11141,billions of us dollars (USD),0.0
2012,sd,11142,billions of us dollars (USD),0.0
2012,sd,111421,billions of us dollars (USD),0.005979
2012,sd,111422,billions of us dollars (USD),0.0
2012,sd,1119,billions of us dollars (USD),0.160612
2012,sd,11194,billions of us dollars (USD),0.062618
2012,sd,11199,billions of us dollars (USD),0.097994
2012,sd,112,billions of us dollars (USD),0.698197
2012,sd,1121,billions of us dollars (USD),0.53931
2012,sd,11211,billions of us dollars (USD),0.511244
2012,sd,112111,billions of us dollars (USD),0.367935
2012,sd,112112,billions of us dollars (USD),0.143309
2012,sd,11212,billions of us dollars (USD),0.028065
2012,sd,1122,billions of us dollars (USD),0.056282
2012,sd,1123,billions of us dollars (USD),0.021073
2012,sd,11231,billions of us dollars (USD),3.0e-6
2012,sd,11233,billions of us dollars (USD),0.017787
2012,sd,11239,billions of us dollars (USD),0.003282
2012,sd,1124,billions of us dollars (USD),0.0
2012,sd,11241,billions of us dollars (USD),0.002283
2012,sd,11242,billions of us dollars (USD),0.0
2012,sd,1125,billions of us dollars (USD),0.0
2012,sd,1129,billions of us dollars (USD),0.079207
2012,sd,11291,billions of us dollars (USD),7.9e-5
2012,sd,11292,billions of us dollars (USD),0.000551
2012,sd,11299,billions of us dollars (USD),0.078578
2012,tn,111,billions of us dollars (USD),2.035297
2012,tn,1111,billions of us dollars (USD),1.344839
2012,tn,11111,billions of us dollars (USD),0.380234
2012,tn,11112,billions of us dollars (USD),0.0
2012,tn,11114,billions of us dollars (USD),0.0
2012,tn,11115,billions of us dollars (USD),0.301088
2012,tn,11116,billions of us dollars (USD),0.0
2012,tn,11119,billions of us dollars (USD),0.65725
2012,tn,1112,billions of us dollars (USD),0.077453
2012,tn,111211,billions of us dollars (USD),0.000248
2012,tn,111219,billions of us dollars (USD),0.077205
2012,tn,1113,billions of us dollars (USD),0.006639
2012,tn,11133,billions of us dollars (USD),0.006639
2012,tn,111331,billions of us dollars (USD),0.0
2012,tn,111332,billions of us dollars (USD),0.001149
2012,tn,111333,billions of us dollars (USD),0.000728
2012,tn,111334,billions of us dollars (USD),0.000507
2012,tn,111335,billions of us dollars (USD),0.0
2012,tn,111336,billions of us dollars (USD),0.0
2012,tn,111339,billions of us dollars (USD),0.003827
2012,tn,1114,billions of us dollars (USD),0.291948
2012,tn,11141,billions of us dollars (USD),0.0
2012,tn,11142,billions of us dollars (USD),0.0
2012,tn,111421,billions of us dollars (USD),0.153166
2012,tn,111422,billions of us dollars (USD),0.0
2012,tn,1119,billions of us dollars (USD),0.314419
2012,tn,11191,billions of us dollars (USD),0.09042
2012,tn,11192,billions of us dollars (USD),0.172318
2012,tn,11194,billions of us dollars (USD),0.033913
2012,tn,11199,billions of us dollars (USD),0.017767
2012,tn,112,billions of us dollars (USD),0.051175
2012,tn,1121,billions of us dollars (USD),0.038663
2012,tn,11211,billions of us dollars (USD),0.027263
2012,tn,112111,billions of us dollars (USD),0.026043
2012,tn,112112,billions of us dollars (USD),0.00122
2012,tn,11212,billions of us dollars (USD),0.011399
2012,tn,1122,billions of us dollars (USD),0.0
2012,tn,1123,billions of us dollars (USD),0.007285
2012,tn,11231,billions of us dollars (USD),0.000937
2012,tn,11232,billions of us dollars (USD),0.006189
2012,tn,11239,billions of us dollars (USD),0.000159
2012,tn,1124,billions of us dollars (USD),0.000261
2012,tn,11241,billions of us dollars (USD),0.000173
2012,tn,11242,billions of us dollars (USD),8.7e-5
2012,tn,1125,billions of us dollars (USD),0.0
2012,tn,1129,billions of us dollars (USD),0.003042
2012,tn,11291,billions of us dollars (USD),0.0
2012,tn,11292,billions of us dollars (USD),0.000502
2012,tn,11293,billions of us dollars (USD),0.0
2012,tn,11299,billions of us dollars (USD),0.002512
2012,tx,111,billions of us dollars (USD),6.965583
2012,tx,1111,billions of us dollars (USD),2.837252
2012,tx,11111,billions of us dollars (USD),0.01024
2012,tx,11112,billions of us dollars (USD),0.0
2012,tx,11113,billions of us dollars (USD),0.0
2012,tx,11114,billions of us dollars (USD),0.286345
2012,tx,11115,billions of us dollars (USD),1.228176
2012,tx,11116,billions of us dollars (USD),0.126443
2012,tx,11119,billions of us dollars (USD),1.175585
2012,tx,1112,billions of us dollars (USD),0.445883
2012,tx,111211,billions of us dollars (USD),0.097251
2012,tx,111219,billions of us dollars (USD),0.348632
2012,tx,1113,billions of us dollars (USD),0.227399
2012,tx,11131,billions of us dollars (USD),0.0
2012,tx,11132,billions of us dollars (USD),0.0
2012,tx,11133,billions of us dollars (USD),0.170213
2012,tx,111331,billions of us dollars (USD),0.000203
2012,tx,111332,billions of us dollars (USD),0.014677
2012,tx,111333,billions of us dollars (USD),6.0e-5
2012,tx,111334,billions of us dollars (USD),0.006391
2012,tx,111335,billions of us dollars (USD),0.133249
2012,tx,111336,billions of us dollars (USD),0.001874
2012,tx,111339,billions of us dollars (USD),0.01376
2012,tx,1114,billions of us dollars (USD),1.01091
2012,tx,11141,billions of us dollars (USD),0.0
2012,tx,11142,billions of us dollars (USD),0.0
2012,tx,111421,billions of us dollars (USD),0.550258
2012,tx,111422,billions of us dollars (USD),0.0
2012,tx,1119,billions of us dollars (USD),2.444139
2012,tx,11192,billions of us dollars (USD),1.368099
2012,tx,11193,billions of us dollars (USD),0.0
2012,tx,11194,billions of us dollars (USD),0.0
2012,tx,11199,billions of us dollars (USD),0.593599
2012,tx,112,billions of us dollars (USD),0.401409
2012,tx,1121,billions of us dollars (USD),0.366066
2012,tx,11211,billions of us dollars (USD),0.347707
2012,tx,112111,billions of us dollars (USD),0.307268
2012,tx,112112,billions of us dollars (USD),0.040439
2012,tx,11212,billions of us dollars (USD),0.018359
2012,tx,1122,billions of us dollars (USD),0.0014
2012,tx,1123,billions of us dollars (USD),0.009071
2012,tx,11231,billions of us dollars (USD),0.002385
2012,tx,11232,billions of us dollars (USD),0.006275
2012,tx,11233,billions of us dollars (USD),0.000145
2012,tx,11239,billions of us dollars (USD),0.000266
2012,tx,1124,billions of us dollars (USD),0.003311
2012,tx,11241,billions of us dollars (USD),0.002181
2012,tx,11242,billions of us dollars (USD),0.00113
2012,tx,1125,billions of us dollars (USD),0.000717
2012,tx,1129,billions of us dollars (USD),0.020843
2012,tx,11291,billions of us dollars (USD),0.0
2012,tx,11292,billions of us dollars (USD),0.001843
2012,tx,11293,billions of us dollars (USD),0.0
2012,tx,11299,billions of us dollars (USD),0.018984
2012,ut,111,billions of us dollars (USD),0.510821
2012,ut,1111,billions of us dollars (USD),0.073162
2012,ut,11112,billions of us dollars (USD),0.0
2012,ut,11114,billions of us dollars (USD),0.0
2012,ut,11115,billions of us dollars (USD),0.028855
2012,ut,11119,billions of us dollars (USD),0.024134
2012,ut,1112,billions of us dollars (USD),0.01509
2012,ut,111211,billions of us dollars (USD),0.0
2012,ut,111219,billions of us dollars (USD),0.0
2012,ut,1113,billions of us dollars (USD),0.030878
2012,ut,11133,billions of us dollars (USD),0.030878
2012,ut,111331,billions of us dollars (USD),0.002702
2012,ut,111332,billions of us dollars (USD),9.7e-5
2012,ut,111334,billions of us dollars (USD),0.0
2012,ut,111335,billions of us dollars (USD),0.0
2012,ut,111336,billions of us dollars (USD),0.0
2012,ut,111339,billions of us dollars (USD),0.027602
2012,ut,1114,billions of us dollars (USD),0.108987
2012,ut,11141,billions of us dollars (USD),0.0
2012,ut,11142,billions of us dollars (USD),0.0
2012,ut,111421,billions of us dollars (USD),0.0
2012,ut,111422,billions of us dollars (USD),0.072637
2012,ut,1119,billions of us dollars (USD),0.282705
2012,ut,11194,billions of us dollars (USD),0.251476
2012,ut,11199,billions of us dollars (USD),0.031228
2012,ut,112,billions of us dollars (USD),0.063277
2012,ut,1121,billions of us dollars (USD),0.053855
2012,ut,11211,billions of us dollars (USD),0.037499
2012,ut,112111,billions of us dollars (USD),0.032075
2012,ut,112112,billions of us dollars (USD),0.005424
2012,ut,11212,billions of us dollars (USD),0.016355
2012,ut,1122,billions of us dollars (USD),0.0
2012,ut,1123,billions of us dollars (USD),0.00198
2012,ut,11231,billions of us dollars (USD),0.0
2012,ut,11233,billions of us dollars (USD),0.001756
2012,ut,11239,billions of us dollars (USD),0.0
2012,ut,1124,billions of us dollars (USD),0.002982
2012,ut,11241,billions of us dollars (USD),0.002976
2012,ut,11242,billions of us dollars (USD),6.0e-6
2012,ut,1125,billions of us dollars (USD),0.0
2012,ut,1129,billions of us dollars (USD),0.002891
2012,ut,11291,billions of us dollars (USD),0.0
2012,ut,11292,billions of us dollars (USD),0.000229
2012,ut,11293,billions of us dollars (USD),0.0
2012,ut,11299,billions of us dollars (USD),0.002653
2012,vt,111,billions of us dollars (USD),0.122904
2012,vt,1111,billions of us dollars (USD),0.006602
2012,vt,11111,billions of us dollars (USD),0.0
2012,vt,11113,billions of us dollars (USD),0.0
2012,vt,11114,billions of us dollars (USD),0.0
2012,vt,11115,billions of us dollars (USD),0.0
2012,vt,11119,billions of us dollars (USD),0.0
2012,vt,1112,billions of us dollars (USD),0.018888
2012,vt,111211,billions of us dollars (USD),0.0
2012,vt,111219,billions of us dollars (USD),0.0
2012,vt,1113,billions of us dollars (USD),0.010994
2012,vt,11133,billions of us dollars (USD),0.010994
2012,vt,111331,billions of us dollars (USD),0.008738
2012,vt,111332,billions of us dollars (USD),0.000343
2012,vt,111333,billions of us dollars (USD),5.2e-5
2012,vt,111334,billions of us dollars (USD),0.00091
2012,vt,111339,billions of us dollars (USD),0.000952
2012,vt,1114,billions of us dollars (USD),0.02567
2012,vt,11141,billions of us dollars (USD),0.003851
2012,vt,11142,billions of us dollars (USD),0.021819
2012,vt,111421,billions of us dollars (USD),0.007882
2012,vt,111422,billions of us dollars (USD),0.013937
2012,vt,1119,billions of us dollars (USD),0.06075
2012,vt,11194,billions of us dollars (USD),0.022215
2012,vt,11199,billions of us dollars (USD),0.038534
2012,vt,112,billions of us dollars (USD),0.054822
2012,vt,1121,billions of us dollars (USD),0.053399
2012,vt,11211,billions of us dollars (USD),0.003509
2012,vt,112111,billions of us dollars (USD),0.0
2012,vt,112112,billions of us dollars (USD),0.0
2012,vt,11212,billions of us dollars (USD),0.04989
2012,vt,1122,billions of us dollars (USD),1.1e-5
2012,vt,1123,billions of us dollars (USD),0.000346
2012,vt,11231,billions of us dollars (USD),4.0e-5
2012,vt,11233,billions of us dollars (USD),0.0
2012,vt,11239,billions of us dollars (USD),0.0
2012,vt,1124,billions of us dollars (USD),0.000518
2012,vt,11241,billions of us dollars (USD),0.000477
2012,vt,11242,billions of us dollars (USD),4.1e-5
2012,vt,1129,billions of us dollars (USD),0.000549
2012,vt,11291,billions of us dollars (USD),9.0e-6
2012,vt,11292,billions of us dollars (USD),0.000202
2012,vt,11299,billions of us dollars (USD),0.000338
2012,va,111,billions of us dollars (USD),1.241826
2012,va,1111,billions of us dollars (USD),0.537431
2012,va,11111,billions of us dollars (USD),0.155405
2012,va,11114,billions of us dollars (USD),0.002904
2012,va,11115,billions of us dollars (USD),0.08994
2012,va,11119,billions of us dollars (USD),0.289181
2012,va,1112,billions of us dollars (USD),0.085355
2012,va,111211,billions of us dollars (USD),0.008104
2012,va,111219,billions of us dollars (USD),0.077251
2012,va,1113,billions of us dollars (USD),0.062335
2012,va,11133,billions of us dollars (USD),0.062335
2012,va,111331,billions of us dollars (USD),0.046217
2012,va,111332,billions of us dollars (USD),0.009466
2012,va,111333,billions of us dollars (USD),0.0
2012,va,111334,billions of us dollars (USD),0.001755
2012,va,111335,billions of us dollars (USD),0.000271
2012,va,111336,billions of us dollars (USD),0.0
2012,va,111339,billions of us dollars (USD),0.004337
2012,va,1114,billions of us dollars (USD),0.250354
2012,va,11141,billions of us dollars (USD),0.002853
2012,va,11142,billions of us dollars (USD),0.247501
2012,va,111421,billions of us dollars (USD),0.12386
2012,va,111422,billions of us dollars (USD),0.123641
2012,va,1119,billions of us dollars (USD),0.306352
2012,va,11191,billions of us dollars (USD),0.104798
2012,va,11192,billions of us dollars (USD),0.045311
2012,va,11194,billions of us dollars (USD),0.074364
2012,va,11199,billions of us dollars (USD),0.08188
2012,va,112,billions of us dollars (USD),0.11832
2012,va,1121,billions of us dollars (USD),0.086818
2012,va,11211,billions of us dollars (USD),0.049189
2012,va,112111,billions of us dollars (USD),0.044019
2012,va,112112,billions of us dollars (USD),0.005171
2012,va,11212,billions of us dollars (USD),0.037629
2012,va,1122,billions of us dollars (USD),0.0
2012,va,1123,billions of us dollars (USD),0.024997
2012,va,11231,billions of us dollars (USD),0.0
2012,va,11232,billions of us dollars (USD),0.008299
2012,va,11233,billions of us dollars (USD),0.007568
2012,va,11234,billions of us dollars (USD),0.0
2012,va,11239,billions of us dollars (USD),0.006875
2012,va,1124,billions of us dollars (USD),0.000307
2012,va,11241,billions of us dollars (USD),0.000183
2012,va,11242,billions of us dollars (USD),0.000123
2012,va,1125,billions of us dollars (USD),0.0
2012,va,1129,billions of us dollars (USD),0.003481
2012,va,11291,billions of us dollars (USD),0.0
2012,va,11292,billions of us dollars (USD),0.000597
2012,va,11293,billions of us dollars (USD),0.0
2012,va,11299,billions of us dollars (USD),0.002806
2012,wa,111,billions of us dollars (USD),6.429368
2012,wa,1111,billions of us dollars (USD),1.234784
2012,wa,11112,billions of us dollars (USD),0.007977
2012,wa,11113,billions of us dollars (USD),0.018699
2012,wa,11114,billions of us dollars (USD),1.003102
2012,wa,11115,billions of us dollars (USD),0.102238
2012,wa,11119,billions of us dollars (USD),0.102769
2012,wa,1112,billions of us dollars (USD),1.148616
2012,wa,111211,billions of us dollars (USD),0.591775
2012,wa,111219,billions of us dollars (USD),0.556841
2012,wa,1113,billions of us dollars (USD),2.880249
2012,wa,11133,billions of us dollars (USD),2.880249
2012,wa,111331,billions of us dollars (USD),2.082056
2012,wa,111332,billions of us dollars (USD),0.164647
2012,wa,111333,billions of us dollars (USD),0.0
2012,wa,111334,billions of us dollars (USD),0.108656
2012,wa,111335,billions of us dollars (USD),0.0
2012,wa,111336,billions of us dollars (USD),0.00029
2012,wa,111339,billions of us dollars (USD),0.520634
2012,wa,1114,billions of us dollars (USD),0.350746
2012,wa,11141,billions of us dollars (USD),0.023222
2012,wa,11142,billions of us dollars (USD),0.327524
2012,wa,111421,billions of us dollars (USD),0.18791
2012,wa,111422,billions of us dollars (USD),0.139614
2012,wa,1119,billions of us dollars (USD),0.814973
2012,wa,11194,billions of us dollars (USD),0.297356
2012,wa,11199,billions of us dollars (USD),0.517617
2012,wa,112,billions of us dollars (USD),0.062674
2012,wa,1121,billions of us dollars (USD),0.058938
2012,wa,11211,billions of us dollars (USD),0.032234
2012,wa,112111,billions of us dollars (USD),0.030183
2012,wa,112112,billions of us dollars (USD),0.002052
2012,wa,11212,billions of us dollars (USD),0.026704
2012,wa,1122,billions of us dollars (USD),3.5e-5
2012,wa,1123,billions of us dollars (USD),0.001277
2012,wa,11231,billions of us dollars (USD),0.0
2012,wa,11232,billions of us dollars (USD),0.0
2012,wa,11233,billions of us dollars (USD),0.0
2012,wa,11239,billions of us dollars (USD),0.000265
2012,wa,1124,billions of us dollars (USD),0.000289
2012,wa,11241,billions of us dollars (USD),0.000188
2012,wa,11242,billions of us dollars (USD),0.000101
2012,wa,1125,billions of us dollars (USD),6.6e-5
2012,wa,1129,billions of us dollars (USD),0.002069
2012,wa,11291,billions of us dollars (USD),0.000972
2012,wa,11292,billions of us dollars (USD),0.0
2012,wa,11293,billions of us dollars (USD),0.0
2012,wa,11299,billions of us dollars (USD),0.000999
2012,wv,111,billions of us dollars (USD),0.120533
2012,wv,1111,billions of us dollars (USD),0.029671
2012,wv,11111,billions of us dollars (USD),0.0
2012,wv,11114,billions of us dollars (USD),0.0
2012,wv,11115,billions of us dollars (USD),0.015718
2012,wv,11119,billions of us dollars (USD),0.009522
2012,wv,1112,billions of us dollars (USD),0.008236
2012,wv,111211,billions of us dollars (USD),0.000345
2012,wv,111219,billions of us dollars (USD),0.007891
2012,wv,1113,billions of us dollars (USD),0.025776
2012,wv,11133,billions of us dollars (USD),0.025776
2012,wv,111331,billions of us dollars (USD),0.023473
2012,wv,111332,billions of us dollars (USD),0.0
2012,wv,111333,billions of us dollars (USD),0.0
2012,wv,111334,billions of us dollars (USD),0.000778
2012,wv,111335,billions of us dollars (USD),1.4e-5
2012,wv,111336,billions of us dollars (USD),0.0
2012,wv,111339,billions of us dollars (USD),0.00103
2012,wv,1114,billions of us dollars (USD),0.032515
2012,wv,11141,billions of us dollars (USD),0.001354
2012,wv,11142,billions of us dollars (USD),0.031161
2012,wv,111421,billions of us dollars (USD),0.019383
2012,wv,111422,billions of us dollars (USD),0.011778
2012,wv,1119,billions of us dollars (USD),0.024336
2012,wv,11191,billions of us dollars (USD),0.000118
2012,wv,11194,billions of us dollars (USD),0.022324
2012,wv,11199,billions of us dollars (USD),0.001894
2012,wv,112,billions of us dollars (USD),0.018559
2012,wv,1121,billions of us dollars (USD),0.015263
2012,wv,11211,billions of us dollars (USD),0.011431
2012,wv,112111,billions of us dollars (USD),0.011162
2012,wv,112112,billions of us dollars (USD),0.000269
2012,wv,11212,billions of us dollars (USD),0.003832
2012,wv,1122,billions of us dollars (USD),1.7e-5
2012,wv,1123,billions of us dollars (USD),0.002246
2012,wv,11231,billions of us dollars (USD),0.000356
2012,wv,11232,billions of us dollars (USD),0.001273
2012,wv,11233,billions of us dollars (USD),0.000552
2012,wv,11239,billions of us dollars (USD),6.6e-5
2012,wv,1124,billions of us dollars (USD),0.00015
2012,wv,11241,billions of us dollars (USD),0.000115
2012,wv,11242,billions of us dollars (USD),3.5e-5
2012,wv,1125,billions of us dollars (USD),5.0e-6
2012,wv,1129,billions of us dollars (USD),0.000878
2012,wv,11291,billions of us dollars (USD),0.0
2012,wv,11292,billions of us dollars (USD),0.000108
2012,wv,11293,billions of us dollars (USD),0.0
2012,wv,11299,billions of us dollars (USD),0.000742
2012,wi,111,billions of us dollars (USD),3.759611
2012,wi,1111,billions of us dollars (USD),2.65614
2012,wi,11111,billions of us dollars (USD),0.166698
2012,wi,11112,billions of us dollars (USD),0.0
2012,wi,11113,billions of us dollars (USD),0.0
2012,wi,11114,billions of us dollars (USD),0.0
2012,wi,11115,billions of us dollars (USD),1.903262
2012,wi,11119,billions of us dollars (USD),0.577245
2012,wi,1112,billions of us dollars (USD),0.517024
2012,wi,111211,billions of us dollars (USD),0.317471
2012,wi,111219,billions of us dollars (USD),0.199552
2012,wi,1113,billions of us dollars (USD),0.220982
2012,wi,11133,billions of us dollars (USD),0.220982
2012,wi,111331,billions of us dollars (USD),0.016586
2012,wi,111332,billions of us dollars (USD),0.00118
2012,wi,111333,billions of us dollars (USD),0.00206
2012,wi,111334,billions of us dollars (USD),0.196587
2012,wi,111335,billions of us dollars (USD),0.0
2012,wi,111336,billions of us dollars (USD),0.0
2012,wi,111339,billions of us dollars (USD),0.004401
2012,wi,1114,billions of us dollars (USD),0.209612
2012,wi,11141,billions of us dollars (USD),0.006342
2012,wi,11142,billions of us dollars (USD),0.20327
2012,wi,111421,billions of us dollars (USD),0.09701
2012,wi,111422,billions of us dollars (USD),0.10626
2012,wi,1119,billions of us dollars (USD),0.155853
2012,wi,11191,billions of us dollars (USD),0.0
2012,wi,11194,billions of us dollars (USD),0.0
2012,wi,11199,billions of us dollars (USD),0.095778
