yr,r,n,units,value
2012,il,111336,billions of us dollars (USD),2.2e-5
2012,il,111339,billions of us dollars (USD),0.010173
2012,il,1114,billions of us dollars (USD),0.326744
2012,il,11141,billions of us dollars (USD),0.0
2012,il,11142,billions of us dollars (USD),0.0
2012,il,111421,billions of us dollars (USD),0.0
2012,il,111422,billions of us dollars (USD),0.157979
2012,il,1119,billions of us dollars (USD),0.064886
2012,il,11191,billions of us dollars (USD),0.0
2012,il,11194,billions of us dollars (USD),0.0
2012,il,11199,billions of us dollars (USD),0.041164
2012,il,112,billions of us dollars (USD),0.482067
2012,il,1121,billions of us dollars (USD),0.252212
2012,il,11211,billions of us dollars (USD),0.190461
2012,il,112111,billions of us dollars (USD),0.061408
2012,il,112112,billions of us dollars (USD),0.129054
2012,il,11212,billions of us dollars (USD),0.061751
2012,il,1122,billions of us dollars (USD),0.205227
2012,il,1123,billions of us dollars (USD),0.0
2012,il,11231,billions of us dollars (USD),0.001339
2012,il,11232,billions of us dollars (USD),0.0
2012,il,11233,billions of us dollars (USD),0.001978
2012,il,11239,billions of us dollars (USD),0.000516
2012,il,1124,billions of us dollars (USD),0.0
2012,il,11241,billions of us dollars (USD),0.0
2012,il,11242,billions of us dollars (USD),0.000366
2012,il,1125,billions of us dollars (USD),0.0
2012,il,1129,billions of us dollars (USD),0.0
2012,il,11291,billions of us dollars (USD),0.0
2012,il,11292,billions of us dollars (USD),0.000626
2012,il,11293,billions of us dollars (USD),0.0
2012,il,11299,billions of us dollars (USD),0.019376
2012,in,111,billions of us dollars (USD),7.13694
2012,in,1111,billions of us dollars (USD),6.888943
2012,in,11111,billions of us dollars (USD),1.645008
2012,in,11112,billions of us dollars (USD),1.0e-5
2012,in,11114,billions of us dollars (USD),0.00524
2012,in,11115,billions of us dollars (USD),4.269989
2012,in,11119,billions of us dollars (USD),0.968697
2012,in,1112,billions of us dollars (USD),0.069509
2012,in,111211,billions of us dollars (USD),0.0
2012,in,111219,billions of us dollars (USD),0.0
2012,in,1113,billions of us dollars (USD),0.010717
2012,in,11133,billions of us dollars (USD),0.010717
2012,in,111331,billions of us dollars (USD),0.002503
2012,in,111332,billions of us dollars (USD),0.0
2012,in,111333,billions of us dollars (USD),0.000217
2012,in,111334,billions of us dollars (USD),0.002038
2012,in,111335,billions of us dollars (USD),9.5e-5
2012,in,111336,billions of us dollars (USD),0.0
2012,in,111339,billions of us dollars (USD),0.004885
2012,in,1114,billions of us dollars (USD),0.110121
2012,in,11141,billions of us dollars (USD),0.004459
2012,in,11142,billions of us dollars (USD),0.105661
2012,in,111421,billions of us dollars (USD),0.040799
2012,in,111422,billions of us dollars (USD),0.064862
2012,in,1119,billions of us dollars (USD),0.057649
2012,in,11191,billions of us dollars (USD),0.006062
2012,in,11194,billions of us dollars (USD),0.028173
2012,in,11199,billions of us dollars (USD),0.023414
2012,in,112,billions of us dollars (USD),0.393158
2012,in,1121,billions of us dollars (USD),0.107111
2012,in,11211,billions of us dollars (USD),0.038986
2012,in,112111,billions of us dollars (USD),0.023724
2012,in,112112,billions of us dollars (USD),0.015262
2012,in,11212,billions of us dollars (USD),0.068125
2012,in,1122,billions of us dollars (USD),0.219821
2012,in,1123,billions of us dollars (USD),0.050988
2012,in,11231,billions of us dollars (USD),0.022258
2012,in,11232,billions of us dollars (USD),0.0
2012,in,11233,billions of us dollars (USD),0.018505
2012,in,11234,billions of us dollars (USD),0.0
2012,in,11239,billions of us dollars (USD),0.006801
2012,in,1124,billions of us dollars (USD),0.0
2012,in,11241,billions of us dollars (USD),0.000412
2012,in,11242,billions of us dollars (USD),0.0
2012,in,1125,billions of us dollars (USD),0.0
2012,in,1129,billions of us dollars (USD),0.014688
2012,in,11291,billions of us dollars (USD),0.0
2012,in,11292,billions of us dollars (USD),0.000975
2012,in,11293,billions of us dollars (USD),0.0
2012,in,11299,billions of us dollars (USD),0.013688
2012,ia,111,billions of us dollars (USD),15.572379
2012,ia,1111,billions of us dollars (USD),15.397506
2012,ia,11111,billions of us dollars (USD),0.861011
2012,ia,11114,billions of us dollars (USD),0.000425
2012,ia,11115,billions of us dollars (USD),12.651558
2012,ia,11119,billions of us dollars (USD),1.884513
2012,ia,1112,billions of us dollars (USD),0.013392
2012,ia,111211,billions of us dollars (USD),2.4e-5
2012,ia,111219,billions of us dollars (USD),0.013368
2012,ia,1113,billions of us dollars (USD),0.003107
2012,ia,11133,billions of us dollars (USD),0.003107
2012,ia,111331,billions of us dollars (USD),0.0
2012,ia,111332,billions of us dollars (USD),0.001662
2012,ia,111333,billions of us dollars (USD),7.9e-5
2012,ia,111334,billions of us dollars (USD),0.000142
2012,ia,111335,billions of us dollars (USD),0.000573
2012,ia,111336,billions of us dollars (USD),0.0
2012,ia,111339,billions of us dollars (USD),0.000159
2012,ia,1114,billions of us dollars (USD),0.097927
2012,ia,11141,billions of us dollars (USD),0.005731
2012,ia,11142,billions of us dollars (USD),0.092196
2012,ia,111421,billions of us dollars (USD),0.030626
2012,ia,111422,billions of us dollars (USD),0.06157
2012,ia,1119,billions of us dollars (USD),0.060447
2012,ia,11194,billions of us dollars (USD),0.030209
2012,ia,11199,billions of us dollars (USD),0.030238
2012,ia,112,billions of us dollars (USD),1.794435
2012,ia,1121,billions of us dollars (USD),0.75576
2012,ia,11211,billions of us dollars (USD),0.655843
2012,ia,112111,billions of us dollars (USD),0.2452
2012,ia,112112,billions of us dollars (USD),0.410643
2012,ia,11212,billions of us dollars (USD),0.099917
2012,ia,1122,billions of us dollars (USD),0.847482
2012,ia,1123,billions of us dollars (USD),0.044838
2012,ia,11231,billions of us dollars (USD),0.011169
2012,ia,11232,billions of us dollars (USD),0.003376
2012,ia,11233,billions of us dollars (USD),0.029884
2012,ia,11239,billions of us dollars (USD),0.000409
2012,ia,1124,billions of us dollars (USD),0.003983
2012,ia,11241,billions of us dollars (USD),0.002267
2012,ia,11242,billions of us dollars (USD),0.001716
2012,ia,1125,billions of us dollars (USD),8.0e-6
2012,ia,1129,billions of us dollars (USD),0.142363
2012,ia,11291,billions of us dollars (USD),5.0e-6
2012,ia,11292,billions of us dollars (USD),0.00048
2012,ia,11299,billions of us dollars (USD),0.141878
2012,ks,111,billions of us dollars (USD),6.429292
2012,ks,1111,billions of us dollars (USD),6.071701
2012,ks,11111,billions of us dollars (USD),0.353745
2012,ks,11112,billions of us dollars (USD),0.007564
2012,ks,11114,billions of us dollars (USD),1.601592
2012,ks,11115,billions of us dollars (USD),1.883309
2012,ks,11119,billions of us dollars (USD),2.22549
2012,ks,1112,billions of us dollars (USD),0.0
2012,ks,111211,billions of us dollars (USD),0.0
2012,ks,111219,billions of us dollars (USD),0.0
2012,ks,1113,billions of us dollars (USD),0.0
2012,ks,11133,billions of us dollars (USD),0.0
2012,ks,111331,billions of us dollars (USD),0.0
2012,ks,111332,billions of us dollars (USD),0.0
2012,ks,111333,billions of us dollars (USD),0.0
2012,ks,111334,billions of us dollars (USD),5.4e-5
2012,ks,111335,billions of us dollars (USD),0.002394
2012,ks,111336,billions of us dollars (USD),1.2e-5
2012,ks,111339,billions of us dollars (USD),0.000906
2012,ks,1114,billions of us dollars (USD),0.070293
2012,ks,11141,billions of us dollars (USD),0.002005
2012,ks,11142,billions of us dollars (USD),0.068287
2012,ks,111421,billions of us dollars (USD),0.035113
2012,ks,111422,billions of us dollars (USD),0.033174
2012,ks,1119,billions of us dollars (USD),0.263124
2012,ks,11192,billions of us dollars (USD),0.0
2012,ks,11194,billions of us dollars (USD),0.0
2012,ks,11199,billions of us dollars (USD),0.1109
2012,ks,112,billions of us dollars (USD),0.554701
2012,ks,1121,billions of us dollars (USD),0.509742
2012,ks,11211,billions of us dollars (USD),0.488371
2012,ks,112111,billions of us dollars (USD),0.405159
2012,ks,112112,billions of us dollars (USD),0.083213
2012,ks,11212,billions of us dollars (USD),0.02137
2012,ks,1122,billions of us dollars (USD),0.029078
2012,ks,1123,billions of us dollars (USD),0.0
2012,ks,11231,billions of us dollars (USD),0.0
2012,ks,11232,billions of us dollars (USD),8.0e-6
2012,ks,11233,billions of us dollars (USD),0.0
2012,ks,11239,billions of us dollars (USD),0.0
2012,ks,1124,billions of us dollars (USD),0.0
2012,ks,11241,billions of us dollars (USD),0.0
2012,ks,11242,billions of us dollars (USD),0.0
2012,ks,1125,billions of us dollars (USD),0.0
2012,ks,1129,billions of us dollars (USD),0.013293
2012,ks,11291,billions of us dollars (USD),1.1e-5
2012,ks,11292,billions of us dollars (USD),0.00038
2012,ks,11293,billions of us dollars (USD),1.1e-5
2012,ks,11299,billions of us dollars (USD),0.012891
2012,ky,111,billions of us dollars (USD),2.08697
2012,ky,1111,billions of us dollars (USD),1.542131
2012,ky,11111,billions of us dollars (USD),0.429938
2012,ky,11112,billions of us dollars (USD),0.0
2012,ky,11114,billions of us dollars (USD),0.0
2012,ky,11115,billions of us dollars (USD),0.395313
2012,ky,11119,billions of us dollars (USD),0.712826
2012,ky,1112,billions of us dollars (USD),0.022017
2012,ky,111211,billions of us dollars (USD),0.0
2012,ky,111219,billions of us dollars (USD),0.0
2012,ky,1113,billions of us dollars (USD),0.006096
2012,ky,11133,billions of us dollars (USD),0.006096
2012,ky,111331,billions of us dollars (USD),0.001956
2012,ky,111332,billions of us dollars (USD),0.001202
2012,ky,111333,billions of us dollars (USD),0.000181
2012,ky,111334,billions of us dollars (USD),0.001267
2012,ky,111335,billions of us dollars (USD),0.0
2012,ky,111336,billions of us dollars (USD),0.0
2012,ky,111339,billions of us dollars (USD),0.001195
2012,ky,1114,billions of us dollars (USD),0.073882
2012,ky,11141,billions of us dollars (USD),0.001812
2012,ky,11142,billions of us dollars (USD),0.072069
2012,ky,111421,billions of us dollars (USD),0.025743
2012,ky,111422,billions of us dollars (USD),0.046326
2012,ky,1119,billions of us dollars (USD),0.442844
2012,ky,11191,billions of us dollars (USD),0.267317
2012,ky,11194,billions of us dollars (USD),0.095402
2012,ky,11199,billions of us dollars (USD),0.080125
2012,ky,112,billions of us dollars (USD),0.193598
2012,ky,1121,billions of us dollars (USD),0.137005
2012,ky,11211,billions of us dollars (USD),0.096449
2012,ky,112111,billions of us dollars (USD),0.093885
2012,ky,112112,billions of us dollars (USD),0.002563
2012,ky,11212,billions of us dollars (USD),0.040557
2012,ky,1122,billions of us dollars (USD),0.014366
2012,ky,1123,billions of us dollars (USD),0.036122
2012,ky,11231,billions of us dollars (USD),0.001776
2012,ky,11232,billions of us dollars (USD),0.034012
2012,ky,11233,billions of us dollars (USD),0.0
2012,ky,11239,billions of us dollars (USD),0.0
2012,ky,1124,billions of us dollars (USD),0.000426
2012,ky,11241,billions of us dollars (USD),0.000253
2012,ky,11242,billions of us dollars (USD),0.000174
2012,ky,1125,billions of us dollars (USD),4.0e-5
2012,ky,1129,billions of us dollars (USD),0.005639
2012,ky,11291,billions of us dollars (USD),0.0
2012,ky,11292,billions of us dollars (USD),0.001435
2012,ky,11293,billions of us dollars (USD),0.0
2012,ky,11299,billions of us dollars (USD),0.004175
2012,la,111,billions of us dollars (USD),2.764793
2012,la,1111,billions of us dollars (USD),1.872932
2012,la,11111,billions of us dollars (USD),0.431798
2012,la,11113,billions of us dollars (USD),0.0
2012,la,11114,billions of us dollars (USD),0.0
2012,la,11115,billions of us dollars (USD),0.523609
2012,la,11116,billions of us dollars (USD),0.364378
2012,la,11119,billions of us dollars (USD),0.537605
2012,la,1112,billions of us dollars (USD),0.047737
2012,la,111211,billions of us dollars (USD),0.0
2012,la,111219,billions of us dollars (USD),0.0
2012,la,1113,billions of us dollars (USD),0.017919
2012,la,11131,billions of us dollars (USD),0.001511
2012,la,11132,billions of us dollars (USD),0.0
2012,la,11133,billions of us dollars (USD),0.0
2012,la,111331,billions of us dollars (USD),0.0
2012,la,111332,billions of us dollars (USD),0.0
2012,la,111333,billions of us dollars (USD),0.0
2012,la,111334,billions of us dollars (USD),0.001941
2012,la,111335,billions of us dollars (USD),0.011804
2012,la,111336,billions of us dollars (USD),0.000211
2012,la,111339,billions of us dollars (USD),0.001096
2012,la,1114,billions of us dollars (USD),0.093362
2012,la,11141,billions of us dollars (USD),0.002111
2012,la,11142,billions of us dollars (USD),0.091251
2012,la,111421,billions of us dollars (USD),0.0
2012,la,111422,billions of us dollars (USD),0.0
2012,la,1119,billions of us dollars (USD),0.732844
2012,la,11192,billions of us dollars (USD),0.06928
2012,la,11193,billions of us dollars (USD),0.617184
2012,la,11194,billions of us dollars (USD),0.032539
2012,la,11199,billions of us dollars (USD),0.01384
2012,la,112,billions of us dollars (USD),0.018817
2012,la,1121,billions of us dollars (USD),0.014693
2012,la,11211,billions of us dollars (USD),0.014305
2012,la,112111,billions of us dollars (USD),0.014161
2012,la,112112,billions of us dollars (USD),0.000144
2012,la,11212,billions of us dollars (USD),0.000388
2012,la,1122,billions of us dollars (USD),2.0e-6
2012,la,1123,billions of us dollars (USD),0.001694
2012,la,11231,billions of us dollars (USD),0.000444
2012,la,11232,billions of us dollars (USD),0.001244
2012,la,11239,billions of us dollars (USD),5.0e-6
2012,la,1124,billions of us dollars (USD),2.0e-6
2012,la,11241,billions of us dollars (USD),1.0e-6
2012,la,11242,billions of us dollars (USD),1.0e-6
2012,la,1125,billions of us dollars (USD),0.001335
2012,la,1129,billions of us dollars (USD),0.001091
2012,la,11291,billions of us dollars (USD),0.0
2012,la,11292,billions of us dollars (USD),0.0
2012,la,11299,billions of us dollars (USD),0.000849
2012,me,111,billions of us dollars (USD),0.458674
2012,me,1111,billions of us dollars (USD),0.00414
2012,me,11111,billions of us dollars (USD),0.0
2012,me,11113,billions of us dollars (USD),0.0
2012,me,11114,billions of us dollars (USD),0.0
2012,me,11115,billions of us dollars (USD),0.0
2012,me,11119,billions of us dollars (USD),0.0
2012,me,1112,billions of us dollars (USD),0.220621
2012,me,111211,billions of us dollars (USD),0.178804
2012,me,111219,billions of us dollars (USD),0.041817
2012,me,1113,billions of us dollars (USD),0.1129
2012,me,11133,billions of us dollars (USD),0.1129
2012,me,111331,billions of us dollars (USD),0.012379
2012,me,111332,billions of us dollars (USD),0.0
2012,me,111333,billions of us dollars (USD),0.0
2012,me,111334,billions of us dollars (USD),0.09893
2012,me,111339,billions of us dollars (USD),0.0
2012,me,1114,billions of us dollars (USD),0.073502
2012,me,11141,billions of us dollars (USD),0.0
2012,me,11142,billions of us dollars (USD),0.0
2012,me,111421,billions of us dollars (USD),0.0
2012,me,111422,billions of us dollars (USD),0.024419
2012,me,1119,billions of us dollars (USD),0.047511
2012,me,11194,billions of us dollars (USD),0.023182
2012,me,11199,billions of us dollars (USD),0.02433
2012,me,112,billions of us dollars (USD),0.015178
2012,me,1121,billions of us dollars (USD),0.014515
2012,me,11211,billions of us dollars (USD),0.001423
2012,me,112111,billions of us dollars (USD),0.001403
2012,me,112112,billions of us dollars (USD),2.0e-5
2012,me,11212,billions of us dollars (USD),0.013092
2012,me,1122,billions of us dollars (USD),3.8e-5
2012,me,1123,billions of us dollars (USD),0.0
2012,me,11231,billions of us dollars (USD),1.0e-6
2012,me,11233,billions of us dollars (USD),0.0
2012,me,11239,billions of us dollars (USD),0.0
2012,me,1124,billions of us dollars (USD),0.0
2012,me,11241,billions of us dollars (USD),0.0
2012,me,11242,billions of us dollars (USD),0.0
2012,me,1125,billions of us dollars (USD),0.0
2012,me,1129,billions of us dollars (USD),0.00048
2012,me,11291,billions of us dollars (USD),1.0e-6
2012,me,11292,billions of us dollars (USD),3.2e-5
2012,me,11293,billions of us dollars (USD),1.0e-6
2012,me,11299,billions of us dollars (USD),0.000446
2012,md,111,billions of us dollars (USD),0.93315
2012,md,1111,billions of us dollars (USD),0.618469
2012,md,11111,billions of us dollars (USD),0.101493
2012,md,11114,billions of us dollars (USD),0.004931
2012,md,11115,billions of us dollars (USD),0.24049
2012,md,11119,billions of us dollars (USD),0.271555
2012,md,1112,billions of us dollars (USD),0.047974
2012,md,111211,billions of us dollars (USD),0.0
2012,md,111219,billions of us dollars (USD),0.0
2012,md,1113,billions of us dollars (USD),0.018749
2012,md,11133,billions of us dollars (USD),0.018749
2012,md,111331,billions of us dollars (USD),0.005856
2012,md,111332,billions of us dollars (USD),0.0
2012,md,111333,billions of us dollars (USD),0.0
2012,md,111334,billions of us dollars (USD),0.000392
2012,md,111335,billions of us dollars (USD),0.0
2012,md,111336,billions of us dollars (USD),0.0
2012,md,111339,billions of us dollars (USD),0.009664
2012,md,1114,billions of us dollars (USD),0.206476
2012,md,11141,billions of us dollars (USD),0.023465
2012,md,11142,billions of us dollars (USD),0.18301
2012,md,111421,billions of us dollars (USD),0.0
2012,md,111422,billions of us dollars (USD),0.0
2012,md,1119,billions of us dollars (USD),0.041483
2012,md,11191,billions of us dollars (USD),0.000796
2012,md,11194,billions of us dollars (USD),0.017709
2012,md,11199,billions of us dollars (USD),0.022978
2012,md,112,billions of us dollars (USD),0.117407
2012,md,1121,billions of us dollars (USD),0.05206
2012,md,11211,billions of us dollars (USD),0.007366
2012,md,112111,billions of us dollars (USD),0.0
2012,md,112112,billions of us dollars (USD),0.0
2012,md,11212,billions of us dollars (USD),0.044694
2012,md,1122,billions of us dollars (USD),0.000486
2012,md,1123,billions of us dollars (USD),0.062415
2012,md,11231,billions of us dollars (USD),5.6e-5
2012,md,11232,billions of us dollars (USD),0.060006
2012,md,11233,billions of us dollars (USD),0.0
2012,md,11239,billions of us dollars (USD),0.0
2012,md,1124,billions of us dollars (USD),0.0
2012,md,11241,billions of us dollars (USD),5.1e-5
2012,md,11242,billions of us dollars (USD),0.0
2012,md,1125,billions of us dollars (USD),0.0
2012,md,1129,billions of us dollars (USD),0.0
2012,md,11291,billions of us dollars (USD),0.0
2012,md,11292,billions of us dollars (USD),0.0
2012,md,11299,billions of us dollars (USD),0.002043
2012,ma,111,billions of us dollars (USD),0.373742
2012,ma,1111,billions of us dollars (USD),0.003062
2012,ma,11111,billions of us dollars (USD),0.0
2012,ma,11114,billions of us dollars (USD),0.0
2012,ma,11115,billions of us dollars (USD),0.0
2012,ma,11119,billions of us dollars (USD),0.0
2012,ma,1112,billions of us dollars (USD),0.079378
2012,ma,111211,billions of us dollars (USD),0.0
2012,ma,111219,billions of us dollars (USD),0.0
2012,ma,1113,billions of us dollars (USD),0.122384
2012,ma,11133,billions of us dollars (USD),0.122384
2012,ma,111331,billions of us dollars (USD),0.016329
2012,ma,111332,billions of us dollars (USD),0.0
2012,ma,111333,billions of us dollars (USD),0.0
2012,ma,111334,billions of us dollars (USD),0.098914
2012,ma,111335,billions of us dollars (USD),0.0
2012,ma,111336,billions of us dollars (USD),0.0
2012,ma,111339,billions of us dollars (USD),0.0
2012,ma,1114,billions of us dollars (USD),0.146054
2012,ma,11141,billions of us dollars (USD),0.008886
2012,ma,11142,billions of us dollars (USD),0.137168
2012,ma,111421,billions of us dollars (USD),0.04254
2012,ma,111422,billions of us dollars (USD),0.094628
2012,ma,1119,billions of us dollars (USD),0.022863
2012,ma,11191,billions of us dollars (USD),0.0
2012,ma,11194,billions of us dollars (USD),0.010353
2012,ma,11199,billions of us dollars (USD),0.0
2012,ma,112,billions of us dollars (USD),0.009174
2012,ma,1121,billions of us dollars (USD),0.008517
2012,ma,11211,billions of us dollars (USD),0.000285
2012,ma,112111,billions of us dollars (USD),0.0
2012,ma,112112,billions of us dollars (USD),0.0
2012,ma,11212,billions of us dollars (USD),0.008232
2012,ma,1122,billions of us dollars (USD),6.9e-5
2012,ma,1123,billions of us dollars (USD),8.2e-5
2012,ma,11231,billions of us dollars (USD),3.8e-5
2012,ma,11233,billions of us dollars (USD),0.0
2012,ma,11234,billions of us dollars (USD),0.0
2012,ma,11239,billions of us dollars (USD),3.0e-5
2012,ma,1124,billions of us dollars (USD),0.0
2012,ma,11241,billions of us dollars (USD),8.5e-5
2012,ma,11242,billions of us dollars (USD),0.0
2012,ma,1125,billions of us dollars (USD),0.0
2012,ma,1129,billions of us dollars (USD),0.000376
2012,ma,11291,billions of us dollars (USD),4.0e-6
2012,ma,11292,billions of us dollars (USD),0.000126
2012,ma,11299,billions of us dollars (USD),0.000246
2012,mi,111,billions of us dollars (USD),5.141136
2012,mi,1111,billions of us dollars (USD),3.420907
2012,mi,11111,billions of us dollars (USD),0.393542
2012,mi,11112,billions of us dollars (USD),0.0
2012,mi,11113,billions of us dollars (USD),0.0
2012,mi,11114,billions of us dollars (USD),0.013055
2012,mi,11115,billions of us dollars (USD),1.644333
2012,mi,11119,billions of us dollars (USD),1.360028
2012,mi,1112,billions of us dollars (USD),0.454089
2012,mi,111211,billions of us dollars (USD),0.187395
2012,mi,111219,billions of us dollars (USD),0.266694
2012,mi,1113,billions of us dollars (USD),0.249887
2012,mi,11133,billions of us dollars (USD),0.249887
2012,mi,111331,billions of us dollars (USD),0.0
2012,mi,111332,billions of us dollars (USD),0.015557
2012,mi,111333,billions of us dollars (USD),0.000909
2012,mi,111334,billions of us dollars (USD),0.0
2012,mi,111335,billions of us dollars (USD),0.001291
2012,mi,111336,billions of us dollars (USD),0.000575
2012,mi,111339,billions of us dollars (USD),0.0
2012,mi,1114,billions of us dollars (USD),0.754585
2012,mi,11141,billions of us dollars (USD),0.00321
2012,mi,11142,billions of us dollars (USD),0.751375
2012,mi,111421,billions of us dollars (USD),0.24868
2012,mi,111422,billions of us dollars (USD),0.502695
2012,mi,1119,billions of us dollars (USD),0.261667
2012,mi,11194,billions of us dollars (USD),0.060209
2012,mi,11199,billions of us dollars (USD),0.201459
2012,mi,112,billions of us dollars (USD),0.365301
2012,mi,1121,billions of us dollars (USD),0.274884
2012,mi,11211,billions of us dollars (USD),0.08984
2012,mi,112111,billions of us dollars (USD),0.046908
2012,mi,112112,billions of us dollars (USD),0.042932
2012,mi,11212,billions of us dollars (USD),0.185044
2012,mi,1122,billions of us dollars (USD),0.064303
2012,mi,1123,billions of us dollars (USD),0.013576
2012,mi,11231,billions of us dollars (USD),0.004258
2012,mi,11232,billions of us dollars (USD),0.0
2012,mi,11233,billions of us dollars (USD),0.007154
2012,mi,11239,billions of us dollars (USD),0.0
2012,mi,1124,billions of us dollars (USD),0.001311
2012,mi,11241,billions of us dollars (USD),0.00116
2012,mi,11242,billions of us dollars (USD),0.000151
2012,mi,1125,billions of us dollars (USD),6.0e-6
2012,mi,1129,billions of us dollars (USD),0.01122
2012,mi,11291,billions of us dollars (USD),0.0
2012,mi,11292,billions of us dollars (USD),0.0
2012,mi,11293,billions of us dollars (USD),0.0
2012,mi,11299,billions of us dollars (USD),0.010346
2012,mn,111,billions of us dollars (USD),12.848913
2012,mn,1111,billions of us dollars (USD),11.741078
2012,mn,11111,billions of us dollars (USD),0.811451
2012,mn,11112,billions of us dollars (USD),0.0
2012,mn,11113,billions of us dollars (USD),0.0
2012,mn,11114,billions of us dollars (USD),0.134587
2012,mn,11115,billions of us dollars (USD),7.969403
2012,mn,11119,billions of us dollars (USD),2.784499
2012,mn,1112,billions of us dollars (USD),0.253941
2012,mn,111211,billions of us dollars (USD),0.0
2012,mn,111219,billions of us dollars (USD),0.0
2012,mn,1113,billions of us dollars (USD),0.016613
2012,mn,11133,billions of us dollars (USD),0.016613
2012,mn,111331,billions of us dollars (USD),0.011624
2012,mn,111332,billions of us dollars (USD),0.001695
2012,mn,111333,billions of us dollars (USD),0.001082
2012,mn,111334,billions of us dollars (USD),0.000865
2012,mn,111335,billions of us dollars (USD),9.6e-5
2012,mn,111336,billions of us dollars (USD),0.0
2012,mn,111339,billions of us dollars (USD),0.0
2012,mn,1114,billions of us dollars (USD),0.214456
2012,mn,11141,billions of us dollars (USD),0.011825
2012,mn,11142,billions of us dollars (USD),0.202631
2012,mn,111421,billions of us dollars (USD),0.089246
2012,mn,111422,billions of us dollars (USD),0.113385
2012,mn,1119,billions of us dollars (USD),0.622826
2012,mn,11194,billions of us dollars (USD),0.069359
2012,mn,11199,billions of us dollars (USD),0.553466
2012,mn,112,billions of us dollars (USD),1.030297
2012,mn,1121,billions of us dollars (USD),0.530741
2012,mn,11211,billions of us dollars (USD),0.219236
2012,mn,112111,billions of us dollars (USD),0.117283
2012,mn,112112,billions of us dollars (USD),0.101953
2012,mn,11212,billions of us dollars (USD),0.311505
2012,mn,1122,billions of us dollars (USD),0.368817
2012,mn,1123,billions of us dollars (USD),0.057391
2012,mn,11231,billions of us dollars (USD),0.007765
2012,mn,11232,billions of us dollars (USD),0.006793
2012,mn,11233,billions of us dollars (USD),0.033606
2012,mn,11239,billions of us dollars (USD),0.009227
2012,mn,1124,billions of us dollars (USD),0.0
2012,mn,11241,billions of us dollars (USD),0.001801
2012,mn,11242,billions of us dollars (USD),0.0
2012,mn,1125,billions of us dollars (USD),0.0
2012,mn,1129,billions of us dollars (USD),0.071151
2012,mn,11291,billions of us dollars (USD),8.3e-5
2012,mn,11292,billions of us dollars (USD),0.000234
2012,mn,11299,billions of us dollars (USD),0.070834
2012,ms,111,billions of us dollars (USD),2.93381
2012,ms,1111,billions of us dollars (USD),2.387409
2012,ms,11111,billions of us dollars (USD),0.980869
2012,ms,11112,billions of us dollars (USD),1.2e-5
2012,ms,11113,billions of us dollars (USD),8.1e-5
2012,ms,11114,billions of us dollars (USD),0.018013
2012,ms,11115,billions of us dollars (USD),0.628098
2012,ms,11116,billions of us dollars (USD),0.041701
2012,ms,11119,billions of us dollars (USD),0.718636
2012,ms,1112,billions of us dollars (USD),0.084255
2012,ms,111211,billions of us dollars (USD),0.066365
2012,ms,111219,billions of us dollars (USD),0.01789
2012,ms,1113,billions of us dollars (USD),0.021009
2012,ms,11132,billions of us dollars (USD),0.0
2012,ms,11133,billions of us dollars (USD),0.0
2012,ms,111331,billions of us dollars (USD),7.0e-6
2012,ms,111332,billions of us dollars (USD),0.0
2012,ms,111333,billions of us dollars (USD),0.0
2012,ms,111334,billions of us dollars (USD),0.012069
2012,ms,111335,billions of us dollars (USD),0.006743
2012,ms,111336,billions of us dollars (USD),0.000154
2012,ms,111339,billions of us dollars (USD),0.001355
2012,ms,1114,billions of us dollars (USD),0.06241
2012,ms,11141,billions of us dollars (USD),0.0
2012,ms,11142,billions of us dollars (USD),0.0
2012,ms,111421,billions of us dollars (USD),0.043256
2012,ms,111422,billions of us dollars (USD),0.0
2012,ms,1119,billions of us dollars (USD),0.378728
2012,ms,11192,billions of us dollars (USD),0.224258
2012,ms,11194,billions of us dollars (USD),0.042508
2012,ms,11199,billions of us dollars (USD),0.111962
2012,ms,112,billions of us dollars (USD),0.039765
2012,ms,1121,billions of us dollars (USD),0.020299
2012,ms,11211,billions of us dollars (USD),0.016486
2012,ms,112111,billions of us dollars (USD),0.016435
2012,ms,112112,billions of us dollars (USD),5.1e-5
2012,ms,11212,billions of us dollars (USD),0.003813
2012,ms,1122,billions of us dollars (USD),0.001272
2012,ms,1123,billions of us dollars (USD),0.011675
2012,ms,11231,billions of us dollars (USD),0.0
2012,ms,11232,billions of us dollars (USD),0.008941
2012,ms,11239,billions of us dollars (USD),0.0
2012,ms,1124,billions of us dollars (USD),4.9e-5
2012,ms,11241,billions of us dollars (USD),2.8e-5
2012,ms,11242,billions of us dollars (USD),2.2e-5
2012,ms,1125,billions of us dollars (USD),0.005164
2012,ms,1129,billions of us dollars (USD),0.001304
2012,ms,11291,billions of us dollars (USD),0.0
2012,ms,11292,billions of us dollars (USD),0.000232
2012,ms,11293,billions of us dollars (USD),0.0
2012,ms,11299,billions of us dollars (USD),0.001059
2012,mo,111,billions of us dollars (USD),4.310002
2012,mo,1111,billions of us dollars (USD),3.769915
2012,mo,11111,billions of us dollars (USD),1.406104
2012,mo,11114,billions of us dollars (USD),0.040659
2012,mo,11115,billions of us dollars (USD),1.066113
2012,mo,11116,billions of us dollars (USD),0.103312
2012,mo,11119,billions of us dollars (USD),1.153728
2012,mo,1112,billions of us dollars (USD),0.055021
