yr,r,source,units,value
2007,mi,col,million metric tons of carbon dioxide,75.6
2007,mn,col,million metric tons of carbon dioxide,34.6
2007,ms,col,million metric tons of carbon dioxide,17.5
2007,mo,col,million metric tons of carbon dioxide,75.8
2007,mt,col,million metric tons of carbon dioxide,19.1
2007,ne,col,million metric tons of carbon dioxide,20.5
2007,nv,col,million metric tons of carbon dioxide,7.8
2007,nh,col,million metric tons of carbon dioxide,4.2
2007,nj,col,million metric tons of carbon dioxide,10.6
2007,nm,col,million metric tons of carbon dioxide,28.0
2007,ny,col,million metric tons of carbon dioxide,24.4
2007,nc,col,million metric tons of carbon dioxide,78.2
2007,nd,col,million metric tons of carbon dioxide,39.8
2007,oh,col,million metric tons of carbon dioxide,138.1
2007,ok,col,million metric tons of carbon dioxide,35.2
2007,or,col,million metric tons of carbon dioxide,4.3
2007,pa,col,million metric tons of carbon dioxide,140.6
2007,ri,col,million metric tons of carbon dioxide,0.0
2007,sc,col,million metric tons of carbon dioxide,41.9
2007,sd,col,million metric tons of carbon dioxide,3.1
2007,tn,col,million metric tons of carbon dioxide,63.6
2007,tx,col,million metric tons of carbon dioxide,152.0
2007,ut,col,million metric tons of carbon dioxide,37.0
2007,vt,col,million metric tons of carbon dioxide,0.0
2007,va,col,million metric tons of carbon dioxide,43.2
2007,wa,col,million metric tons of carbon dioxide,9.0
2007,wv,col,million metric tons of carbon dioxide,92.8
2007,wi,col,million metric tons of carbon dioxide,43.9
2007,wy,col,million metric tons of carbon dioxide,46.7
2007,us,col,million metric tons of carbon dioxide,2147.7
2008,al,col,million metric tons of carbon dioxide,79.5
2008,ak,col,million metric tons of carbon dioxide,1.4
2008,az,col,million metric tons of carbon dioxide,43.3
2008,ar,col,million metric tons of carbon dioxide,26.3
2008,ca,col,million metric tons of carbon dioxide,6.0
2008,co,col,million metric tons of carbon dioxide,36.4
2008,ct,col,million metric tons of carbon dioxide,4.3
2008,de,col,million metric tons of carbon dioxide,5.8
2008,dc,col,million metric tons of carbon dioxide,0.0
2008,fl,col,million metric tons of carbon dioxide,65.5
2008,ga,col,million metric tons of carbon dioxide,83.7
2008,hi,col,million metric tons of carbon dioxide,1.9
2008,id,col,million metric tons of carbon dioxide,0.8
2008,il,col,million metric tons of carbon dioxide,104.2
2008,in,col,million metric tons of carbon dioxide,146.9
2008,ia,col,million metric tons of carbon dioxide,45.8
2008,ks,col,million metric tons of carbon dioxide,35.1
2008,ky,col,million metric tons of carbon dioxide,96.7
2008,la,col,million metric tons of carbon dioxide,24.8
2008,me,col,million metric tons of carbon dioxide,0.6
2008,md,col,million metric tons of carbon dioxide,29.2
2008,ma,col,million metric tons of carbon dioxide,10.1
2008,mi,col,million metric tons of carbon dioxide,75.5
2008,mn,col,million metric tons of carbon dioxide,33.9
2008,ms,col,million metric tons of carbon dioxide,16.7
2008,mo,col,million metric tons of carbon dioxide,74.9
2008,mt,col,million metric tons of carbon dioxide,19.2
2008,ne,col,million metric tons of carbon dioxide,22.2
2008,nv,col,million metric tons of carbon dioxide,8.4
2008,nh,col,million metric tons of carbon dioxide,3.8
2008,nj,col,million metric tons of carbon dioxide,9.2
2008,nm,col,million metric tons of carbon dioxide,26.9
2008,ny,col,million metric tons of carbon dioxide,21.6
2008,nc,col,million metric tons of carbon dioxide,75.1
2008,nd,col,million metric tons of carbon dioxide,40.1
2008,oh,col,million metric tons of carbon dioxide,135.7
2008,ok,col,million metric tons of carbon dioxide,37.0
2008,or,col,million metric tons of carbon dioxide,3.9
2008,pa,col,million metric tons of carbon dioxide,133.9
2008,ri,col,million metric tons of carbon dioxide,0.0
2008,sc,col,million metric tons of carbon dioxide,42.1
2008,sd,col,million metric tons of carbon dioxide,4.1
2008,tn,col,million metric tons of carbon dioxide,60.8
2008,tx,col,million metric tons of carbon dioxide,151.7
2008,ut,col,million metric tons of carbon dioxide,37.4
2008,vt,col,million metric tons of carbon dioxide,0.0
2008,va,col,million metric tons of carbon dioxide,39.2
2008,wa,col,million metric tons of carbon dioxide,8.9
2008,wv,col,million metric tons of carbon dioxide,90.2
2008,wi,col,million metric tons of carbon dioxide,45.4
2008,wy,col,million metric tons of carbon dioxide,47.2
2008,us,col,million metric tons of carbon dioxide,2113.2
2009,al,col,million metric tons of carbon dioxide,59.5
2009,ak,col,million metric tons of carbon dioxide,1.4
2009,az,col,million metric tons of carbon dioxide,39.0
2009,ar,col,million metric tons of carbon dioxide,24.9
2009,ca,col,million metric tons of carbon dioxide,4.9
2009,co,col,million metric tons of carbon dioxide,33.1
2009,ct,col,million metric tons of carbon dioxide,2.5
2009,de,col,million metric tons of carbon dioxide,3.2
2009,dc,col,million metric tons of carbon dioxide,0.0
2009,fl,col,million metric tons of carbon dioxide,54.9
2009,ga,col,million metric tons of carbon dioxide,68.3
2009,hi,col,million metric tons of carbon dioxide,1.8
2009,id,col,million metric tons of carbon dioxide,0.8
2009,il,col,million metric tons of carbon dioxide,95.8
2009,in,col,million metric tons of carbon dioxide,128.6
2009,ia,col,million metric tons of carbon dioxide,42.0
2009,ks,col,million metric tons of carbon dioxide,33.6
2009,ky,col,million metric tons of carbon dioxide,88.4
2009,la,col,million metric tons of carbon dioxide,23.8
2009,me,col,million metric tons of carbon dioxide,0.2
2009,md,col,million metric tons of carbon dioxide,25.2
2009,ma,col,million metric tons of carbon dioxide,8.7
2009,mi,col,million metric tons of carbon dioxide,69.4
2009,mn,col,million metric tons of carbon dioxide,31.0
2009,ms,col,million metric tons of carbon dioxide,13.4
2009,mo,col,million metric tons of carbon dioxide,72.3
2009,mt,col,million metric tons of carbon dioxide,16.3
2009,ne,col,million metric tons of carbon dioxide,23.6
2009,nv,col,million metric tons of carbon dioxide,7.9
2009,nh,col,million metric tons of carbon dioxide,3.1
2009,nj,col,million metric tons of carbon dioxide,5.6
2009,nm,col,million metric tons of carbon dioxide,28.9
2009,ny,col,million metric tons of carbon dioxide,14.7
2009,nc,col,million metric tons of carbon dioxide,64.1
2009,nd,col,million metric tons of carbon dioxide,39.9
2009,oh,col,million metric tons of carbon dioxide,119.5
2009,ok,col,million metric tons of carbon dioxide,35.2
2009,or,col,million metric tons of carbon dioxide,3.1
2009,pa,col,million metric tons of carbon dioxide,115.3
2009,ri,col,million metric tons of carbon dioxide,0.0
2009,sc,col,million metric tons of carbon dioxide,35.1
2009,sd,col,million metric tons of carbon dioxide,3.5
2009,tn,col,million metric tons of carbon dioxide,45.1
2009,tx,col,million metric tons of carbon dioxide,141.4
2009,ut,col,million metric tons of carbon dioxide,34.5
2009,vt,col,million metric tons of carbon dioxide,0.0
2009,va,col,million metric tons of carbon dioxide,31.5
2009,wa,col,million metric tons of carbon dioxide,7.9
2009,wv,col,million metric tons of carbon dioxide,70.1
2009,wi,col,million metric tons of carbon dioxide,40.2
2009,wy,col,million metric tons of carbon dioxide,44.7
2009,us,col,million metric tons of carbon dioxide,1858.3
2010,al,col,million metric tons of carbon dioxide,67.8
2010,ak,col,million metric tons of carbon dioxide,1.4
2010,az,col,million metric tons of carbon dioxide,43.2
2010,ar,col,million metric tons of carbon dioxide,27.7
2010,ca,col,million metric tons of carbon dioxide,5.2
2010,co,col,million metric tons of carbon dioxide,36.1
2010,ct,col,million metric tons of carbon dioxide,2.7
2010,de,col,million metric tons of carbon dioxide,2.9
2010,dc,col,million metric tons of carbon dioxide,0.0
2010,fl,col,million metric tons of carbon dioxide,60.2
2010,ga,col,million metric tons of carbon dioxide,72.5
2010,hi,col,million metric tons of carbon dioxide,1.6
2010,id,col,million metric tons of carbon dioxide,0.8
2010,il,col,million metric tons of carbon dioxide,100.9
2010,in,col,million metric tons of carbon dioxide,136.5
2010,ia,col,million metric tons of carbon dioxide,46.6
2010,ks,col,million metric tons of carbon dioxide,34.0
2010,ky,col,million metric tons of carbon dioxide,95.3
2010,la,col,million metric tons of carbon dioxide,24.5
2010,me,col,million metric tons of carbon dioxide,0.2
2010,md,col,million metric tons of carbon dioxide,25.1
2010,ma,col,million metric tons of carbon dioxide,7.9
2010,mi,col,million metric tons of carbon dioxide,70.7
2010,mn,col,million metric tons of carbon dioxide,29.8
2010,ms,col,million metric tons of carbon dioxide,14.0
2010,mo,col,million metric tons of carbon dioxide,75.7
2010,mt,col,million metric tons of carbon dioxide,19.2
2010,ne,col,million metric tons of carbon dioxide,24.0
2010,nv,col,million metric tons of carbon dioxide,7.6
2010,nh,col,million metric tons of carbon dioxide,3.2
2010,nj,col,million metric tons of carbon dioxide,6.8
2010,nm,col,million metric tons of carbon dioxide,25.3
2010,ny,col,million metric tons of carbon dioxide,15.8
2010,nc,col,million metric tons of carbon dioxide,70.7
2010,nd,col,million metric tons of carbon dioxide,38.6
2010,oh,col,million metric tons of carbon dioxide,127.8
2010,ok,col,million metric tons of carbon dioxide,32.7
2010,or,col,million metric tons of carbon dioxide,4.0
2010,pa,col,million metric tons of carbon dioxide,123.4
2010,ri,col,million metric tons of carbon dioxide,0.0
2010,sc,col,million metric tons of carbon dioxide,38.2
2010,sd,col,million metric tons of carbon dioxide,3.7
2010,tn,col,million metric tons of carbon dioxide,48.6
2010,tx,col,million metric tons of carbon dioxide,148.1
2010,ut,col,million metric tons of carbon dioxide,33.6
2010,vt,col,million metric tons of carbon dioxide,0.0
2010,va,col,million metric tons of carbon dioxide,32.6
2010,wa,col,million metric tons of carbon dioxide,9.0
2010,wv,col,million metric tons of carbon dioxide,80.0
2010,wi,col,million metric tons of carbon dioxide,43.3
2010,wy,col,million metric tons of carbon dioxide,45.7
2010,us,col,million metric tons of carbon dioxide,1965.1
2011,al,col,million metric tons of carbon dioxide,61.4
2011,ak,col,million metric tons of carbon dioxide,1.5
2011,az,col,million metric tons of carbon dioxide,43.4
2011,ar,col,million metric tons of carbon dioxide,28.9
2011,ca,col,million metric tons of carbon dioxide,5.2
2011,co,col,million metric tons of carbon dioxide,34.8
2011,ct,col,million metric tons of carbon dioxide,0.6
2011,de,col,million metric tons of carbon dioxide,1.7
2011,dc,col,million metric tons of carbon dioxide,0.0
2011,fl,col,million metric tons of carbon dioxide,52.2
2011,ga,col,million metric tons of carbon dioxide,59.9
2011,hi,col,million metric tons of carbon dioxide,1.5
2011,id,col,million metric tons of carbon dioxide,0.7
2011,il,col,million metric tons of carbon dioxide,99.2
2011,in,col,million metric tons of carbon dioxide,125.5
2011,ia,col,million metric tons of carbon dioxide,43.7
2011,ks,col,million metric tons of carbon dioxide,32.7
2011,ky,col,million metric tons of carbon dioxide,95.4
2011,la,col,million metric tons of carbon dioxide,25.5
2011,me,col,million metric tons of carbon dioxide,0.1
2011,md,col,million metric tons of carbon dioxide,22.8
2011,ma,col,million metric tons of carbon dioxide,4.1
2011,mi,col,million metric tons of carbon dioxide,65.2
2011,mn,col,million metric tons of carbon dioxide,29.8
2011,ms,col,million metric tons of carbon dioxide,10.2
2011,mo,col,million metric tons of carbon dioxide,78.0
2011,mt,col,million metric tons of carbon dioxide,15.6
2011,ne,col,million metric tons of carbon dioxide,26.9
2011,nv,col,million metric tons of carbon dioxide,5.9
2011,nh,col,million metric tons of carbon dioxide,2.3
2011,nj,col,million metric tons of carbon dioxide,4.7
2011,nm,col,million metric tons of carbon dioxide,26.9
2011,ny,col,million metric tons of carbon dioxide,11.8
2011,nc,col,million metric tons of carbon dioxide,59.0
2011,nd,col,million metric tons of carbon dioxide,37.2
2011,oh,col,million metric tons of carbon dioxide,115.3
2011,ok,col,million metric tons of carbon dioxide,35.7
2011,or,col,million metric tons of carbon dioxide,3.3
2011,pa,col,million metric tons of carbon dioxide,114.2
2011,ri,col,million metric tons of carbon dioxide,0.0
2011,sc,col,million metric tons of carbon dioxide,34.6
2011,sd,col,million metric tons of carbon dioxide,3.0
2011,tn,col,million metric tons of carbon dioxide,45.4
2011,tx,col,million metric tons of carbon dioxide,160.1
2011,ut,col,million metric tons of carbon dioxide,32.7
2011,vt,col,million metric tons of carbon dioxide,0.0
2011,va,col,million metric tons of carbon dioxide,27.1
2011,wa,col,million metric tons of carbon dioxide,5.4
2011,wv,col,million metric tons of carbon dioxide,77.6
2011,wi,col,million metric tons of carbon dioxide,42.2
2011,wy,col,million metric tons of carbon dioxide,44.2
2011,us,col,million metric tons of carbon dioxide,1855.2
2012,al,col,million metric tons of carbon dioxide,51.6
2012,ak,col,million metric tons of carbon dioxide,1.5
2012,az,col,million metric tons of carbon dioxide,39.7
2012,ar,col,million metric tons of carbon dioxide,28.0
2012,ca,col,million metric tons of carbon dioxide,4.1
2012,co,col,million metric tons of carbon dioxide,34.9
2012,ct,col,million metric tons of carbon dioxide,0.9
2012,de,col,million metric tons of carbon dioxide,1.6
2012,dc,col,million metric tons of carbon dioxide,0.0
2012,fl,col,million metric tons of carbon dioxide,45.6
2012,ga,col,million metric tons of carbon dioxide,41.1
2012,hi,col,million metric tons of carbon dioxide,1.6
2012,id,col,million metric tons of carbon dioxide,0.5
2012,il,col,million metric tons of carbon dioxide,91.4
2012,in,col,million metric tons of carbon dioxide,112.3
2012,ia,col,million metric tons of carbon dioxide,39.9
2012,ks,col,million metric tons of carbon dioxide,29.0
2012,ky,col,million metric tons of carbon dioxide,85.9
2012,la,col,million metric tons of carbon dioxide,22.6
2012,me,col,million metric tons of carbon dioxide,0.1
2012,md,col,million metric tons of carbon dioxide,18.2
2012,ma,col,million metric tons of carbon dioxide,2.3
2012,mi,col,million metric tons of carbon dioxide,58.6
2012,mn,col,million metric tons of carbon dioxide,24.3
2012,ms,col,million metric tons of carbon dioxide,7.8
2012,mo,col,million metric tons of carbon dioxide,72.5
2012,mt,col,million metric tons of carbon dioxide,14.9
2012,ne,col,million metric tons of carbon dioxide,25.7
2012,nv,col,million metric tons of carbon dioxide,5.0
2012,nh,col,million metric tons of carbon dioxide,1.3
2012,nj,col,million metric tons of carbon dioxide,2.4
2012,nm,col,million metric tons of carbon dioxide,24.9
2012,ny,col,million metric tons of carbon dioxide,6.9
2012,nc,col,million metric tons of carbon dioxide,50.5
2012,nd,col,million metric tons of carbon dioxide,38.3
2012,oh,col,million metric tons of carbon dioxide,96.0
2012,ok,col,million metric tons of carbon dioxide,30.9
2012,or,col,million metric tons of carbon dioxide,2.7
2012,pa,col,million metric tons of carbon dioxide,102.9
2012,ri,col,million metric tons of carbon dioxide,0.0
2012,sc,col,million metric tons of carbon dioxide,28.2
